franchise,team,year,coaches_text,coaches_id
CHI,CHI,2007,S. Skiles (49-33),skilesc01c
CHI,CHI,2006,S. Skiles (41-41),skilesc01c
CHI,CHI,2005,S. Skiles (47-35),skilesc01c
CHI,CHI,2004,"B. Cartwright (4-10), P. Myers (0-2), S. Skiles (19-47)",cartwbi01c|myerspe01c|skilesc01c
CHI,CHI,2003,B. Cartwright (30-52),cartwbi01c
CHI,CHI,2002,"T. Floyd (4-21), B. Berry (0-2), B. Cartwright (17-38)",floydti99c|berrybi99c|cartwbi01c
CHI,CHI,2001,T. Floyd (15-67),floydti99c
CHI,CHI,2000,T. Floyd (17-65),floydti99c
CHI,CHI,1999,T. Floyd (13-37),floydti99c
CHI,CHI,1998,P. Jackson (62-20),jacksph01c
CHI,CHI,1997,P. Jackson (69-13),jacksph01c
CHI,CHI,1996,P. Jackson (72-10),jacksph01c
CHI,CHI,1995,P. Jackson (47-35),jacksph01c
CHI,CHI,1994,P. Jackson (55-27),jacksph01c
CHI,CHI,1993,P. Jackson (57-25),jacksph01c
CHI,CHI,1992,P. Jackson (67-15),jacksph01c
CHI,CHI,1991,P. Jackson (61-21),jacksph01c
CHI,CHI,1990,P. Jackson (55-27),jacksph01c
CHI,CHI,1989,D. Collins (47-35),collido01c
CHI,CHI,1988,D. Collins (50-32),collido01c
CHI,CHI,1987,D. Collins (40-42),collido01c
CHI,CHI,1986,S. Albeck (30-52),albecst99c
CHI,CHI,1985,K. Loughery (38-44),loughke01c
CHI,CHI,1984,K. Loughery (27-55),loughke01c
CHI,CHI,1983,P. Westhead (28-54),westhpa99c
CHI,CHI,1982,"J. Sloan (19-32), P. Johnson (0-1), R. Thorn (15-15)",sloanje01c|johnsph99c|thornro01c
CHI,CHI,1981,J. Sloan (45-37),sloanje01c
CHI,CHI,1980,J. Sloan (30-52),sloanje01c
CHI,CHI,1979,"L. Costello (20-36), S. Robertson (11-15)",costela01c|robersc99c
CHI,CHI,1978,E. Badger (40-42),badgeed99c
CHI,CHI,1977,E. Badger (44-38),badgeed99c
CHI,CHI,1976,D. Motta (24-58),mottadi99c
CHI,CHI,1975,D. Motta (47-35),mottadi99c
CHI,CHI,1974,D. Motta (54-28),mottadi99c
CHI,CHI,1973,D. Motta (51-31),mottadi99c
CHI,CHI,1972,D. Motta (57-25),mottadi99c
CHI,CHI,1971,D. Motta (51-31),mottadi99c
CHI,CHI,1970,D. Motta (39-43),mottadi99c
CHI,CHI,1969,D. Motta (33-49),mottadi99c
CHI,CHI,1968,R. Kerr (29-53),kerrre01c
CHI,CHI,1967,R. Kerr (33-48),kerrre01c
CHARBH,CHO,2018,S. Clifford (10-17),cliffst99c
CHARBH,CHO,2017,S. Clifford (36-46),cliffst99c
CHARBH,CHO,2016,S. Clifford (48-34),cliffst99c
CHARBH,CHO,2015,S. Clifford (33-49),cliffst99c
CHARBH,CHA,2014,S. Clifford (43-39),cliffst99c
CHARBH,CHA,2013,M. Dunlap (21-61),dunlami99c
CHARBH,CHA,2012,P. Silas (7-59),silaspa01c
CHARBH,CHA,2011,"L. Brown (9-19), P. Silas (25-29)",brownla01c|silaspa01c
CHARBH,CHA,2010,L. Brown (44-38),brownla01c
CHARBH,CHA,2009,L. Brown (35-47),brownla01c
CHARBH,CHA,2008,S. Vincent (32-50),vincesa01c
CHARBH,CHA,2007,B. Bickerstaff (33-49),bickebe99c
CHARBH,CHA,2006,B. Bickerstaff (26-56),bickebe99c
CHARBH,CHA,2005,B. Bickerstaff (18-64),bickebe99c
NORLHP,CHH,2002,P. Silas (44-38),silaspa01c
NORLHP,CHH,2001,P. Silas (46-36),silaspa01c
NORLHP,CHH,2000,P. Silas (49-33),silaspa01c
NORLHP,CHH,1999,"D. Cowens (4-11), P. Silas (22-13)",cowenda01c|silaspa01c
NORLHP,CHH,1998,D. Cowens (51-31),cowenda01c
NORLHP,CHH,1997,D. Cowens (54-28),cowenda01c
NORLHP,CHH,1996,A. Bristow (41-41),bristal01c
NORLHP,CHH,1995,A. Bristow (50-32),bristal01c
NORLHP,CHH,1994,A. Bristow (41-41),bristal01c
NORLHP,CHH,1993,A. Bristow (44-38),bristal01c
NORLHP,CHH,1992,A. Bristow (31-51),bristal01c
NORLHP,CHH,1991,G. Littles (26-56),littlge01c
NORLHP,CHH,1990,"D. Harter (8-32), G. Littles (11-31)",hartedi99c|littlge01c
NORLHP,CHH,1989,D. Harter (20-62),hartedi99c
CLE,CLE,2018,T. Lue (21-8),luety01c
CLE,CLE,2017,T. Lue (51-31),luety01c
CLE,CLE,2016,"D. Blatt (30-11), T. Lue (27-14)",blattda99c|luety01c
CLE,CLE,2015,D. Blatt (53-29),blattda99c
CLE,CLE,2014,M. Brown (33-49),brownmi99c
CLE,CLE,2013,B. Scott (24-58),scottby01c
CLE,CLE,2012,B. Scott (21-45),scottby01c
CLE,CLE,2011,B. Scott (19-63),scottby01c
CLE,CLE,2010,M. Brown (61-21),brownmi99c
CLE,CLE,2009,M. Brown (66-16),brownmi99c
CLE,CLE,2008,M. Brown (45-37),brownmi99c
CLE,CLE,2007,M. Brown (50-32),brownmi99c
CLE,CLE,2006,M. Brown (50-32),brownmi99c
CLE,CLE,2005,"P. Silas (34-30), B. Malone (8-10)",silaspa01c|malonbr99c
CLE,CLE,2004,P. Silas (35-47),silaspa01c
CLE,CLE,2003,"J. Lucas (8-34), K. Smart (9-31)",lucasjo01c|smartke01c
CLE,CLE,2002,J. Lucas (29-53),lucasjo01c
CLE,CLE,2001,R. Wittman (30-52),wittmra01c
CLE,CLE,2000,R. Wittman (32-50),wittmra01c
CLE,CLE,1999,M. Fratello (22-28),fratemi99c
CLE,CLE,1998,M. Fratello (47-35),fratemi99c
CLE,CLE,1997,M. Fratello (42-40),fratemi99c
CLE,CLE,1996,M. Fratello (47-35),fratemi99c
CLE,CLE,1995,M. Fratello (43-39),fratemi99c
CLE,CLE,1994,M. Fratello (47-35),fratemi99c
CLE,CLE,1993,L. Wilkens (54-28),wilkele01c
CLE,CLE,1992,L. Wilkens (57-25),wilkele01c
CLE,CLE,1991,L. Wilkens (33-49),wilkele01c
CLE,CLE,1990,L. Wilkens (42-40),wilkele01c
CLE,CLE,1989,L. Wilkens (57-25),wilkele01c
CLE,CLE,1988,L. Wilkens (42-40),wilkele01c
CLE,CLE,1987,L. Wilkens (31-51),wilkele01c
CLE,CLE,1986,"G. Karl (25-42), G. Littles (4-11)",karlge01c|littlge01c
CLE,CLE,1985,G. Karl (36-46),karlge01c
CLE,CLE,1984,T. Nissalke (28-54),nissato99c
CLE,CLE,1983,T. Nissalke (23-59),nissato99c
CLE,CLE,1982,"D. Delaney (4-11), B. Kloppenburg (0-3), C. Daly (9-32), B. Musselman (2-21)",delando99c|kloppbo99c|dalych99c|mussebi99c
CLE,CLE,1981,"B. Musselman (25-46), D. Delaney (3-8)",mussebi99c|delando99c
CLE,CLE,1980,S. Albeck (37-45),albecst99c
CLE,CLE,1979,B. Fitch (30-52),fitchbi99c
CLE,CLE,1978,B. Fitch (43-39),fitchbi99c
CLE,CLE,1977,B. Fitch (43-39),fitchbi99c
CLE,CLE,1976,B. Fitch (49-33),fitchbi99c
CLE,CLE,1975,B. Fitch (40-42),fitchbi99c
CLE,CLE,1974,B. Fitch (29-53),fitchbi99c
CLE,CLE,1973,B. Fitch (32-50),fitchbi99c
CLE,CLE,1972,B. Fitch (23-59),fitchbi99c
CLE,CLE,1971,B. Fitch (15-67),fitchbi99c
DAL,DAL,2018,R. Carlisle (8-21),carliri01c
DAL,DAL,2017,R. Carlisle (33-49),carliri01c
DAL,DAL,2016,R. Carlisle (42-40),carliri01c
DAL,DAL,2015,R. Carlisle (50-32),carliri01c
DAL,DAL,2014,R. Carlisle (49-33),carliri01c
DAL,DAL,2013,R. Carlisle (41-41),carliri01c
DAL,DAL,2012,R. Carlisle (36-30),carliri01c
DAL,DAL,2011,R. Carlisle (57-25),carliri01c
DAL,DAL,2010,R. Carlisle (55-27),carliri01c
DAL,DAL,2009,R. Carlisle (50-32),carliri01c
DAL,DAL,2008,A. Johnson (51-31),johnsav01c
DAL,DAL,2007,A. Johnson (67-15),johnsav01c
DAL,DAL,2006,A. Johnson (60-22),johnsav01c
DAL,DAL,2005,"D. Nelson (42-22), A. Johnson (16-2)",nelsodo01c|johnsav01c
DAL,DAL,2004,D. Nelson (52-30),nelsodo01c
DAL,DAL,2003,D. Nelson (60-22),nelsodo01c
DAL,DAL,2002,D. Nelson (57-25),nelsodo01c
DAL,DAL,2001,D. Nelson (53-29),nelsodo01c
DAL,DAL,2000,D. Nelson (40-42),nelsodo01c
DAL,DAL,1999,D. Nelson (19-31),nelsodo01c
DAL,DAL,1998,"J. Cleamons (4-12), D. Nelson (16-50)",cleamji01c|nelsodo01c
DAL,DAL,1997,J. Cleamons (24-58),cleamji01c
DAL,DAL,1996,D. Motta (26-56),mottadi99c
DAL,DAL,1995,D. Motta (36-46),mottadi99c
DAL,DAL,1994,Q. Buckner (13-69),bucknqu01c
DAL,DAL,1993,"R. Adubato (2-27), G. Heard (9-44)",adubari99c|heardga01c
DAL,DAL,1992,R. Adubato (22-60),adubari99c
DAL,DAL,1991,R. Adubato (28-54),adubari99c
DAL,DAL,1990,"J. MacLeod (5-6), R. Adubato (42-29)",maclejo99c|adubari99c
DAL,DAL,1989,J. MacLeod (38-44),maclejo99c
DAL,DAL,1988,J. MacLeod (53-29),maclejo99c
DAL,DAL,1987,D. Motta (55-27),mottadi99c
DAL,DAL,1986,D. Motta (44-38),mottadi99c
DAL,DAL,1985,D. Motta (44-38),mottadi99c
DAL,DAL,1984,D. Motta (43-39),mottadi99c
DAL,DAL,1983,D. Motta (38-44),mottadi99c
DAL,DAL,1982,D. Motta (28-54),mottadi99c
DAL,DAL,1981,D. Motta (15-67),mottadi99c
DEN,DEN,2018,M. Malone (15-13),malonmi99c
DEN,DEN,2017,M. Malone (40-42),malonmi99c
DEN,DEN,2016,M. Malone (33-49),malonmi99c
DEN,DEN,2015,"B. Shaw (20-39), M. Hunt (10-13)",shawbr01c|huntme01c
DEN,DEN,2014,B. Shaw (36-46),shawbr01c
DEN,DEN,2013,G. Karl (57-25),karlge01c
DEN,DEN,2012,G. Karl (38-28),karlge01c
DEN,DEN,2011,G. Karl (50-32),karlge01c
DEN,DEN,2010,G. Karl (53-29),karlge01c
DEN,DEN,2009,G. Karl (54-28),karlge01c
DEN,DEN,2008,G. Karl (50-32),karlge01c
DEN,DEN,2007,G. Karl (45-37),karlge01c
DEN,DEN,2006,G. Karl (44-38),karlge01c
DEN,DEN,2005,"J. Bzdelik (13-15), M. Cooper (4-10), G. Karl (32-8)",bzdelje99c|coopemi01c|karlge01c
DEN,DEN,2004,J. Bzdelik (43-39),bzdelje99c
DEN,DEN,2003,J. Bzdelik (17-65),bzdelje99c
DEN,DEN,2002,"D. Issel (9-17), M. Evans (18-38)",isselda01c|evansmi01c
DEN,DEN,2001,D. Issel (40-42),isselda01c
DEN,DEN,2000,D. Issel (35-47),isselda01c
DEN,DEN,1999,M. D'Antoni (14-36),dantomi01c
DEN,DEN,1998,B. Hanzlik (11-71),hanzlbi01c
DEN,DEN,1997,"B. Bickerstaff (4-9), D. Motta (17-52)",bickebe99c|mottadi99c
DEN,DEN,1996,B. Bickerstaff (35-47),bickebe99c
DEN,DEN,1995,"D. Issel (18-16), G. Littles (3-13), B. Bickerstaff (20-12)",isselda01c|littlge01c|bickebe99c
DEN,DEN,1994,D. Issel (42-40),isselda01c
DEN,DEN,1993,D. Issel (36-46),isselda01c
DEN,DEN,1992,P. Westhead (24-58),westhpa99c
DEN,DEN,1991,P. Westhead (20-62),westhpa99c
DEN,DEN,1990,D. Moe (43-39),moedo01c
DEN,DEN,1989,D. Moe (44-38),moedo01c
DEN,DEN,1988,D. Moe (54-28),moedo01c
DEN,DEN,1987,D. Moe (37-45),moedo01c
DEN,DEN,1986,D. Moe (47-35),moedo01c
DEN,DEN,1985,D. Moe (52-30),moedo01c
DEN,DEN,1984,D. Moe (38-44),moedo01c
DEN,DEN,1983,D. Moe (45-37),moedo01c
DEN,DEN,1982,D. Moe (46-36),moedo01c
DEN,DEN,1981,"D. Walsh (11-20), D. Moe (26-25)",walshdo99c|moedo01c
DEN,DEN,1980,D. Walsh (30-52),walshdo99c
DEN,DEN,1979,"L. Brown (28-25), D. Walsh (19-10)",brownla01c|walshdo99c
DEN,DEN,1978,L. Brown (48-34),brownla01c
DEN,DEN,1977,L. Brown (50-32),brownla01c
DEN,DEN,1976,L. Brown (60-24),brownla01c
DEN,DEN,1975,L. Brown (65-19),brownla01c
DEN,DEN,1974,A. Hannum (37-47),hannual01c
DEN,DEN,1973,A. Hannum (47-37),hannual01c
DEN,DEN,1972,A. Hannum (34-50),hannual01c
DEN,DEN,1971,"J. Belmont (3-10), S. Albeck (27-44)",belmojo99c|albecst99c
DEN,DEN,1970,"J. McLendon (9-19), J. Belmont (42-14)",mclenjo99c|belmojo99c
DEN,DEN,1969,B. Bass (44-34),bassbo99c
DEN,DEN,1968,B. Bass (45-33),bassbo99c
DET,DET,2018,S. Van Gundy (15-13),vangust99c
DET,DET,2017,S. Van Gundy (37-45),vangust99c
DET,DET,2016,S. Van Gundy (44-38),vangust99c
DET,DET,2015,S. Van Gundy (32-50),vangust99c
DET,DET,2014,"M. Cheeks (21-29), J. Loyer (8-24)",cheekma01c|loyerjo99c
DET,DET,2013,L. Frank (29-53),frankla99c
DET,DET,2012,L. Frank (25-41),frankla99c
DET,DET,2011,J. Kuester (30-52),kuestjo01c
DET,DET,2010,J. Kuester (27-55),kuestjo01c
DET,DET,2009,M. Curry (39-43),currymi01c
DET,DET,2008,F. Saunders (59-23),saundfl99c
DET,DET,2007,F. Saunders (53-29),saundfl99c
DET,DET,2006,F. Saunders (64-18),saundfl99c
DET,DET,2005,L. Brown (54-28),brownla01c
DET,DET,2004,L. Brown (54-28),brownla01c
DET,DET,2003,R. Carlisle (50-32),carliri01c
DET,DET,2002,R. Carlisle (50-32),carliri01c
DET,DET,2001,G. Irvine (32-50),irvinge01c
DET,DET,2000,"A. Gentry (28-30), G. Irvine (14-10)",gentral99c|irvinge01c
DET,DET,1999,A. Gentry (29-21),gentral99c
DET,DET,1998,"D. Collins (21-24), A. Gentry (16-21)",collido01c|gentral99c
DET,DET,1997,D. Collins (54-28),collido01c
DET,DET,1996,D. Collins (46-36),collido01c
DET,DET,1995,D. Chaney (28-54),chanedo01c
DET,DET,1994,D. Chaney (20-62),chanedo01c
DET,DET,1993,R. Rothstein (40-42),rothsro99c
DET,DET,1992,C. Daly (48-34),dalych99c
DET,DET,1991,C. Daly (50-32),dalych99c
DET,DET,1990,C. Daly (59-23),dalych99c
DET,DET,1989,C. Daly (63-19),dalych99c
DET,DET,1988,C. Daly (54-28),dalych99c
DET,DET,1987,C. Daly (52-30),dalych99c
DET,DET,1986,C. Daly (46-36),dalych99c
DET,DET,1985,C. Daly (46-36),dalych99c
DET,DET,1984,C. Daly (49-33),dalych99c
DET,DET,1983,S. Robertson (37-45),robersc99c
DET,DET,1982,S. Robertson (39-43),robersc99c
DET,DET,1981,S. Robertson (21-61),robersc99c
DET,DET,1980,"D. Vitale (4-8), R. Adubato (12-58)",vitaldi99c|adubari99c
DET,DET,1979,D. Vitale (30-52),vitaldi99c
DET,DET,1978,"H. Brown (9-15), B. Kauffman (29-29)",brownhe99c|kauffbo01c
DET,DET,1977,H. Brown (44-38),brownhe99c
DET,DET,1976,"R. Scott (17-25), H. Brown (19-21)",scottra01c|brownhe99c
DET,DET,1975,R. Scott (40-42),scottra01c
DET,DET,1974,R. Scott (52-30),scottra01c
DET,DET,1973,"E. Lloyd (2-5), R. Scott (38-37)",lloydea01c|scottra01c
DET,DET,1972,"B. Van Breda Kolff (6-4), T. Dischinger (0-2), E. Lloyd (20-50)",vanbrbu01c|dischte01c|lloydea01c
DET,DET,1971,B. Van Breda Kolff (45-37),vanbrbu01c
DET,DET,1970,B. Van Breda Kolff (31-51),vanbrbu01c
DET,DET,1969,"D. Butcher (10-12), P. Seymour (22-38)",butchdo01c|seymopa01c
DET,DET,1968,D. Butcher (40-42),butchdo01c
DET,DET,1967,"D. DeBusschere (28-45), D. Butcher (2-6)",debusda01c|butchdo01c
DET,DET,1966,D. DeBusschere (22-58),debusda01c
DET,DET,1965,"C. Wolf (2-9), D. DeBusschere (29-40)",wolfch99c|debusda01c
DET,DET,1964,C. Wolf (23-57),wolfch99c
DET,DET,1963,D. McGuire (34-46),mcguidi01c
DET,DET,1962,D. McGuire (37-43),mcguidi01c
DET,DET,1961,D. McGuire (34-45),mcguidi01c
DET,DET,1960,"R. Rocha (13-21), D. McGuire (17-24)",rochare01c|mcguidi01c
DET,DET,1959,R. Rocha (28-44),rochare01c
DET,DET,1958,"C. Eckman (9-16), R. Rocha (24-23)",eckmach99c|rochare01c
DET,DET,1957,C. Eckman (34-38),eckmach99c
DET,DET,1956,C. Eckman (37-35),eckmach99c
DET,DET,1955,C. Eckman (43-29),eckmach99c
DET,DET,1954,P. Birch (40-32),birchpa99c
DET,DET,1953,P. Birch (36-33),birchpa99c
DET,DET,1952,P. Birch (29-37),birchpa99c
DET,DET,1951,M. Mendenhall (32-36),mendemu99c
DET,DET,1950,M. Mendenhall (40-28),mendemu99c
DET,DET,1949,"C. Bennett (0-6), C. Armstrong (22-32)",benneca99c|armstcu01c
GSW,GSW,2018,S. Kerr (23-6),kerrst01c
GSW,GSW,2017,S. Kerr (67-15),kerrst01c
GSW,GSW,2016,S. Kerr (73-9),kerrst01c
GSW,GSW,2015,S. Kerr (67-15),kerrst01c
GSW,GSW,2014,M. Jackson (51-31),jacksma01c
GSW,GSW,2013,M. Jackson (47-35),jacksma01c
GSW,GSW,2012,M. Jackson (23-43),jacksma01c
GSW,GSW,2011,K. Smart (36-46),smartke01c
GSW,GSW,2010,D. Nelson (26-56),nelsodo01c
GSW,GSW,2009,D. Nelson (29-53),nelsodo01c
GSW,GSW,2008,D. Nelson (48-34),nelsodo01c
GSW,GSW,2007,D. Nelson (42-40),nelsodo01c
GSW,GSW,2006,M. Montgomery (34-48),montgmi99c
GSW,GSW,2005,M. Montgomery (34-48),montgmi99c
GSW,GSW,2004,E. Musselman (37-45),musseer99c
GSW,GSW,2003,E. Musselman (38-44),musseer99c
GSW,GSW,2002,"D. Cowens (8-15), B. Winters (13-46)",cowenda01c|wintebr01c
GSW,GSW,2001,D. Cowens (17-65),cowenda01c
GSW,GSW,2000,"P. Carlesimo (6-21), G. St. Jean (13-42)",carlepj99c|stjeaga99c
GSW,GSW,1999,P. Carlesimo (21-29),carlepj99c
GSW,GSW,1998,P. Carlesimo (19-63),carlepj99c
GSW,GSW,1997,R. Adelman (30-52),adelmri01c
GSW,GSW,1996,R. Adelman (36-46),adelmri01c
GSW,GSW,1995,"D. Nelson (14-31), B. Lanier (12-25)",nelsodo01c|laniebo01c
GSW,GSW,1994,D. Nelson (50-32),nelsodo01c
GSW,GSW,1993,D. Nelson (34-48),nelsodo01c
GSW,GSW,1992,D. Nelson (55-27),nelsodo01c
GSW,GSW,1991,D. Nelson (44-38),nelsodo01c
GSW,GSW,1990,D. Nelson (37-45),nelsodo01c
GSW,GSW,1989,D. Nelson (43-39),nelsodo01c
GSW,GSW,1988,"G. Karl (16-48), E. Gregory (4-14)",karlge01c|gregoed99c
GSW,GSW,1987,G. Karl (42-40),karlge01c
GSW,GSW,1986,J. Bach (30-52),bachjo01c
GSW,GSW,1985,J. Bach (22-60),bachjo01c
GSW,GSW,1984,J. Bach (37-45),bachjo01c
GSW,GSW,1983,A. Attles (30-52),attleal01c
GSW,GSW,1982,A. Attles (45-37),attleal01c
GSW,GSW,1981,A. Attles (39-43),attleal01c
GSW,GSW,1980,"A. Attles (18-43), J. Bach (6-15)",attleal01c|bachjo01c
GSW,GSW,1979,A. Attles (38-44),attleal01c
GSW,GSW,1978,A. Attles (43-39),attleal01c
GSW,GSW,1977,A. Attles (46-36),attleal01c
GSW,GSW,1976,A. Attles (59-23),attleal01c
GSW,GSW,1975,A. Attles (48-34),attleal01c
GSW,GSW,1974,A. Attles (44-38),attleal01c
GSW,GSW,1973,A. Attles (47-35),attleal01c
GSW,GSW,1972,A. Attles (51-31),attleal01c
GSW,GSW,1971,A. Attles (41-41),attleal01c
GSW,GSW,1970,"G. Lee (22-30), A. Attles (8-22)",leege01c|attleal01c
GSW,GSW,1969,G. Lee (41-41),leege01c
GSW,GSW,1968,B. Sharman (43-39),sharmbi01c
GSW,GSW,1967,B. Sharman (44-37),sharmbi01c
GSW,GSW,1966,A. Hannum (35-45),hannual01c
GSW,GSW,1965,A. Hannum (17-63),hannual01c
GSW,GSW,1964,A. Hannum (48-32),hannual01c
GSW,GSW,1963,B. Feerick (31-49),feeribo01c
GSW,GSW,1962,F. McGuire (49-31),mcguifr99c
GSW,GSW,1961,N. Johnston (46-33),johnsne01c
GSW,GSW,1960,N. Johnston (49-26),johnsne01c
GSW,GSW,1959,A. Cervi (32-40),cervial01c
GSW,GSW,1958,G. Senesky (37-35),senesge01c
GSW,GSW,1957,G. Senesky (37-35),senesge01c
GSW,GSW,1956,G. Senesky (45-27),senesge01c
GSW,GSW,1955,E. Gottlieb (33-39),gottled99c
GSW,GSW,1954,E. Gottlieb (29-43),gottled99c
GSW,GSW,1953,E. Gottlieb (12-57),gottled99c
GSW,GSW,1952,E. Gottlieb (33-33),gottled99c
GSW,GSW,1951,E. Gottlieb (40-26),gottled99c
GSW,GSW,1950,E. Gottlieb (26-42),gottled99c
GSW,GSW,1949,E. Gottlieb (28-32),gottled99c
GSW,GSW,1948,E. Gottlieb (27-21),gottled99c
GSW,GSW,1947,E. Gottlieb (35-25),gottled99c
HOU,HOU,2018,M. D'Antoni (22-4),dantomi01c
HOU,HOU,2017,M. D'Antoni (55-27),dantomi01c
HOU,HOU,2016,"K. McHale (4-7), J. Bickerstaff (37-34)",mchalke01c|bickejb01c
HOU,HOU,2015,K. McHale (56-26),mchalke01c
HOU,HOU,2014,K. McHale (54-28),mchalke01c
HOU,HOU,2013,K. McHale (45-37),mchalke01c
HOU,HOU,2012,K. McHale (34-32),mchalke01c
HOU,HOU,2011,R. Adelman (43-39),adelmri01c
HOU,HOU,2010,R. Adelman (42-40),adelmri01c
HOU,HOU,2009,R. Adelman (53-29),adelmri01c
HOU,HOU,2008,R. Adelman (55-27),adelmri01c
HOU,HOU,2007,J. Van Gundy (52-30),vanguje99c
HOU,HOU,2006,J. Van Gundy (34-48),vanguje99c
HOU,HOU,2005,J. Van Gundy (51-31),vanguje99c
HOU,HOU,2004,J. Van Gundy (45-37),vanguje99c
HOU,HOU,2003,R. Tomjanovich (43-39),tomjaru01c
HOU,HOU,2002,R. Tomjanovich (28-54),tomjaru01c
HOU,HOU,2001,R. Tomjanovich (45-37),tomjaru01c
HOU,HOU,2000,R. Tomjanovich (34-48),tomjaru01c
HOU,HOU,1999,R. Tomjanovich (31-19),tomjaru01c
HOU,HOU,1998,R. Tomjanovich (41-41),tomjaru01c
HOU,HOU,1997,R. Tomjanovich (57-25),tomjaru01c
HOU,HOU,1996,R. Tomjanovich (48-34),tomjaru01c
HOU,HOU,1995,R. Tomjanovich (47-35),tomjaru01c
HOU,HOU,1994,R. Tomjanovich (58-24),tomjaru01c
HOU,HOU,1993,R. Tomjanovich (55-27),tomjaru01c
HOU,HOU,1992,"D. Chaney (26-26), R. Tomjanovich (16-14)",chanedo01c|tomjaru01c
HOU,HOU,1991,D. Chaney (52-30),chanedo01c
HOU,HOU,1990,D. Chaney (41-41),chanedo01c
HOU,HOU,1989,D. Chaney (45-37),chanedo01c
HOU,HOU,1988,B. Fitch (46-36),fitchbi99c
HOU,HOU,1987,B. Fitch (42-40),fitchbi99c
HOU,HOU,1986,B. Fitch (51-31),fitchbi99c
HOU,HOU,1985,B. Fitch (48-34),fitchbi99c
HOU,HOU,1984,B. Fitch (29-53),fitchbi99c
HOU,HOU,1983,D. Harris (14-68),harride99c
HOU,HOU,1982,D. Harris (46-36),harride99c
HOU,HOU,1981,D. Harris (40-42),harride99c
HOU,HOU,1980,D. Harris (41-41),harride99c
HOU,HOU,1979,T. Nissalke (47-35),nissato99c
HOU,HOU,1978,T. Nissalke (28-54),nissato99c
HOU,HOU,1977,T. Nissalke (49-33),nissato99c
HOU,HOU,1976,J. Egan (40-42),eganjo01c
HOU,HOU,1975,J. Egan (41-41),eganjo01c
HOU,HOU,1974,J. Egan (32-50),eganjo01c
HOU,HOU,1973,"T. Winter (17-30), J. Egan (16-19)",wintete99c|eganjo01c
HOU,HOU,1972,T. Winter (34-48),wintete99c
HOU,HOU,1971,A. Hannum (40-42),hannual01c
HOU,HOU,1970,"J. McMahon (9-17), A. Hannum (18-38)",mcmahja01c|hannual01c
HOU,HOU,1969,J. McMahon (37-45),mcmahja01c
HOU,HOU,1968,J. McMahon (15-67),mcmahja01c
IND,IND,2018,N. McMillan (16-12),mcmilna01c
IND,IND,2017,N. McMillan (42-40),mcmilna01c
IND,IND,2016,F. Vogel (45-37),vogelfr99c
IND,IND,2015,F. Vogel (38-44),vogelfr99c
IND,IND,2014,F. Vogel (56-26),vogelfr99c
IND,IND,2013,F. Vogel (49-32),vogelfr99c
IND,IND,2012,F. Vogel (42-24),vogelfr99c
IND,IND,2011,"J. O'Brien (17-27), F. Vogel (20-18)",obrieji99c|vogelfr99c
IND,IND,2010,J. O'Brien (32-50),obrieji99c
IND,IND,2009,J. O'Brien (36-46),obrieji99c
IND,IND,2008,J. O'Brien (36-46),obrieji99c
IND,IND,2007,R. Carlisle (35-47),carliri01c
IND,IND,2006,R. Carlisle (41-41),carliri01c
IND,IND,2005,R. Carlisle (44-38),carliri01c
IND,IND,2004,R. Carlisle (61-21),carliri01c
IND,IND,2003,I. Thomas (48-34),thomais01c
IND,IND,2002,I. Thomas (42-40),thomais01c
IND,IND,2001,I. Thomas (41-41),thomais01c
IND,IND,2000,L. Bird (56-26),birdla01c
IND,IND,1999,L. Bird (33-17),birdla01c
IND,IND,1998,L. Bird (58-24),birdla01c
IND,IND,1997,L. Brown (39-43),brownla01c
IND,IND,1996,L. Brown (52-30),brownla01c
IND,IND,1995,L. Brown (52-30),brownla01c
IND,IND,1994,L. Brown (47-35),brownla01c
IND,IND,1993,B. Hill (41-41),hillbo99c
IND,IND,1992,B. Hill (40-42),hillbo99c
IND,IND,1991,"D. Versace (9-16), B. Hill (32-25)",versadi99c|hillbo99c
IND,IND,1990,D. Versace (42-40),versadi99c
IND,IND,1989,"J. Ramsay (0-7), M. Daniels (0-2), G. Irvine (6-14), D. Versace (22-31)",ramsaja99c|danieme01c|irvinge01c|versadi99c
IND,IND,1988,J. Ramsay (38-44),ramsaja99c
IND,IND,1987,J. Ramsay (41-41),ramsaja99c
IND,IND,1986,G. Irvine (26-56),irvinge01c
IND,IND,1985,G. Irvine (22-60),irvinge01c
IND,IND,1984,J. McKinney (26-56),mckinja99c
IND,IND,1983,J. McKinney (20-62),mckinja99c
IND,IND,1982,J. McKinney (35-47),mckinja99c
IND,IND,1981,J. McKinney (44-38),mckinja99c
IND,IND,1980,S. Leonard (37-45),leonasl01c
IND,IND,1979,S. Leonard (38-44),leonasl01c
IND,IND,1978,S. Leonard (31-51),leonasl01c
IND,IND,1977,S. Leonard (36-46),leonasl01c
IND,IND,1976,S. Leonard (39-45),leonasl01c
IND,IND,1975,S. Leonard (45-39),leonasl01c
IND,IND,1974,S. Leonard (46-38),leonasl01c
IND,IND,1973,S. Leonard (51-33),leonasl01c
IND,IND,1972,S. Leonard (47-37),leonasl01c
IND,IND,1971,S. Leonard (58-26),leonasl01c
IND,IND,1970,S. Leonard (59-25),leonasl01c
