slug,games,wins,pct
dubose|00|00|alabama,1,1,1.0
dubose|00|00|alabama,2,1,0.5
dubose|00|00|alabama,3,1,0.3333333333333333
dubose|00|00|alabama,4,2,0.5
dubose|00|00|alabama,5,3,0.6
dubose|00|00|alabama,6,3,0.5
dubose|00|00|alabama,7,3,0.42857142857142855
dubose|00|00|alabama,8,3,0.375
dubose|00|00|alabama,9,3,0.3333333333333333
dubose|00|00|alabama,10,3,0.3
franchione|01|02|alabama,1,0,0.0
franchione|01|02|alabama,2,1,0.5
franchione|01|02|alabama,3,2,0.6666666666666666
franchione|01|02|alabama,4,2,0.5
franchione|01|02|alabama,5,3,0.6
franchione|01|02|alabama,6,3,0.5
franchione|01|02|alabama,7,3,0.42857142857142855
franchione|01|02|alabama,8,3,0.375
franchione|01|02|alabama,9,4,0.4444444444444444
franchione|01|02|alabama,10,5,0.5
franchione|01|02|alabama,11,6,0.5454545454545454
franchione|01|02|alabama,12,7,0.5833333333333334
franchione|01|02|alabama,13,7,0.5384615384615384
franchione|01|02|alabama,14,8,0.5714285714285714
franchione|01|02|alabama,15,9,0.6
franchione|01|02|alabama,16,10,0.625
franchione|01|02|alabama,17,10,0.5882352941176471
franchione|01|02|alabama,18,11,0.6111111111111112
franchione|01|02|alabama,19,12,0.631578947368421
franchione|01|02|alabama,20,13,0.65
franchione|01|02|alabama,21,14,0.6666666666666666
franchione|01|02|alabama,22,15,0.6818181818181818
franchione|01|02|alabama,23,15,0.6521739130434783
franchione|01|02|alabama,24,16,0.6666666666666666
shula|03|06|alabama,1,1,1.0
shula|03|06|alabama,2,1,0.5
shula|03|06|alabama,3,2,0.6666666666666666
shula|03|06|alabama,4,2,0.5
shula|03|06|alabama,5,2,0.4
shula|03|06|alabama,6,2,0.3333333333333333
shula|03|06|alabama,7,3,0.42857142857142855
shula|03|06|alabama,8,3,0.375
shula|03|06|alabama,9,3,0.3333333333333333
shula|03|06|alabama,10,4,0.4
shula|03|06|alabama,11,4,0.36363636363636365
shula|03|06|alabama,12,4,0.3333333333333333
shula|03|06|alabama,13,4,0.3076923076923077
shula|03|06|alabama,14,5,0.35714285714285715
shula|03|06|alabama,15,6,0.4
shula|03|06|alabama,16,7,0.4375
shula|03|06|alabama,17,7,0.4117647058823529
shula|03|06|alabama,18,7,0.3888888888888889
shula|03|06|alabama,19,8,0.42105263157894735
shula|03|06|alabama,20,9,0.45
shula|03|06|alabama,21,9,0.42857142857142855
shula|03|06|alabama,22,10,0.45454545454545453
shula|03|06|alabama,23,10,0.43478260869565216
shula|03|06|alabama,24,10,0.4166666666666667
shula|03|06|alabama,25,10,0.4
shula|03|06|alabama,26,11,0.4230769230769231
shula|03|06|alabama,27,12,0.4444444444444444
shula|03|06|alabama,28,13,0.4642857142857143
shula|03|06|alabama,29,14,0.4827586206896552
shula|03|06|alabama,30,15,0.5
shula|03|06|alabama,31,16,0.5161290322580645
shula|03|06|alabama,32,17,0.53125
shula|03|06|alabama,33,18,0.5454545454545454
shula|03|06|alabama,34,19,0.5588235294117647
shula|03|06|alabama,35,19,0.5428571428571428
shula|03|06|alabama,36,19,0.5277777777777778
shula|03|06|alabama,37,20,0.5405405405405406
