tenure.slug,coach.id,name,tenure.ending,end.event,black,interim.promoted,first.hc.job,total.games,win.pct,starting.elo,tenure.progress,last.year.progress,recent.progress,peak,middle,bottom
frankla99c_NJN_2004_2010,frankla99c,Lawrence Frank,fired,1,0,1,1,466,0.48283261802575106,1539.5973,-178.8152,-95.25850000000014,-48.937000000000126,1644.8108,1478.0025527896992,1360.7821
fratemi99c_MEM_2005_2007,fratemi99c,Mike Fratello,fired,1,0,0,0,178,0.5337078651685393,1506.6615,-73.78419999999983,-166.62379999999985,-64.08619999999996,1614.8038,1551.5894359550564,1432.8773
gentral99c_DET_1998_2000,gentral99c,Alvin Gentry,fired,1,1,0,1,145,0.503448275862069,1509.552,-8.253499999999804,-100.5942,-20.41659999999979,1606.6108,1545.9007386206883,1482.7123
gentral99c_LAC_2001_2003,gentral99c,Alvin Gentry,fired,1,1,0,0,222,0.4009009009009009,1276.7866,110.32910000000015,-106.77350000000001,-35.00409999999988,1550.4835,1433.6571067567565,1266.0042
gentral99c_NOH_2016_2020,gentral99c,Alvin Gentry,active,0,1,0,0,392,0.4413265306122449,1521.178175,11.163499164679934,141.97946061763992,4.84321258740988,1602.19208513422,1475.814853687207,1354.76501658413
gentral99c_PHO_2009_2013,gentral99c,Alvin Gentry,fired,1,1,0,0,302,0.5231788079470199,1525.4065,-89.06449999999995,-107.13159999999993,-12.264599999999973,1646.4471,1534.3360245033102,1414.605
hamille99c_WAS_2001_2001,hamille99c,Leonard Hamilton,resigned,0,1,0,1,82,0.23170731707317074,1436.0613,-146.17430000000013,-126.23040000000015,-27.575500000000147,1461.1727,1353.5678890243905,1289.887
heardga01c_WAS_2000_2000,heardga01c,Gar Heard,fired,1,1,0,1,44,0.3181818181818182,1443.4106,-51.14009999999985,-33.20119999999997,-23.09719999999993,1452.0154,1414.262488636364,1380.0093
hillbo99c_OKC_2006_2007,hillbo99c,Bob Hill,fired,1,0,0,0,134,0.39552238805970147,1468.7548,-39.00829999999996,-42.442600000000084,-31.929200000000037,1510.3784,1450.3010156716418,1397.0652
hillbr99c_MEM_1998_2000,hillbr99c,Brian Hill,fired,1,0,0,0,154,0.2012987012987013,1304.8225,-36.72329999999988,48.0141000000001,-15.347699999999804,1339.1829,1277.8191597402595,1220.0851
hillbr99c_ORL_2006_2007,hillbr99c,Brian Hill,fired,1,0,0,0,164,0.4634146341463415,1395.1377,111.46229999999991,-7.6322999999999865,35.578899999999976,1569.2557,1452.1135054878057,1368.6105
hoibefr99c_CHI_2016_2019,hoibefr99c,Fred Hoiberg,fired,1,0,0,1,270,0.42592592592592593,1569.533975,-252.90120877580011,-20.365238154450026,-43.431160774010095,1587.19087992649,1464.1083037486826,1316.6327662242
hollili01c_MEM_2009_2013,hollili01c,Lionel Hollins,fired,1,1,0,1,351,0.5584045584045584,1294.0786,345.5018,30.343200000000024,37.627500000000055,1648.4976,1516.7066960113966,1279.2531
hollili01c_NJN_2015_2016,hollili01c,Lionel Hollins,fired,1,1,0,0,119,0.40336134453781514,1518.2666,-155.73485754227,-101.04445754227004,-27.922223343170117,1534.8898,1453.31829975429,1362.53174245773
hornaje01c_NYK_2017_2018,hornaje01c,Jeff Hornacek,fired,1,0,0,0,164,0.36585365853658536,1414.54584984421,-64.23338084525994,-21.302337193510084,-36.04596306451003,1479.03777631611,1423.6084113266243,1343.39896241697
hornaje01c_PHO_2014_2016,hornaje01c,Jeff Hornacek,fired,1,0,0,1,213,0.47417840375586856,1390.5642,-48.30369766023,-131.1228976602299,-56.76321055774997,1592.7095,1508.9296872166885,1342.26050233977
iavarma01c_MEM_2008_2009,iavarma01c,Marc Iavaroni,fired,1,0,0,1,123,0.2682926829268293,1415.7162,-99.18290000000002,-8.484299999999848,-29.16859999999997,1427.7839,1364.9046821138204,1306.2996
irvinge01c_DET_2000_2001,irvinge01c,George Irvine,fired,1,0,0,0,106,0.4339622641509434,1493.6105,-53.23880000000008,-105.50620000000004,48.17079999999987,1584.2115,1468.6363056603775,1381.9542
isselda01c_DEN_2000_2002,isselda01c,Dan Issel,resigned,0,0,0,0,190,0.4421052631578947,1337.7113,101.05680000000007,-2.6224999999999454,-20.683700000000044,1542.9404,1440.1321968421053,1333.4803
jacksma01c_GSW_2012_2014,jacksma01c,Mark Jackson,fired,1,1,0,1,230,0.5260869565217391,1493.6945,118.61559999999986,70.90649999999982,3.8577999999999975,1649.4917,1525.9915552173916,1392.0983
jacksph01c_LAL_2000_2004,jacksph01c,Phil Jackson,fired,1,0,0,0,410,0.7,1559.0149,75.43110000000001,-15.167900000000145,-6.879400000000032,1779.2869,1638.161546829268,1526.1191
jacksph01c_LAL_2006_2011,jacksph01c,Phil Jackson,resigned,0,0,0,0,492,0.6565040650406504,1436.0288,217.5085999999999,11.889699999999948,-33.64070000000015,1748.3033,1619.9009195121953,1434.8566
jenkita01c_MEM_2020_2020,jenkita01c,Taylor Jenkins,active,0,0,0,1,65,0.49230769230769234,1459.00772950912,106.08093753217986,141.8803252795799,23.858984761199963,1574.13052115263,1453.3920137449354,1373.57925956129
joergda99c_MEM_2014_2016,joergda99c,Dave Joerger,fired,1,0,0,1,246,0.5975609756097561,1619.2012,-163.98421658477992,-126.56111658477994,-46.12583123948002,1678.4237,1572.4471504966705,1455.21698341522
joergda99c_SAC_2017_2019,joergda99c,Dave Joerger,fired,1,0,0,0,246,0.3983739837398374,1444.82539225778,12.664423901419923,126.13391988403009,-11.635296649529892,1496.85380273644,1418.0686066556707,1316.95384533773
johnsav01c_DAL_2005_2008,johnsav01c,Avery Johnson,fired,1,1,0,1,264,0.7348484848484849,1596.7612,1.4352000000001226,-99.45720000000006,0.6302000000000589,1773.131,1659.9285931818185,1582.941
johnsav01c_NJN_2011_2013,johnsav01c,Avery Johnson,fired,1,1,0,0,176,0.3409090909090909,1352.3951,96.37110000000007,110.87130000000002,-43.68669999999997,1501.4766,1360.9856198863638,1301.8511
johnsfr01c_PHO_2002_2004,johnsfr01c,Frank Johnson,fired,1,1,0,1,134,0.4701492537313433,1524.5458,-50.940900000000056,-91.38889999999992,-37.00720000000001,1577.339,1509.846042537314,1447.1395
jordaed01c_PHI_2010_2010,jordaed01c,Eddie Jordan,fired,1,1,0,0,82,0.32926829268292684,1483.4128,-98.68010000000004,-97.33030000000008,8.751999999999953,1500.7218,1427.8746829268293,1357.1868
jordaed01c_WAS_2004_2009,jordaed01c,Eddie Jordan,fired,1,1,0,0,421,0.4679334916864608,1443.7156,-27.170699999999897,-105.2956999999999,-77.91509999999994,1589.7524,1469.4806608076015,1314.2402
karlge01c_DEN_2005_2013,karlge01c,George Karl,fired,1,0,0,0,680,0.6220588235294118,1453.043,238.61130000000003,102.26479999999992,-6.020500000000084,1697.6748,1575.7760832352947,1453.043
karlge01c_MIL_1999_2003,karlge01c,George Karl,fired,1,0,0,0,378,0.5423280423280423,1445.4761,62.19359999999983,49.791299999999865,18.237300000000005,1631.7972,1521.440651851851,1431.0065
karlge01c_SAC_2015_2016,karlge01c,George Karl,fired,1,0,0,0,112,0.39285714285714285,1372.6279,61.983209385170085,34.48330938517006,29.705950725330013,1500.54162558745,1430.561927038954,1372.6279
kerrst01c_GSW_2015_2020,kerrst01c,Steve Kerr,active,0,0,0,1,475,0.7094736842105264,1590.7976,-222.83011206906008,-286.4665857991099,13.16659437315002,1838.6174143185401,1684.8815762829045,1312.13485805385
kiddja01c_MIL_2015_2018,kiddja01c,Jason Kidd,fired,1,1,0,0,291,0.47766323024054985,1317.8491,182.33034169655002,-9.464355734710125,-10.99284656650002,1550.3455,1460.109923633399,1316.6272
kiddja01c_NJN_2014_2014,kiddja01c,Jason Kidd,traded,1,1,0,1,82,0.5365853658536586,1548.4365,-14.914600000000064,-44.88300000000004,-29.294800000000123,1580.3517,1500.3977414634146,1412.7054
kokosig01c_PHO_2019_2019,kokosig01c,Igor Kokoskov,fired,1,0,0,1,82,0.23170731707317074,1334.04489403255,-48.2489322547101,50.90250015142988,-34.76093668658018,1348.57952380519,1299.310873948747,1253.35667470193
krugelo99c_ATL_2001_2003,krugelo99c,Lon Kruger,fired,1,0,0,1,191,0.3612565445026178,1366.9685,62.72119999999995,6.94179999999983,-44.26220000000012,1498.4465,1383.982534031414,1323.6061
krystla01c_MIL_2007_2008,krystla01c,Larry Krystkowiak,fired,1,0,0,0,100,0.31,1403.1716,-119.53449999999998,-44.87560000000008,-32.27310000000011,1434.5602,1371.6955799999996,1283.6371
kuestjo01c_DET_2010_2011,kuestjo01c,John Kuester,fired,1,0,0,1,164,0.3475609756097561,1473.5449,-90.4498000000001,36.81580000000008,1.8331000000000586,1493.4908,1395.1425945121953,1304.4897
lowesi01c_MEM_2001_2003,lowesi01c,Sidney Lowe,resigned,0,1,0,0,172,0.26744186046511625,1370.9348,-21.023099999999886,9.9204000000002,16.35530000000017,1431.6094,1360.5693296511631,1295.5917
lucasjo01c_CLE_2002_2003,lucasjo01c,John Lucas,fired,1,1,0,0,124,0.29838709677419356,1407.6394,-106.45669999999996,-106.03800000000001,-21.687999999999874,1451.7966,1380.1062483870971,1301.1827
luety01c_CLE_2016_2019,luety01c,Tyronn Lue,fired,1,1,0,1,211,0.6066350710900474,1669.30270510508,-191.09345985871983,-101.51874327061,-84.70125760473002,1711.33228940969,1619.278610241793,1478.20924524636
malonmi99c_DEN_2016_2020,malonmi99c,Mike Malone,active,0,0,0,0,393,0.549618320610687,1443.02135,146.2517586511301,-3.959778480159912,-44.690868238139956,1642.9018323024,1527.8489144178816,1404.07856056179
malonmi99c_SAC_2014_2015,malonmi99c,Mike Malone,fired,1,0,0,1,106,0.36792452830188677,1433.7286,30.58940000000007,52.228599999999915,-33.298500000000104,1512.0999,1428.355329245283,1382.613
mchalke01c_HOU_2012_2016,mchalke01c,Kevin McHale,fired,1,0,0,0,323,0.5975232198142415,1554.6104,-22.71875830160002,-97.73955830160003,-85.33528330159993,1676.4716,1580.9600003568517,1483.4855
mchalke01c_MIN_2005_2005,mchalke01c,Kevin McHale,resigned,0,0,0,1,31,0.6129032258064516,1478.384,60.66650000000004,-140.93920000000003,7.051200000000108,1560.2705,1505.9175870967742,1470.1179
mchalke01c_MIN_2009_2009,mchalke01c,Kevin McHale,fired,1,0,0,0,63,0.31746031746031744,1355.6228,-15.3125,-10.244899999999916,20.55930000000012,1437.7222,1364.5466206349206,1316.4609
mcmilna01c_IND_2017_2020,mcmilna01c,Nate McMillan,active,0,1,0,0,311,0.5691318327974276,1533.10937471057,32.992756015260056,31.686066088559983,45.35719905725,1639.12065414799,1540.7068381201482,1457.46978324244
mcmilna01c_OKC_2001_2005,mcmilna01c,Nate McMillan,contract expired,1,1,0,1,395,0.5367088607594936,1487.3052,52.37169999999992,44.14909999999986,-61.49510000000009,1636.3879,1535.1491050632917,1430.7006
mcmilna01c_POR_2006_2012,mcmilna01c,Nate McMillan,fired,1,1,0,0,535,0.497196261682243,1399.5011,107.97379999999998,-71.29240000000004,-28.568700000000035,1652.2712,1488.4042057943923,1258.73
millemi99c_NYK_2020_2020,millemi99c,Mike Miller,active,0,0,0,1,44,0.38636363636363635,1266.54936596621,67.2344973618001,64.31136535181008,-9.180290837829943,1367.18757106747,1322.4668842583162,1261.09653294679
mitchsa01c_TOR_2005_2009,mitchsa01c,Sam Mitchell,fired,1,1,0,1,345,0.45217391304347826,1405.8959,80.83429999999998,-7.5719000000001415,-21.05510000000004,1581.5433,1464.7088944927532,1341.7062
montgmi99c_GSW_2005_2006,montgmi99c,Mike Montgomery,fired,1,0,0,1,164,0.4146341463414634,1500.8945,-50.417000000000144,-71.57989999999995,11.720699999999852,1535.942,1454.3006835365845,1352.4832
musseer99c_GSW_2003_2004,musseer99c,Eric Musselman,fired,1,0,0,1,164,0.4573170731707317,1366.8666,124.33960000000002,31.455000000000155,-8.020899999999983,1510.3424,1455.3306786585363,1360.152
musseer99c_SAC_2007_2007,musseer99c,Eric Musselman,fired,1,0,0,0,82,0.4024390243902439,1558.4368,-123.33169999999996,-155.3442,-19.896199999999908,1564.8806,1494.963064634147,1432.7606
nelsodo01c_DAL_1998_2005,nelsodo01c,Don Nelson,resigned,0,0,0,0,590,0.5745762711864407,1295.3816,299.79960000000005,-35.432000000000016,-56.3107,1725.7023,1542.828215423729,1258.8521
nelsodo01c_GSW_2007_2010,nelsodo01c,Don Nelson,fired,1,0,0,0,328,0.4420731707317073,1461.6573,-70.94759999999997,-28.653099999999995,11.14390000000003,1623.097,1476.4442865853648,1346.3766
nurseni01c_TOR_2019_2020,nurseni01c,Nick Nurse,active,0,0,0,1,146,0.7123287671232876,1576.53442110228,92.45475396569009,37.60713624616005,-25.485945772319837,1702.97208911823,1646.87852086686,1576.53442110228
obrieji99c_BOS_2001_2004,obrieji99c,Jim O'Brien,resigned,0,0,0,1,258,0.5387596899224806,1372.3759,95.81259999999997,-1.7036000000000513,-13.59699999999998,1583.9977,1499.330111240311,1368.0797
obrieji99c_IND_2008_2011,obrieji99c,Jim O'Brien,fired,1,0,0,0,290,0.41724137931034483,1424.637,31.609300000000076,-36.685199999999895,-9.083499999999958,1539.7653,1450.676674827586,1366.7872
obrieji99c_PHI_2005_2005,obrieji99c,Jim O'Brien,fired,1,0,0,0,82,0.524390243902439,1426.0129,71.48810000000003,89.34019999999987,21.33719999999994,1501.7698,1452.4043756097565,1394.0254
oneilke99c_TOR_2004_2004,oneilke99c,Kevin O'Neill,fired,1,0,0,1,82,0.4024390243902439,1382.4792,-19.29340000000002,12.0628999999999,-15.451399999999921,1453.9695,1404.482882926829,1343.9218
piercll01c_ATL_2019_2020,piercll01c,Lloyd Pierce,active,0,1,0,1,149,0.3288590604026846,1388.02304712837,-32.53499655940004,-43.986192906269935,14.437694189070044,1453.9666890874,1361.529408700707,1302.61220399304
pitinri99c_BOS_1998_2001,pitinri99c,Rick Pitino,resigned,0,0,0,0,248,0.4112903225806452,1309.3387,68.09840000000008,-95.3454999999999,-26.198499999999967,1512.2125,1432.8746641129017,1303.2449
popovgr99c_SAS_1997_2020,popovgr99c,Gregg Popovich,active,0,0,0,1,1883,0.6755177907594264,1410.5609,77.96877737933005,-85.42915365560998,-11.319113857229922,1800.12986201006,1635.8695009381727,1274.9102
portete01c_MIL_2004_2005,portete01c,Terry Porter,fired,1,1,0,1,164,0.4329268292682927,1497.1824,-108.37999999999988,-120.06050000000005,-24.25350000000003,1547.3345,1479.0994548780488,1388.6896
portete01c_PHO_2009_2009,portete01c,Terry Porter,fired,1,1,0,0,51,0.5490196078431373,1605.0505,-74.9493,-122.51350000000002,-26.855299999999943,1628.8707,1573.8462039215688,1520.8784
rambiku01c_MIN_2010_2011,rambiku01c,Kurt Rambis,fired,1,0,0,1,164,0.1951219512195122,1370.8923,-94.58639999999991,27.25720000000001,-28.346000000000004,1375.4215,1310.2448134146337,1249.0487
rileypa01c_MIA_1996_2003,rileypa01c,Pat Riley,resigned,0,0,0,0,624,0.5673076923076923,1458.3706,-110.99900000000002,-83.42640000000006,-13.325900000000047,1687.4017,1542.5384677884626,1347.3716
rileypa01c_MIA_2006_2008,rileypa01c,Pat Riley,resigned,0,0,0,0,226,0.4424778761061947,1579.5322,-340.37300000000005,-279.98939999999993,-17.560799999999972,1650.3894,1484.824968584072,1239.1592
riverdo01c_BOS_2005_2013,riverdo01c,Doc Rivers,traded,1,1,0,0,721,0.5769764216366158,1436.3031,54.404399999999896,-124.53790000000004,-7.518600000000106,1759.5787,1562.909517475728,1315.4176
riverdo01c_LAC_2014_2020,riverdo01c,Doc Rivers,active,0,1,0,0,556,0.6312949640287769,1586.5884,39.87984982088983,91.67900660598002,43.25900699116983,1715.3783,1599.9005809733123,1463.81784978373
riverdo01c_ORL_2000_2004,riverdo01c,Doc Rivers,fired,1,1,0,1,339,0.504424778761062,1539.5251,-133.4167,-104.79520000000002,-86.4206999999999,1568.0956,1509.8634141592913,1406.1084
saundfl99c_DET_2006_2008,saundfl99c,Flip Saunders,fired,1,0,0,0,246,0.7154471544715447,1643.3494,-0.45659999999998035,18.294000000000096,0.8646000000001095,1743.0873,1652.2435792682936,1554.7963
saundfl99c_MIN_1996_2005,saundfl99c,Flip Saunders,fired,1,0,0,1,737,0.5576662143826323,1343.8229,150.0499000000002,-186.1169,-47.37519999999995,1687.1361,1522.5031709633652,1330.0955
saundfl99c_MIN_2015_2015,saundfl99c,Flip Saunders,died,0,0,0,0,82,0.1951219512195122,1513.3354,-241.58269999999993,-262.3967,-61.009000000000015,1520.7645,1371.5829256097556,1271.7527
saundfl99c_WAS_2010_2012,saundfl99c,Flip Saunders,fired,1,0,0,0,181,0.281767955801105,1361.4187,-51.98969999999986,-23.37649999999985,-29.74059999999986,1414.0051,1351.693052486188,1265.512
saundry01c_MIN_2019_2020,saundry01c,Ryan Saunders,active,0,0,1,1,106,0.33962264150943394,1528.47536375058,-170.90480112007003,-96.78982231426994,-18.038562380849953,1542.3139668539,1461.1340281220496,1357.57056263051
scottby01c_CLE_2011_2013,scottby01c,Byron Scott,fired,1,1,0,0,230,0.2782608695652174,1610.9791,-280.4031,34.17930000000001,-24.894800000000032,1617.5342,1366.8896826086955,1266.4852
scottby01c_LAL_2015_2016,scottby01c,Byron Scott,fired,1,1,0,0,164,0.23170731707317074,1421.9985,-159.1431586525,-38.53645865250019,-27.25240591212014,1421.9985,1336.5981371953105,1259.41081850927
scottby01c_NJN_2001_2004,scottby01c,Byron Scott,fired,1,1,0,1,288,0.5173611111111112,1445.6179,86.13480000000004,-17.399400000000014,-41.4679000000001,1664.3267,1513.049967708333,1330.7146
scottby01c_NOH_2005_2010,scottby01c,Byron Scott,fired,1,1,0,0,419,0.48448687350835323,1488.2606,-12.182800000000043,-56.07439999999997,-62.83850000000007,1667.1848,1489.8451257756567,1330.0575
