franchise.id,season,game.number,win.loss
ATL,2008,45,W
ATL,2008,46,W
ATL,2008,47,L
ATL,2008,48,L
ATL,2008,49,L
ATL,2008,50,L
ATL,2008,51,L
ATL,2008,52,L
ATL,2008,53,W
ATL,2008,54,L
ATL,2008,55,L
ATL,2008,56,W
ATL,2008,57,W
ATL,2008,58,L
ATL,2008,59,L
ATL,2008,60,L
ATL,2008,61,L
ATL,2008,62,W
ATL,2008,63,L
ATL,2008,64,L
ATL,2008,65,W
ATL,2008,66,W
ATL,2008,67,W
ATL,2008,68,L
ATL,2008,69,W
ATL,2008,70,L
ATL,2008,71,W
ATL,2008,72,W
ATL,2008,73,W
ATL,2008,74,W
ATL,2008,75,W
ATL,2008,76,L
ATL,2008,77,W
ATL,2008,78,L
ATL,2008,79,W
ATL,2008,80,L
ATL,2008,81,L
ATL,2008,82,L
ATL,2007,1,L
ATL,2007,2,W
ATL,2007,3,W
ATL,2007,4,W
ATL,2007,5,W
ATL,2007,6,L
ATL,2007,7,L
ATL,2007,8,L
ATL,2007,9,L
ATL,2007,10,W
ATL,2007,11,L
ATL,2007,12,L
ATL,2007,13,W
ATL,2007,14,L
ATL,2007,15,W
ATL,2007,16,L
ATL,2007,17,W
ATL,2007,18,L
ATL,2007,19,L
ATL,2007,20,L
ATL,2007,21,L
ATL,2007,22,W
ATL,2007,23,L
ATL,2007,24,L
ATL,2007,25,L
ATL,2007,26,L
ATL,2007,27,L
ATL,2007,28,L
ATL,2007,29,L
ATL,2007,30,L
ATL,2007,31,W
ATL,2007,32,L
ATL,2007,33,L
ATL,2007,34,W
ATL,2007,35,W
ATL,2007,36,W
ATL,2007,37,L
ATL,2007,38,L
ATL,2007,39,L
ATL,2007,40,W
ATL,2007,41,W
ATL,2007,42,L
ATL,2007,43,W
ATL,2007,44,W
ATL,2007,45,L
ATL,2007,46,W
ATL,2007,47,L
ATL,2007,48,L
ATL,2007,49,W
ATL,2007,50,W
ATL,2007,51,L
ATL,2007,52,W
ATL,2007,53,L
ATL,2007,54,L
ATL,2007,55,W
ATL,2007,56,L
ATL,2007,57,L
ATL,2007,58,L
ATL,2007,59,L
ATL,2007,60,L
ATL,2007,61,L
ATL,2007,62,W
ATL,2007,63,W
ATL,2007,64,W
ATL,2007,65,W
ATL,2007,66,L
ATL,2007,67,L
ATL,2007,68,W
ATL,2007,69,L
ATL,2007,70,L
ATL,2007,71,L
ATL,2007,72,L
ATL,2007,73,L
ATL,2007,74,L
ATL,2007,75,L
ATL,2007,76,W
ATL,2007,77,L
ATL,2007,78,W
ATL,2007,79,L
ATL,2007,80,L
ATL,2007,81,L
ATL,2007,82,W
ATL,2006,1,L
ATL,2006,2,L
ATL,2006,3,L
ATL,2006,4,L
ATL,2006,5,L
ATL,2006,6,L
ATL,2006,7,L
ATL,2006,8,L
ATL,2006,9,L
ATL,2006,10,W
ATL,2006,11,W
ATL,2006,12,L
ATL,2006,13,L
ATL,2006,14,L
ATL,2006,15,L
ATL,2006,16,L
ATL,2006,17,L
ATL,2006,18,L
ATL,2006,19,W
ATL,2006,20,W
ATL,2006,21,L
ATL,2006,22,W
ATL,2006,23,W
ATL,2006,24,L
ATL,2006,25,W
ATL,2006,26,L
ATL,2006,27,L
ATL,2006,28,L
ATL,2006,29,L
ATL,2006,30,W
ATL,2006,31,W
ATL,2006,32,L
ATL,2006,33,L
ATL,2006,34,L
ATL,2006,35,L
ATL,2006,36,W
ATL,2006,37,L
ATL,2006,38,L
ATL,2006,39,W
ATL,2006,40,L
ATL,2006,41,L
ATL,2006,42,L
ATL,2006,43,W
ATL,2006,44,W
ATL,2006,45,W
ATL,2006,46,L
ATL,2006,47,W
ATL,2006,48,L
ATL,2006,49,L
ATL,2006,50,W
ATL,2006,51,L
ATL,2006,52,L
ATL,2006,53,W
ATL,2006,54,L
ATL,2006,55,W
ATL,2006,56,W
ATL,2006,57,L
ATL,2006,58,L
ATL,2006,59,W
ATL,2006,60,L
ATL,2006,61,L
ATL,2006,62,L
ATL,2006,63,L
ATL,2006,64,W
ATL,2006,65,L
ATL,2006,66,L
ATL,2006,67,L
ATL,2006,68,L
ATL,2006,69,L
ATL,2006,70,W
ATL,2006,71,L
ATL,2006,72,L
ATL,2006,73,L
ATL,2006,74,W
ATL,2006,75,W
ATL,2006,76,L
ATL,2006,77,L
ATL,2006,78,L
ATL,2006,79,L
ATL,2006,80,W
ATL,2006,81,W
ATL,2006,82,L
ATL,2005,1,L
ATL,2005,2,L
ATL,2005,3,L
ATL,2005,4,L
ATL,2005,5,W
ATL,2005,6,L
ATL,2005,7,W
ATL,2005,8,L
ATL,2005,9,L
ATL,2005,10,L
ATL,2005,11,L
ATL,2005,12,L
ATL,2005,13,L
ATL,2005,14,L
ATL,2005,15,L
ATL,2005,16,L
ATL,2005,17,W
ATL,2005,18,L
ATL,2005,19,W
ATL,2005,20,L
ATL,2005,21,L
ATL,2005,22,L
ATL,2005,23,L
ATL,2005,24,L
ATL,2005,25,W
ATL,2005,26,L
ATL,2005,27,L
ATL,2005,28,L
ATL,2005,29,L
ATL,2005,30,L
ATL,2005,31,L
ATL,2005,32,W
ATL,2005,33,L
ATL,2005,34,W
ATL,2005,35,L
ATL,2005,36,L
ATL,2005,37,L
ATL,2005,38,W
ATL,2005,39,L
ATL,2005,40,L
ATL,2005,41,L
ATL,2005,42,L
ATL,2005,43,W
ATL,2005,44,L
ATL,2005,45,L
ATL,2005,46,L
ATL,2005,47,W
ATL,2005,48,L
ATL,2005,49,L
ATL,2005,50,L
ATL,2005,51,L
ATL,2005,52,L
ATL,2005,53,L
ATL,2005,54,L
ATL,2005,55,L
ATL,2005,56,L
ATL,2005,57,L
ATL,2005,58,L
ATL,2005,59,L
ATL,2005,60,L
ATL,2005,61,W
ATL,2005,62,L
ATL,2005,63,L
ATL,2005,64,L
ATL,2005,65,L
