slug,coach,seasons,team,games,wins,losses,min_year,max_year,left_censor,right_censor
dubose|00|00|alabama,Mike DuBose,1,alabama,10,3,7,2000,2000,True,False
franchione|01|02|alabama,Dennis Franchione,2,alabama,24,16,8,2001,2002,False,False
shula|03|06|alabama,Mike Shula,4,alabama,49,26,23,2003,2006,False,False
kines|06|06|alabama,Joe Kines,1,alabama,1,0,1,2006,2006,False,False
saban|07|16|alabama,Nick Saban,10,alabama,138,119,19,2007,2016,False,True
tomey|00|00|arizona,Dick Tomey,1,arizona,11,5,6,2000,2000,True,False
mackovic|01|03|arizona,John Mackovic,3,arizona,28,10,18,2001,2003,False,False
hankwitz|03|03|arizona,Mike Hankwitz,1,arizona,7,1,6,2003,2003,False,False
stoops|04|11|arizona,Mike Stoops,8,arizona,91,41,50,2004,2011,False,False
kish|11|11|arizona,Tim Kish,1,arizona,6,3,3,2011,2011,False,False
rodriguez|12|16|arizona,Rich Rodriguez,5,arizona,65,36,29,2012,2016,False,True
snyder|00|00|arizona-state,Bruce Snyder,1,arizona-state,11,6,5,2000,2000,True,False
koetter|01|06|arizona-state,Dirk Koetter,6,arizona-state,74,40,34,2001,2006,False,False
erickson|07|11|arizona-state,Dennis Erickson,5,arizona-state,62,31,31,2007,2011,False,False
graham|12|16|arizona-state,Todd Graham,5,arizona-state,65,39,26,2012,2016,False,True
nutt|00|07|arkansas,Houston Nutt,8,arkansas,97,58,39,2000,2007,True,False
herring|07|07|arkansas,Reggie Herring,1,arkansas,1,0,1,2007,2007,False,False
petrino|08|11|arkansas,Bobby Petrino,4,arkansas,51,34,17,2008,2011,False,False
smith|12|12|arkansas,John Smith,1,arkansas,12,4,8,2012,2012,False,False
bielema|13|16|arkansas,Bret Bielema,4,arkansas,51,25,26,2013,2016,False,True
tuberville|00|08|auburn,Tommy Tuberville,9,auburn,112,80,32,2000,2008,True,False
chizik|09|12|auburn,Gene Chizik,4,auburn,52,33,19,2009,2012,False,False
malzahn|13|16|auburn,Gus Malzahn,4,auburn,53,35,18,2013,2016,False,True
steele|00|02|baylor,Kevin Steele,3,baylor,34,8,26,2000,2002,True,False
morriss|03|07|baylor,Guy Morriss,5,baylor,58,18,40,2003,2007,False,False
briles|08|15|baylor,Art Briles,8,baylor,102,65,37,2008,2015,False,False
grobe|16|16|baylor,Jim Grobe,1,baylor,13,7,6,2016,2016,False,True
o'brien|00|06|boston-college,Tom O'Brien,7,boston-college,84,57,27,2000,2006,True,False
spaziani|06|06|boston-college,Frank Spaziani,1,boston-college,1,1,0,2006,2006,False,False
jagodzinski|07|08|boston-college,Jeff Jagodzinski,2,boston-college,28,20,8,2007,2008,False,False
spaziani|09|12|boston-college,Frank Spaziani,4,boston-college,50,21,29,2009,2012,False,False
addazio|13|16|boston-college,Steve Addazio,4,boston-college,51,24,27,2013,2016,False,True
holmoe|00|01|california,Tom Holmoe,2,california,22,4,18,2000,2001,True,False
tedford|02|12|california,Jeff Tedford,11,california,139,82,57,2002,2012,False,False
dykes|13|16|california,Sonny Dykes,4,california,49,19,30,2013,2016,False,True
bowden|00|08|clemson,Tommy Bowden,9,clemson,103,65,38,2000,2008,True,False
swinney|08|16|clemson,Dabo Swinney,9,clemson,117,89,28,2008,2016,False,True
barnett|00|05|colorado,Gary Barnett,6,colorado,74,42,32,2000,2005,True,False
hankwitz|05|05|colorado,Mike Hankwitz,1,colorado,1,0,1,2005,2005,False,False
hawkins|06|10|colorado,Dan Hawkins,5,colorado,58,19,39,2006,2010,False,False
cabral|10|10|colorado,Brian Cabral,1,colorado,3,2,1,2010,2010,False,False
embree|11|12|colorado,Jon Embree,2,colorado,25,4,21,2011,2012,False,False
macintyre|13|16|colorado,Mike MacIntyre,4,colorado,50,19,31,2013,2016,False,True
franks|00|03|duke,Carl Franks,4,duke,46,6,40,2000,2003,True,False
roof|04|07|duke,Ted Roof,4,duke,46,4,42,2004,2007,False,False
cutcliffe|08|16|duke,David Cutcliffe,9,duke,113,52,61,2008,2016,False,True
spurrier|00|01|florida,Steve Spurrier,2,florida,23,19,4,2000,2001,True,False
zook|02|04|florida,Ron Zook,3,florida,37,23,14,2002,2004,False,False
strong|04|04|florida,Charlie Strong,1,florida,1,0,1,2004,2004,False,False
meyer|05|10|florida,Urban Meyer,6,florida,80,65,15,2005,2010,False,False
muschamp|11|14|florida,Will Muschamp,4,florida,49,28,21,2011,2014,False,False
durkin|14|14|florida,D.J. Durkin,1,florida,1,1,0,2014,2014,False,False
mcelwain|15|16|florida,Jim McElwain,2,florida,27,19,8,2015,2016,False,True
bowden|00|09|florida-state,Bobby Bowden,10,florida-state,127,84,43,2000,2009,True,False
fisher|10|16|florida-state,Jimbo Fisher,7,florida-state,95,78,17,2010,2016,False,True
donnan|00|00|georgia,Jim Donnan,1,georgia,11,7,4,2000,2000,True,False
richt|01|15|georgia,Mark Richt,15,georgia,194,144,50,2001,2015,False,False
mcclendon|15|15|georgia,Bryan McClendon,1,georgia,1,1,0,2015,2015,False,False
smart|16|16|georgia,Kirby Smart,1,georgia,13,8,5,2016,2016,False,True
o'leary|00|01|georgia-tech,George O'Leary,2,georgia-tech,23,16,7,2000,2001,True,False
gailey|02|07|georgia-tech,Chan Gailey,6,georgia-tech,76,44,32,2002,2007,False,False
tenuta|07|07|georgia-tech,Jon Tenuta,1,georgia-tech,1,0,1,2007,2007,False,False
johnson|08|16|georgia-tech,Paul Johnson,9,georgia-tech,119,71,48,2008,2016,False,True
turner|00|04|illinois,Ron Turner,5,illinois,57,24,33,2000,2004,True,False
zook|05|11|illinois,Ron Zook,7,illinois,85,34,51,2005,2011,False,False
koenning|11|11|illinois,Vic Koenning,1,illinois,1,1,0,2011,2011,False,False
beckman|12|14|illinois,Tim Beckman,3,illinois,37,12,25,2012,2014,False,False
cubit|15|15|illinois,Bill Cubit,1,illinois,12,5,7,2015,2015,False,False
smith|16|16|illinois,Lovie Smith,1,illinois,12,3,9,2016,2016,False,True
cameron|00|01|indiana,Cam Cameron,2,indiana,22,8,14,2000,2001,True,False
dinardo|02|04|indiana,Gerry DiNardo,3,indiana,35,8,27,2002,2004,False,False
hoeppner|05|06|indiana,Terry Hoeppner,2,indiana,23,9,14,2005,2006,False,False
lynch|07|10|indiana,Bill Lynch,4,indiana,49,19,30,2007,2010,False,False
wilson|11|16|indiana,Kevin Wilson,6,indiana,73,26,47,2011,2016,False,False
allen|16|16|indiana,Tom Allen,1,indiana,1,0,1,2016,2016,False,True
ferentz|00|16|iowa,Kirk Ferentz,17,iowa,215,133,82,2000,2016,True,True
mccarney|00|06|iowa-state,Dan McCarney,7,iowa-state,84,42,42,2000,2006,True,False
chizik|07|08|iowa-state,Gene Chizik,2,iowa-state,24,5,19,2007,2008,False,False
rhoads|09|15|iowa-state,Paul Rhoads,7,iowa-state,87,32,55,2009,2015,False,False
campbell|16|16|iowa-state,Matt Campbell,1,iowa-state,12,3,9,2016,2016,False,True
allen|00|01|kansas,Terry Allen,2,kansas,19,6,13,2000,2001,True,False
