team,year,coaches_text
georgia,1969,Vince Dooley (5-5-1)
georgia,1968,Vince Dooley (8-1-2)
georgia,1967,Vince Dooley (7-4)
georgia,1966,Vince Dooley (10-1)
georgia,1965,Vince Dooley (6-4)
georgia,1964,Vince Dooley (7-3-1)
georgia,1963,Johnny Griffith (4-5-1)
georgia,1962,Johnny Griffith (3-4-3)
georgia,1961,Johnny Griffith (3-7)
georgia,1960,Wallace Butts (6-4)
georgia,1959,Wallace Butts (10-1)
georgia,1958,Wallace Butts (4-6)
georgia,1957,Wallace Butts (3-7)
georgia,1956,Wallace Butts (3-6-1)
georgia,1955,Wallace Butts (4-6)
georgia,1954,Wallace Butts (6-3-1)
georgia,1953,Wallace Butts (3-8)
georgia,1952,Wallace Butts (7-4)
georgia,1951,Wallace Butts (5-5)
georgia,1950,Wallace Butts (6-3-3)
georgia,1949,Wallace Butts (4-6-1)
georgia,1948,Wallace Butts (9-2)
georgia,1947,Wallace Butts (7-4-1)
georgia,1946,Wallace Butts (11-0)
georgia,1945,Wallace Butts (9-2)
georgia,1944,Wallace Butts (7-3)
georgia,1943,Wallace Butts (6-4)
georgia,1942,Wallace Butts (11-1)
georgia,1941,Wallace Butts (9-1-1)
georgia,1940,Wallace Butts (5-4-1)
georgia,1939,Wallace Butts (5-6)
georgia,1938,Joel Hunt (5-4-1)
georgia,1937,Harry Mehre (6-3-2)
georgia,1936,Harry Mehre (5-4-1)
georgia,1935,Harry Mehre (6-4)
georgia,1934,Harry Mehre (7-3)
georgia,1933,Harry Mehre (8-2)
georgia,1932,Harry Mehre (2-5-2)
georgia,1931,Harry Mehre (8-2)
georgia,1930,Harry Mehre (7-2-1)
georgia,1929,Harry Mehre (6-4)
georgia,1928,Harry Mehre (4-5)
georgia,1927,George Woodruff (9-1)
georgia,1926,George Woodruff (5-4)
georgia,1925,George Woodruff (4-5)
georgia,1924,George Woodruff (7-3)
georgia,1923,George Woodruff (5-3-1)
georgia,1922,Herman Stegeman (5-4-1)
georgia,1921,Herman Stegeman (7-2-1)
georgia,1920,Herman Stegeman (8-0-1)
georgia,1919,W.A. Cunningham (4-2-3)
georgia,1916,W.A. Cunningham (6-3)
georgia,1915,W.A. Cunningham (5-2-2)
georgia,1914,W.A. Cunningham (3-5-1)
georgia,1913,W.A. Cunningham (6-2)
georgia,1912,W.A. Cunningham (6-1-1)
georgia,1911,W.A. Cunningham (7-1-1)
georgia,1910,W.A. Cunningham (6-2-1)
georgia,1909,James Coulter (1-4-2)
georgia,1908,Branch Bocock (5-2-1)
georgia,1907,W.S. Whitney (4-3-1)
georgia,1906,W.S. Whitney (2-4-1)
georgia,1905,Marvin Dickinson (1-5)
georgia,1904,Charles Barnard (1-5)
georgia,1903,Marvin Dickinson (3-4)
georgia,1902,Billy Reynolds (4-2-1)
georgia-tech,2017,Paul Johnson (3-1)
georgia-tech,2016,Paul Johnson (9-4)
georgia-tech,2015,Paul Johnson (3-9)
georgia-tech,2014,Paul Johnson (11-3)
georgia-tech,2013,Paul Johnson (7-6)
georgia-tech,2012,Paul Johnson (7-7)
georgia-tech,2011,Paul Johnson (8-5)
georgia-tech,2010,Paul Johnson (6-7)
georgia-tech,2009,Paul Johnson (11-3)
georgia-tech,2008,Paul Johnson (9-4)
georgia-tech,2007,"Chan Gailey (7-5), Jon Tenuta (0-1)"
georgia-tech,2006,Chan Gailey (9-5)
georgia-tech,2005,Chan Gailey (7-5)
georgia-tech,2004,Chan Gailey (7-5)
georgia-tech,2003,Chan Gailey (7-6)
georgia-tech,2002,Chan Gailey (7-6)
georgia-tech,2001,"George O'Leary (7-5), Mac McWhorter (1-0)"
georgia-tech,2000,George O'Leary (9-3)
georgia-tech,1999,George O'Leary (8-4)
georgia-tech,1998,George O'Leary (10-2)
georgia-tech,1997,George O'Leary (7-5)
georgia-tech,1996,George O'Leary (5-6)
georgia-tech,1995,George O'Leary (6-5)
georgia-tech,1994,"Bill Lewis (1-7), George O'Leary (0-3)"
georgia-tech,1993,Bill Lewis (5-6)
georgia-tech,1992,Bill Lewis (5-6)
georgia-tech,1991,Bobby Ross (8-5)
georgia-tech,1990,Bobby Ross (11-0-1)
georgia-tech,1989,Bobby Ross (7-4)
georgia-tech,1988,Bobby Ross (3-8)
georgia-tech,1987,Bobby Ross (2-9)
georgia-tech,1986,Bill Curry (5-5-1)
georgia-tech,1985,Bill Curry (9-2-1)
georgia-tech,1984,Bill Curry (6-4-1)
georgia-tech,1983,Bill Curry (3-8)
georgia-tech,1982,Bill Curry (6-5)
georgia-tech,1981,Bill Curry (1-10)
georgia-tech,1980,Bill Curry (1-9-1)
georgia-tech,1979,Pepper Rodgers (4-6-1)
georgia-tech,1978,Pepper Rodgers (7-5)
georgia-tech,1977,Pepper Rodgers (6-5)
georgia-tech,1976,Pepper Rodgers (4-6-1)
georgia-tech,1975,Pepper Rodgers (7-4)
georgia-tech,1974,Pepper Rodgers (6-5)
georgia-tech,1973,Bill Fulcher (5-6)
georgia-tech,1972,Bill Fulcher (7-4-1)
georgia-tech,1971,Bud Carson (6-6)
georgia-tech,1970,Bud Carson (9-3)
georgia-tech,1969,Bud Carson (4-6)
georgia-tech,1968,Bud Carson (4-6)
georgia-tech,1967,Bud Carson (4-6)
georgia-tech,1966,Bobby Dodd (9-2)
georgia-tech,1965,Bobby Dodd (7-3-1)
georgia-tech,1964,Bobby Dodd (7-3)
georgia-tech,1963,Bobby Dodd (7-3)
georgia-tech,1962,Bobby Dodd (7-3-1)
georgia-tech,1961,Bobby Dodd (7-4)
georgia-tech,1960,Bobby Dodd (5-5)
georgia-tech,1959,Bobby Dodd (6-5)
georgia-tech,1958,Bobby Dodd (5-4-1)
georgia-tech,1957,Bobby Dodd (4-4-2)
georgia-tech,1956,Bobby Dodd (10-1)
georgia-tech,1955,Bobby Dodd (9-1-1)
georgia-tech,1954,Bobby Dodd (8-3)
georgia-tech,1953,Bobby Dodd (9-2-1)
georgia-tech,1952,Bobby Dodd (12-0)
georgia-tech,1951,Bobby Dodd (11-0-1)
georgia-tech,1950,Bobby Dodd (5-6)
georgia-tech,1949,Bobby Dodd (7-3)
georgia-tech,1948,Bobby Dodd (7-3)
georgia-tech,1947,Bobby Dodd (10-1)
georgia-tech,1946,Bobby Dodd (9-2)
georgia-tech,1945,Bobby Dodd (4-6)
georgia-tech,1944,William Alexander (8-3)
georgia-tech,1943,William Alexander (8-3)
georgia-tech,1942,William Alexander (9-2)
georgia-tech,1941,William Alexander (3-6)
georgia-tech,1940,William Alexander (3-7)
georgia-tech,1939,William Alexander (8-2)
georgia-tech,1938,William Alexander (3-4-3)
georgia-tech,1937,William Alexander (6-3-1)
georgia-tech,1936,William Alexander (5-5-1)
georgia-tech,1935,William Alexander (5-5)
georgia-tech,1934,William Alexander (1-9)
georgia-tech,1933,William Alexander (5-5)
georgia-tech,1932,William Alexander (4-5-1)
georgia-tech,1931,William Alexander (2-7-1)
georgia-tech,1930,William Alexander (2-6-1)
georgia-tech,1929,William Alexander (3-6)
georgia-tech,1928,William Alexander (10-0)
georgia-tech,1927,William Alexander (8-1-1)
georgia-tech,1926,William Alexander (4-5)
georgia-tech,1925,William Alexander (6-2-1)
georgia-tech,1924,William Alexander (5-3-1)
georgia-tech,1923,William Alexander (3-2-4)
georgia-tech,1922,William Alexander (7-2)
georgia-tech,1921,William Alexander (8-1)
georgia-tech,1920,William Alexander (8-1)
georgia-tech,1919,John Heisman (7-3)
georgia-tech,1918,John Heisman (6-1)
georgia-tech,1917,John Heisman (9-0)
georgia-tech,1916,John Heisman (8-0-1)
georgia-tech,1915,John Heisman (7-0-1)
georgia-tech,1914,John Heisman (6-2)
georgia-tech,1913,John Heisman (7-2)
georgia-tech,1912,John Heisman (5-3-1)
georgia-tech,1911,John Heisman (6-2-1)
georgia-tech,1910,John Heisman (5-3)
georgia-tech,1909,John Heisman (7-2)
georgia-tech,1908,John Heisman (6-3)
georgia-tech,1907,John Heisman (4-4)
georgia-tech,1906,John Heisman (5-3-1)
georgia-tech,1905,John Heisman (6-0-1)
georgia-tech,1904,John Heisman (8-1-1)
georgia-tech,1903,
georgia-tech,1902,John McKee (0-6-2)
illinois,2017,Lovie Smith (2-3)
illinois,2016,Lovie Smith (3-9)
illinois,2015,Bill Cubit (5-7)
illinois,2014,Tim Beckman (6-7)
illinois,2013,Tim Beckman (4-8)
illinois,2012,Tim Beckman (2-10)
illinois,2011,"Ron Zook (6-6), Vic Koenning (1-0)"
illinois,2010,Ron Zook (7-6)
illinois,2009,Ron Zook (3-9)
illinois,2008,Ron Zook (5-7)
illinois,2007,Ron Zook (9-4)
illinois,2006,Ron Zook (2-10)
illinois,2005,Ron Zook (2-9)
illinois,2004,Ron Turner (3-8)
illinois,2003,Ron Turner (1-11)
illinois,2002,Ron Turner (5-7)
illinois,2001,Ron Turner (10-2)
illinois,2000,Ron Turner (5-6)
illinois,1999,Ron Turner (8-4)
illinois,1998,Ron Turner (3-8)
illinois,1997,Ron Turner (0-11)
illinois,1996,Lou Tepper (2-9)
illinois,1995,Lou Tepper (5-5-1)
illinois,1994,Lou Tepper (7-5)
illinois,1993,Lou Tepper (5-6)
illinois,1992,Lou Tepper (6-5-1)
illinois,1991,"John Mackovic (6-5), Lou Tepper (0-1)"
illinois,1990,John Mackovic (8-4)
illinois,1989,John Mackovic (10-2)
illinois,1988,John Mackovic (6-5-1)
illinois,1987,Mike White (3-7-1)
illinois,1986,Mike White (4-7)
illinois,1985,Mike White (6-5-1)
illinois,1984,Mike White (7-4)
illinois,1983,Mike White (10-2)
illinois,1982,Mike White (7-5)
illinois,1981,Mike White (7-4)
illinois,1980,Mike White (3-7-1)
illinois,1979,Gary Moeller (2-8-1)
illinois,1978,Gary Moeller (1-8-2)
illinois,1977,Gary Moeller (3-8)
illinois,1976,Bob Blackman (5-6)
illinois,1975,Bob Blackman (5-6)
illinois,1974,Bob Blackman (6-4-1)
illinois,1973,Bob Blackman (5-6)
illinois,1972,Bob Blackman (3-8)
illinois,1971,Bob Blackman (5-6)
illinois,1970,James Valek (3-7)
illinois,1969,James Valek (0-10)
illinois,1968,James Valek (1-9)
illinois,1967,James Valek (4-6)
illinois,1966,Pete Elliott (4-6)
illinois,1965,Pete Elliott (6-4)
illinois,1964,Pete Elliott (6-3)
illinois,1963,Pete Elliott (8-1-1)
illinois,1962,Pete Elliott (2-7)
illinois,1961,Pete Elliott (0-9)
illinois,1960,Pete Elliott (5-4)
illinois,1959,Ray Eliot (5-3-1)
illinois,1958,Ray Eliot (4-5)
illinois,1957,Ray Eliot (4-5)
illinois,1956,Ray Eliot (2-5-2)
illinois,1955,Ray Eliot (5-3-1)
illinois,1954,Ray Eliot (1-8)
illinois,1953,Ray Eliot (7-1-1)
illinois,1952,Ray Eliot (4-5)
illinois,1951,Ray Eliot (9-0-1)
illinois,1950,Ray Eliot (7-2)
illinois,1949,Ray Eliot (3-4-2)
illinois,1948,Ray Eliot (3-6)
illinois,1947,Ray Eliot (5-3-1)
illinois,1946,Ray Eliot (8-2)
illinois,1945,Ray Eliot (2-6-1)
illinois,1944,Ray Eliot (5-4-1)
illinois,1943,Ray Eliot (3-7)
illinois,1942,Ray Eliot (6-4)
illinois,1941,Robert Zuppke (2-6)
illinois,1940,Robert Zuppke (1-7)
illinois,1939,Robert Zuppke (3-4-1)
illinois,1938,Robert Zuppke (3-5)
illinois,1937,Robert Zuppke (3-3-2)
illinois,1936,Robert Zuppke (4-3-1)
illinois,1935,Robert Zuppke (3-5)
illinois,1934,Robert Zuppke (7-1)
illinois,1933,Robert Zuppke (5-3)
illinois,1932,Robert Zuppke (5-4)
illinois,1931,Robert Zuppke (2-6)
illinois,1930,Robert Zuppke (3-5)
illinois,1929,Robert Zuppke (6-1-1)
illinois,1928,Robert Zuppke (7-1)
illinois,1927,Robert Zuppke (7-0-1)
illinois,1926,Robert Zuppke (6-2)
illinois,1925,Robert Zuppke (5-3)
illinois,1924,Robert Zuppke (6-1-1)
illinois,1923,Robert Zuppke (8-0)
illinois,1922,Robert Zuppke (2-5)
illinois,1921,Robert Zuppke (3-4)
illinois,1920,Robert Zuppke (5-2)
illinois,1919,Robert Zuppke (6-1)
illinois,1918,Robert Zuppke (5-2)
illinois,1917,Robert Zuppke (5-2-1)
illinois,1916,Robert Zuppke (3-3-1)
illinois,1915,Robert Zuppke (5-0-2)
illinois,1914,Robert Zuppke (7-0)
illinois,1913,Robert Zuppke (4-2-1)
illinois,1912,Arthur Hall (3-3-1)
illinois,1911,Arthur Hall (4-2-1)
illinois,1910,Arthur Hall (7-0)
illinois,1909,Arthur Hall (5-2)
illinois,1908,Arthur Hall (5-1-1)
illinois,1907,Arthur Hall (3-2)
illinois,1906,Justa Lindgren (1-3-1)
illinois,1905,Fred Lowenthal (5-4)
illinois,1904,
illinois,1903,George Woodruff (8-6)
illinois,1902,Edgar Holt (10-2-1)
illinois,1901,Edgar Holt (8-2)
illinois,1900,Fred Smith (7-3-2)
illinois,1899,George Huff (3-5-1)
illinois,1898,George Huff (4-5)
illinois,1897,George Huff (6-2)
illinois,1896,George Huff (4-2-1)
illinois,1895,George Huff (4-2-1)
illinois,1894,Louis Vail (5-3)
illinois,1893,E.K. Hall (3-2-3)
illinois,1892,E.K. Hall (9-3-2)
indiana,2017,Tom Allen (3-2)
indiana,2016,"Kevin Wilson (6-6), Tom Allen (0-1)"
indiana,2015,Kevin Wilson (6-7)
indiana,2014,Kevin Wilson (4-8)
indiana,2013,Kevin Wilson (5-7)
indiana,2012,Kevin Wilson (4-8)
indiana,2011,Kevin Wilson (1-11)
indiana,2010,Bill Lynch (5-7)
indiana,2009,Bill Lynch (4-8)
indiana,2008,Bill Lynch (3-9)
indiana,2007,Bill Lynch (7-6)
indiana,2006,Terry Hoeppner (5-7)
indiana,2005,Terry Hoeppner (4-7)
indiana,2004,Gerry DiNardo (3-8)
indiana,2003,Gerry DiNardo (2-10)
indiana,2002,Gerry DiNardo (3-9)
indiana,2001,Cam Cameron (5-6)
indiana,2000,Cam Cameron (3-8)
indiana,1999,Cam Cameron (4-7)
indiana,1998,Cam Cameron (4-7)
indiana,1997,Cam Cameron (2-9)
indiana,1996,Bill Mallory (3-8)
indiana,1995,Bill Mallory (2-9)
indiana,1994,Bill Mallory (6-5)
indiana,1993,Bill Mallory (8-4)
indiana,1992,Bill Mallory (5-6)
indiana,1991,Bill Mallory (7-4-1)
indiana,1990,Bill Mallory (6-5-1)
indiana,1989,Bill Mallory (5-6)
indiana,1988,Bill Mallory (8-3-1)
indiana,1987,Bill Mallory (8-4)
indiana,1986,Bill Mallory (6-6)
indiana,1985,Bill Mallory (4-7)
indiana,1984,Bill Mallory (0-11)
indiana,1983,Sam Wyche (3-8)
indiana,1982,Lee Corso (5-6)
indiana,1981,Lee Corso (3-8)
indiana,1980,Lee Corso (6-5)
indiana,1979,Lee Corso (8-4)
indiana,1978,Lee Corso (4-7)
indiana,1977,Lee Corso (5-5-1)
indiana,1976,Lee Corso (5-6)
indiana,1975,Lee Corso (2-8-1)
indiana,1974,Lee Corso (1-10)
indiana,1973,Lee Corso (2-9)
indiana,1972,John Pont (5-6)
indiana,1971,John Pont (3-8)
indiana,1970,John Pont (1-9)
indiana,1969,John Pont (4-6)
indiana,1968,John Pont (6-4)
indiana,1967,John Pont (9-2)
indiana,1966,John Pont (1-8-1)
indiana,1965,John Pont (2-8)
indiana,1964,Phil Dickens (2-7)
indiana,1963,Phil Dickens (3-6)
indiana,1962,Phil Dickens (3-6)
indiana,1961,Phil Dickens (2-7)
indiana,1960,Phil Dickens (1-8)
indiana,1959,Phil Dickens (4-4-1)
indiana,1958,Phil Dickens (5-3-1)
indiana,1957,Bob Hicks (1-8)
indiana,1956,Bernie Crimmins (3-6)
indiana,1955,Bernie Crimmins (3-6)
indiana,1954,Bernie Crimmins (3-6)
indiana,1953,Bernie Crimmins (2-7)
indiana,1952,Bernie Crimmins (2-7)
indiana,1951,Clyde Smith (2-7)
indiana,1950,Clyde Smith (3-5-1)
indiana,1949,Clyde Smith (1-8)
indiana,1948,Clyde Smith (2-7)
indiana,1947,Bo McMillin (5-3-1)
indiana,1946,Bo McMillin (6-3)
indiana,1945,Bo McMillin (9-0-1)
indiana,1944,Bo McMillin (7-3)
indiana,1943,Bo McMillin (4-4-2)
indiana,1942,Bo McMillin (7-3)
indiana,1941,Bo McMillin (2-6)
indiana,1940,Bo McMillin (3-5)
indiana,1939,Bo McMillin (2-4-2)
indiana,1938,Bo McMillin (1-6-1)
indiana,1937,Bo McMillin (5-3)
indiana,1936,Bo McMillin (5-2-1)
indiana,1935,Bo McMillin (4-3-1)
indiana,1934,Bo McMillin (3-3-2)
indiana,1933,Billy Hayes (1-5-2)
indiana,1932,Billy Hayes (3-4-1)
indiana,1931,Billy Hayes (2-5-1)
indiana,1930,Pat Page (2-5-1)
indiana,1929,Pat Page (2-6-1)
indiana,1928,Pat Page (4-4)
indiana,1927,Pat Page (3-4-1)
indiana,1926,Pat Page (3-5)
indiana,1925,William Ingram (3-4-1)
indiana,1924,William Ingram (4-4)
indiana,1923,William Ingram (3-4)
indiana,1922,James Herron (1-4-2)
indiana,1921,Jumbo Stiehm (3-4)
indiana,1920,Jumbo Stiehm (5-2)
indiana,1919,Jumbo Stiehm (3-4)
indiana,1918,Jumbo Stiehm (2-2)
indiana,1917,Jumbo Stiehm (5-2)
indiana,1916,Jumbo Stiehm (2-4-1)
indiana,1915,Clarence Childs (3-3-1)
indiana,1914,Clarence Childs (3-4)
indiana,1913,James Sheldon (3-4)
indiana,1912,James Sheldon (2-5)
indiana,1911,James Sheldon (3-3-1)
indiana,1910,James Sheldon (6-1)
indiana,1909,James Sheldon (4-3)
indiana,1908,James Sheldon (2-4)
indiana,1907,James Sheldon (2-3-1)
indiana,1906,James Sheldon (4-2)
indiana,1905,James Sheldon (8-1-1)
indiana,1904,James Horne (7-4)
indiana,1903,James Horne (4-4)
indiana,1902,James Horne (3-5-1)
indiana,1901,James Horne (6-3)
indiana,1900,James Horne (4-2-2)
indiana,1899,James Horne (6-2)
iowa,2017,Kirk Ferentz (4-2)
iowa,2016,Kirk Ferentz (8-5)
iowa,2015,Kirk Ferentz (12-2)
iowa,2014,Kirk Ferentz (7-6)
iowa,2013,Kirk Ferentz (8-5)
iowa,2012,Kirk Ferentz (4-8)
iowa,2011,Kirk Ferentz (7-6)
iowa,2010,Kirk Ferentz (8-5)
iowa,2009,Kirk Ferentz (11-2)
iowa,2008,Kirk Ferentz (9-4)
iowa,2007,Kirk Ferentz (6-6)
iowa,2006,Kirk Ferentz (6-7)
iowa,2005,Kirk Ferentz (7-5)
iowa,2004,Kirk Ferentz (10-2)
iowa,2003,Kirk Ferentz (10-3)
iowa,2002,Kirk Ferentz (11-2)
iowa,2001,Kirk Ferentz (7-5)
iowa,2000,Kirk Ferentz (3-9)
iowa,1999,Kirk Ferentz (1-10)
iowa,1998,Hayden Fry (3-8)
iowa,1997,Hayden Fry (7-5)
iowa,1996,Hayden Fry (9-3)
iowa,1995,Hayden Fry (8-4)
iowa,1994,Hayden Fry (5-5-1)
iowa,1993,Hayden Fry (6-6)
iowa,1992,Hayden Fry (5-7)
iowa,1991,Hayden Fry (10-1-1)
iowa,1990,Hayden Fry (8-4)
iowa,1989,Hayden Fry (5-6)
iowa,1988,Hayden Fry (6-4-3)
iowa,1987,Hayden Fry (10-3)
iowa,1986,Hayden Fry (9-3)
iowa,1985,Hayden Fry (10-2)
iowa,1984,Hayden Fry (8-4-1)
iowa,1983,Hayden Fry (9-3)
iowa,1982,Hayden Fry (8-4)
iowa,1981,Hayden Fry (8-4)
iowa,1980,Hayden Fry (4-7)
iowa,1979,Hayden Fry (5-6)
iowa,1978,Bob Commings (2-9)
iowa,1977,Bob Commings (4-7)
iowa,1976,Bob Commings (5-6)
iowa,1975,Bob Commings (3-8)
iowa,1974,Bob Commings (3-8)
iowa,1973,Frank Lauterbur (0-11)
iowa,1972,Frank Lauterbur (3-7-1)
iowa,1971,Frank Lauterbur (1-10)
iowa,1970,Ray Nagel (3-6-1)
iowa,1969,Ray Nagel (5-5)
iowa,1968,Ray Nagel (5-5)
iowa,1967,Ray Nagel (1-8-1)
iowa,1966,Ray Nagel (2-8)
iowa,1965,Jerry Burns (1-9)
iowa,1964,Jerry Burns (3-6)
iowa,1963,Jerry Burns (3-3-2)
iowa,1962,Jerry Burns (4-5)
iowa,1961,Jerry Burns (5-4)
iowa,1960,Forest Evashevski (8-1)
iowa,1959,Forest Evashevski (5-4)
iowa,1958,Forest Evashevski (8-1-1)
iowa,1957,Forest Evashevski (7-1-1)
iowa,1956,Forest Evashevski (9-1)
iowa,1955,Forest Evashevski (3-5-1)
iowa,1954,Forest Evashevski (5-4)
iowa,1953,Forest Evashevski (5-3-1)
iowa,1952,Forest Evashevski (2-7)
iowa,1951,Leonard Raffensperger (2-5-2)
iowa,1950,Leonard Raffensperger (3-5-1)
iowa,1949,Edward Anderson (4-5)
iowa,1948,Edward Anderson (4-5)
iowa,1947,Edward Anderson (3-5-1)
iowa,1946,Edward Anderson (5-4)
iowa,1945,Clem Crowe (2-7)
iowa,1944,Slip Madigan (1-7)
iowa,1943,Slip Madigan (1-6-1)
iowa,1942,Edward Anderson (6-4)
iowa,1941,Edward Anderson (3-5)
iowa,1940,Edward Anderson (4-4)
iowa,1939,Edward Anderson (6-1-1)
iowa,1938,Irl Tubbs (1-6-1)
iowa,1937,Irl Tubbs (1-7)
iowa,1936,Ossie Solem (3-4-1)
iowa,1935,Ossie Solem (4-2-2)
iowa,1934,Ossie Solem (2-5-1)
iowa,1933,Ossie Solem (5-3)
iowa,1932,Ossie Solem (1-7)
iowa,1931,Burton Ingwersen (1-6-1)
iowa,1930,Burton Ingwersen (4-4)
iowa,1929,Burton Ingwersen (4-2-2)
iowa,1928,Burton Ingwersen (6-2)
iowa,1927,Burton Ingwersen (4-4)
iowa,1926,Burton Ingwersen (3-5)
iowa,1925,Burton Ingwersen (5-3)
iowa,1924,Burton Ingwersen (6-1-1)
iowa,1923,Howard Jones (5-3)
iowa,1922,Howard Jones (7-0)
iowa,1921,Howard Jones (7-0)
iowa,1920,Howard Jones (5-2)
iowa,1919,Howard Jones (5-2)
iowa,1918,Howard Jones (6-2-1)
iowa,1917,Howard Jones (3-5)
iowa,1916,Howard Jones (4-3)
iowa,1915,Jesse Hawley (3-4)
iowa,1914,Jesse Hawley (4-3)
iowa,1913,Jesse Hawley (5-2)
iowa,1912,Jesse Hawley (4-3)
iowa,1911,Jesse Hawley (3-4)
iowa,1910,Jesse Hawley (5-2)
iowa,1909,John Griffith (2-4-1)
iowa,1908,Mark Catlin (2-5)
iowa,1907,Mark Catlin (3-2)
iowa,1906,Mark Catlin (2-3)
iowa,1905,John Chalmers (8-2)
iowa,1904,John Chalmers (7-4)
iowa,1903,John Chalmers (9-2)
iowa,1902,Alden Knipe (5-4)
iowa,1901,Alden Knipe (6-3)
iowa,1900,Alden Knipe (7-0-1)
iowa,1899,Alden Knipe (8-0-1)
iowa-state,2017,Matt Campbell (3-2)
iowa-state,2016,Matt Campbell (3-9)
iowa-state,2015,Paul Rhoads (3-9)
iowa-state,2014,Paul Rhoads (2-10)
iowa-state,2013,Paul Rhoads (3-9)
iowa-state,2012,Paul Rhoads (6-7)
iowa-state,2011,Paul Rhoads (6-7)
iowa-state,2010,Paul Rhoads (5-7)
iowa-state,2009,Paul Rhoads (7-6)
iowa-state,2008,Gene Chizik (2-10)
iowa-state,2007,Gene Chizik (3-9)
iowa-state,2006,Dan McCarney (4-8)
iowa-state,2005,Dan McCarney (7-5)
iowa-state,2004,Dan McCarney (7-5)
iowa-state,2003,Dan McCarney (2-10)
iowa-state,2002,Dan McCarney (7-7)
iowa-state,2001,Dan McCarney (7-5)
iowa-state,2000,Dan McCarney (9-3)
iowa-state,1999,Dan McCarney (4-7)
iowa-state,1998,Dan McCarney (3-8)
iowa-state,1997,Dan McCarney (1-10)
iowa-state,1996,Dan McCarney (2-9)
iowa-state,1995,Dan McCarney (3-8)
iowa-state,1994,Jim Walden (0-10-1)
iowa-state,1993,Jim Walden (3-8)
iowa-state,1992,Jim Walden (4-7)
iowa-state,1991,Jim Walden (3-7-1)
iowa-state,1990,Jim Walden (4-6-1)
iowa-state,1989,Jim Walden (6-5)
iowa-state,1988,Jim Walden (5-6)
iowa-state,1987,Jim Walden (3-8)
iowa-state,1986,"Jim Criner (5-4), Chuck Banker (1-1)"
iowa-state,1985,Jim Criner (5-6)
iowa-state,1984,Jim Criner (2-7-2)
iowa-state,1983,Jim Criner (4-7)
iowa-state,1982,Donnie Duncan (4-6-1)
iowa-state,1981,Donnie Duncan (5-5-1)
iowa-state,1980,Donnie Duncan (6-5)
iowa-state,1979,Donnie Duncan (3-8)
iowa-state,1978,Earle Bruce (8-4)
iowa-state,1977,Earle Bruce (8-4)
iowa-state,1976,Earle Bruce (8-3)
iowa-state,1975,Earle Bruce (4-7)
iowa-state,1974,Earle Bruce (4-7)
iowa-state,1973,Earle Bruce (4-7)
iowa-state,1972,Johnny Majors (5-6-1)
iowa-state,1971,Johnny Majors (8-4)
iowa-state,1970,Johnny Majors (5-6)
iowa-state,1969,Johnny Majors (3-7)
iowa-state,1968,Johnny Majors (3-7)
iowa-state,1967,Clay Stapleton (2-8)
iowa-state,1966,Clay Stapleton (2-6-2)
iowa-state,1965,Clay Stapleton (5-4-1)
iowa-state,1964,Clay Stapleton (1-8-1)
iowa-state,1963,Clay Stapleton (4-5)
iowa-state,1962,Clay Stapleton (5-5)
iowa-state,1961,Clay Stapleton (5-5)
iowa-state,1960,Clay Stapleton (7-3)
iowa-state,1959,Clay Stapleton (7-3)
iowa-state,1958,Clay Stapleton (4-6)
iowa-state,1957,Jim Myers (4-5-1)
iowa-state,1956,Vince Di Francesca (2-8)
iowa-state,1955,Vince Di Francesca (1-7-1)
iowa-state,1954,Vince Di Francesca (3-6)
iowa-state,1953,Abe Stuber (2-7)
iowa-state,1952,Abe Stuber (3-6)
iowa-state,1951,Abe Stuber (4-4-1)
iowa-state,1950,Abe Stuber (3-6-1)
iowa-state,1949,Abe Stuber (5-3-1)
iowa-state,1948,Abe Stuber (4-6)
iowa-state,1947,Abe Stuber (3-6)
iowa-state,1946,Mike Michalske (2-6-1)
iowa-state,1945,Mike Michalske (4-3-1)
iowa-state,1944,Mike Michalske (6-1-1)
iowa-state,1943,Mike Michalske (4-4)
iowa-state,1942,"Ray Donels (1-2), Mike Michalske (2-4)"
iowa-state,1941,Ray Donels (2-6-1)
iowa-state,1940,Jim Yeager (4-5)
iowa-state,1939,Jim Yeager (2-7)
iowa-state,1938,Jim Yeager (7-1-1)
iowa-state,1937,Jim Yeager (3-6)
iowa-state,1936,George Veenker (3-3-2)
iowa-state,1935,George Veenker (2-4-3)
iowa-state,1934,George Veenker (5-3-1)
iowa-state,1933,George Veenker (3-5-1)
iowa-state,1932,George Veenker (3-4-1)
iowa-state,1931,George Veenker (5-3)
iowa-state,1930,C. Noel Workman (0-9)
iowa-state,1929,C. Noel Workman (1-7)
iowa-state,1928,C. Noel Workman (2-5-1)
iowa-state,1927,
iowa-state,1926,
iowa-state,1925,Sam Willaman (4-3-1)
iowa-state,1924,Sam Willaman (4-3-1)
iowa-state,1923,Sam Willaman (4-3-1)
iowa-state,1922,Sam Willaman (2-6)
iowa-state,1921,Maury Kent (4-4)
iowa-state,1920,Norman Paine (4-4)
iowa-state,1919,
iowa-state,1918,
iowa-state,1917,
iowa-state,1916,
iowa-state,1915,
iowa-state,1914,Homer Hubbard (4-3)
iowa-state,1913,Homer Hubbard (4-4)
iowa-state,1912,
iowa-state,1911,
iowa-state,1910,
iowa-state,1909,
iowa-state,1908,
iowa-state,1907,
iowa-state,1906,
