team,year,coaches_text
texas-christian,2005,Gary Patterson (11-1)
texas-christian,2004,Gary Patterson (5-6)
texas-christian,2003,Gary Patterson (11-2)
texas-christian,2002,Gary Patterson (10-2)
texas-christian,2001,Gary Patterson (6-6)
texas-christian,2000,"Dennis Franchione (10-1), Gary Patterson (0-1)"
texas-christian,1999,Dennis Franchione (8-4)
texas-christian,1998,Dennis Franchione (7-5)
texas-christian,1997,Pat Sullivan (1-10)
texas-christian,1996,Pat Sullivan (4-7)
texas-christian,1995,Pat Sullivan (6-5)
texas-christian,1994,Pat Sullivan (7-5)
texas-christian,1993,Pat Sullivan (4-7)
texas-christian,1992,Pat Sullivan (2-8-1)
texas-christian,1991,Jim Wacker (7-4)
texas-christian,1990,Jim Wacker (5-6)
texas-christian,1989,Jim Wacker (4-7)
texas-christian,1988,Jim Wacker (4-7)
texas-christian,1987,Jim Wacker (5-6)
texas-christian,1986,Jim Wacker (3-8)
texas-christian,1985,Jim Wacker (3-8)
texas-christian,1984,Jim Wacker (8-4)
texas-christian,1983,Jim Wacker (1-8-2)
texas-christian,1982,F. Dry (3-8)
texas-christian,1981,F. Dry (2-7-2)
texas-christian,1980,F. Dry (1-10)
texas-christian,1979,F. Dry (2-8-1)
texas-christian,1978,F. Dry (2-9)
texas-christian,1977,F. Dry (2-9)
texas-christian,1976,Jim Shofner (0-11)
texas-christian,1975,Jim Shofner (1-10)
texas-christian,1974,Jim Shofner (1-10)
texas-christian,1973,Billy Tohill (3-8)
texas-christian,1972,Billy Tohill (5-6)
texas-christian,1971,"Jim Pittman (3-3-1), Billy Tohill (3-1)"
texas-christian,1970,Fred Taylor (4-6-1)
texas-christian,1969,Fred Taylor (4-6)
texas-christian,1968,Fred Taylor (3-7)
texas-christian,1967,Fred Taylor (4-6)
texas-christian,1966,Abe Martin (2-8)
texas-christian,1965,Abe Martin (6-5)
texas-christian,1964,Abe Martin (4-6)
texas-christian,1963,Abe Martin (4-5-1)
texas-christian,1962,Abe Martin (6-4)
texas-christian,1961,Abe Martin (3-5-2)
texas-christian,1960,Abe Martin (4-4-2)
texas-christian,1959,Abe Martin (8-3)
texas-christian,1958,Abe Martin (8-2-1)
texas-christian,1957,Abe Martin (5-4-1)
texas-christian,1956,Abe Martin (8-3)
texas-christian,1955,Abe Martin (9-2)
texas-christian,1954,Abe Martin (4-6)
texas-christian,1953,Abe Martin (3-7)
texas-christian,1952,Dutch Meyer (4-4-2)
texas-christian,1951,Dutch Meyer (6-5)
texas-christian,1950,Dutch Meyer (5-5)
texas-christian,1949,Dutch Meyer (6-3-1)
texas-christian,1948,Dutch Meyer (4-5-1)
texas-christian,1947,Dutch Meyer (4-5-2)
texas-christian,1946,Dutch Meyer (2-7-1)
texas-christian,1945,Dutch Meyer (5-5)
texas-christian,1944,Dutch Meyer (7-3-1)
texas-christian,1943,Dutch Meyer (2-6)
texas-christian,1942,Dutch Meyer (7-3)
texas-christian,1941,Dutch Meyer (7-3-1)
texas-christian,1940,Dutch Meyer (3-7)
texas-christian,1939,Dutch Meyer (3-7)
texas-christian,1938,Dutch Meyer (11-0)
texas-christian,1937,Dutch Meyer (4-4-2)
texas-christian,1936,Dutch Meyer (9-2-2)
texas-christian,1935,Dutch Meyer (12-1)
texas-christian,1934,Dutch Meyer (8-4)
texas-christian,1933,Francis Schmidt (10-1-1)
texas-christian,1932,Francis Schmidt (10-0-1)
texas-christian,1931,Francis Schmidt (9-2-1)
texas-christian,1930,Francis Schmidt (9-2-1)
texas-christian,1929,Francis Schmidt (9-0-1)
texas-christian,1928,Madison Bell (8-2)
texas-christian,1927,Madison Bell (4-3-2)
texas-christian,1926,Madison Bell (6-1-2)
texas-christian,1925,Madison Bell (7-1-1)
texas-christian,1924,Madison Bell (4-5)
texas-christian,1923,Madison Bell (4-5)
texas-christian,1922,John McKnight (2-5-3)
texas-christian,1921,Bill Driver (6-3-1)
texas-christian,1920,Bill Driver (9-1)
texas-christian,1919,T.D. Hackney (1-7)
texas-christian,1918,E.M. Tipton (4-3)
texas-christian,1917,Milton Daniel (8-2)
texas-christian,1916,Milton Daniel (6-2-1)
texas-christian,1915,Ewing Freeland (4-5)
texas-christian,1914,Daddy Boles (4-4-2)
texas-christian,1910,Kemp Lewis (2-6-1)
texas-christian,1909,J.R. Langley (5-2-1)
texas-christian,1908,J.R. Langley (6-3)
texas-christian,1907,E.J. Hyde (4-2-2)
texas-christian,1906,E.J. Hyde (2-5)
texas-christian,1905,E.J. Hyde (4-4)
texas-christian,1904,C.E. Cronk (1-4-1)
texas-christian,1903,
texas-tech,2017,Kliff Kingsbury (4-1)
texas-tech,2016,Kliff Kingsbury (5-7)
texas-tech,2015,Kliff Kingsbury (7-6)
texas-tech,2014,Kliff Kingsbury (4-8)
texas-tech,2013,Kliff Kingsbury (8-5)
texas-tech,2012,"Tommy Tuberville (7-5), Chris Thomsen (1-0)"
texas-tech,2011,Tommy Tuberville (5-7)
texas-tech,2010,Tommy Tuberville (8-5)
texas-tech,2009,"Mike Leach (8-4), Ruffin McNeill (1-0)"
texas-tech,2008,Mike Leach (11-2)
texas-tech,2007,Mike Leach (9-4)
texas-tech,2006,Mike Leach (8-5)
texas-tech,2005,Mike Leach (9-3)
texas-tech,2004,Mike Leach (8-4)
texas-tech,2003,Mike Leach (8-5)
texas-tech,2002,Mike Leach (9-5)
texas-tech,2001,Mike Leach (7-5)
texas-tech,2000,Mike Leach (7-6)
texas-tech,1999,Spike Dykes (6-5)
texas-tech,1998,Spike Dykes (7-5)
texas-tech,1997,Spike Dykes (6-5)
texas-tech,1996,Spike Dykes (7-5)
texas-tech,1995,Spike Dykes (9-3)
texas-tech,1994,Spike Dykes (6-6)
texas-tech,1993,Spike Dykes (6-6)
texas-tech,1992,Spike Dykes (5-6)
texas-tech,1991,Spike Dykes (6-5)
texas-tech,1990,Spike Dykes (4-7)
texas-tech,1989,Spike Dykes (9-3)
texas-tech,1988,Spike Dykes (5-6)
texas-tech,1987,Spike Dykes (6-4-1)
texas-tech,1986,"David McWilliams (7-4), Spike Dykes (0-1)"
texas-tech,1985,Jerry Moore (4-7)
texas-tech,1984,Jerry Moore (4-7)
texas-tech,1983,Jerry Moore (3-7-1)
texas-tech,1982,Jerry Moore (4-7)
texas-tech,1981,Jerry Moore (1-9-1)
texas-tech,1980,Rex Dockery (5-6)
texas-tech,1979,Rex Dockery (3-6-2)
texas-tech,1978,Rex Dockery (7-4)
texas-tech,1977,Steve Sloan (7-5)
texas-tech,1976,Steve Sloan (10-2)
texas-tech,1975,Steve Sloan (6-5)
texas-tech,1974,Jim Carlen (6-4-2)
texas-tech,1973,Jim Carlen (11-1)
texas-tech,1972,Jim Carlen (8-4)
texas-tech,1971,Jim Carlen (4-7)
texas-tech,1970,Jim Carlen (8-4)
texas-tech,1969,J. King (5-5)
texas-tech,1968,J. King (5-3-2)
texas-tech,1967,J. King (6-4)
texas-tech,1966,J. King (4-6)
texas-tech,1965,J. King (8-3)
texas-tech,1964,J. King (6-4-1)
texas-tech,1963,J. King (5-5)
texas-tech,1962,J. King (1-9)
texas-tech,1961,J. King (4-6)
texas-tech,1960,DeWitt Weaver (3-6-1)
texas-tech,1959,DeWitt Weaver (4-6)
texas-tech,1958,DeWitt Weaver (3-7)
texas-tech,1957,DeWitt Weaver (2-8)
texas-tech,1956,DeWitt Weaver (2-7-1)
texas-tech,1955,DeWitt Weaver (7-3-1)
texas-tech,1954,DeWitt Weaver (7-2-1)
texas-tech,1953,DeWitt Weaver (11-1)
texas-tech,1952,DeWitt Weaver (3-7-1)
texas-tech,1951,DeWitt Weaver (7-4)
texas-tech,1950,Dell Morgan (3-8)
texas-tech,1949,Dell Morgan (7-5)
texas-tech,1948,Dell Morgan (7-3)
texas-tech,1947,Dell Morgan (6-5)
texas-tech,1946,Dell Morgan (8-3)
texas-tech,1945,
texas-tech,1944,
texas-tech,1943,
texas-tech,1942,
texas-tech,1941,
texas-tech,1940,Pete Cawthon (9-1-1)
texas-tech,1939,Pete Cawthon (5-5-1)
texas-tech,1938,Pete Cawthon (10-1)
texas-tech,1937,Pete Cawthon (8-4)
texas-tech,1936,Pete Cawthon (5-4-1)
texas-tech,1935,Pete Cawthon (5-3-2)
texas-tech,1934,Pete Cawthon (7-2-1)
texas-tech,1933,Pete Cawthon (8-1)
texas-tech,1932,Pete Cawthon (10-2)
ucla,2017,Jim Mora (3-2)
ucla,2016,Jim Mora (4-8)
ucla,2015,Jim Mora (8-5)
ucla,2014,Jim Mora (10-3)
ucla,2013,Jim Mora (10-3)
ucla,2012,Jim Mora (9-5)
ucla,2011,"Rick Neuheisel (6-6), Mike Johnson (0-2)"
ucla,2010,Rick Neuheisel (4-8)
ucla,2009,Rick Neuheisel (7-6)
ucla,2008,Rick Neuheisel (4-8)
ucla,2007,"Karl Dorrell (6-6), DeWayne Walker (0-1)"
ucla,2006,Karl Dorrell (7-6)
ucla,2005,Karl Dorrell (10-2)
ucla,2004,Karl Dorrell (6-6)
ucla,2003,Karl Dorrell (6-7)
ucla,2002,"Bob Toledo (7-5), Ed Kezirian (1-0)"
ucla,2001,Bob Toledo (7-4)
ucla,2000,Bob Toledo (6-6)
ucla,1999,Bob Toledo (4-7)
ucla,1998,Bob Toledo (10-2)
ucla,1997,Bob Toledo (10-2)
ucla,1996,Bob Toledo (5-6)
ucla,1995,Terry Donahue (7-5)
ucla,1994,Terry Donahue (5-6)
ucla,1993,Terry Donahue (8-4)
ucla,1992,Terry Donahue (6-5)
ucla,1991,Terry Donahue (9-3)
ucla,1990,Terry Donahue (5-6)
ucla,1989,Terry Donahue (3-7-1)
ucla,1988,Terry Donahue (10-2)
ucla,1987,Terry Donahue (10-2)
ucla,1986,Terry Donahue (8-3-1)
ucla,1985,Terry Donahue (9-2-1)
ucla,1984,Terry Donahue (9-3)
ucla,1983,Terry Donahue (7-4-1)
ucla,1982,Terry Donahue (10-1-1)
ucla,1981,Terry Donahue (7-4-1)
ucla,1980,Terry Donahue (9-2)
ucla,1979,Terry Donahue (5-6)
ucla,1978,Terry Donahue (8-3-1)
ucla,1977,Terry Donahue (7-4)
ucla,1976,Terry Donahue (9-2-1)
ucla,1975,Dick Vermeil (9-2-1)
ucla,1974,Dick Vermeil (6-3-2)
ucla,1973,Pepper Rodgers (9-2)
ucla,1972,Pepper Rodgers (8-3)
ucla,1971,Pepper Rodgers (2-7-1)
ucla,1970,Tommy Prothro (6-5)
ucla,1969,Tommy Prothro (8-1-1)
ucla,1968,Tommy Prothro (3-7)
ucla,1967,Tommy Prothro (7-2-1)
ucla,1966,Tommy Prothro (9-1)
ucla,1965,Tommy Prothro (8-2-1)
ucla,1964,Bill Barnes (4-6)
ucla,1963,Bill Barnes (2-8)
ucla,1962,Bill Barnes (4-6)
ucla,1961,Bill Barnes (7-4)
ucla,1960,Bill Barnes (7-2-1)
ucla,1959,Bill Barnes (5-4-1)
ucla,1958,"George Dickerson (1-2), Bill Barnes (2-4-1)"
ucla,1957,Red Sanders (8-2)
ucla,1956,Red Sanders (7-3)
ucla,1955,Red Sanders (9-2)
ucla,1954,Red Sanders (9-0)
ucla,1953,Red Sanders (8-2)
ucla,1952,Red Sanders (8-1)
ucla,1951,Red Sanders (5-3-1)
ucla,1950,Red Sanders (6-3)
ucla,1949,Red Sanders (6-3)
ucla,1948,Bert LaBrucherie (3-7)
ucla,1947,Bert LaBrucherie (5-4)
ucla,1946,Bert LaBrucherie (10-1)
ucla,1945,Bert LaBrucherie (5-4)
ucla,1944,Babe Horrell (4-5-1)
ucla,1943,Babe Horrell (1-8)
ucla,1942,Babe Horrell (7-4)
ucla,1941,Babe Horrell (5-5-1)
ucla,1940,Babe Horrell (1-9)
ucla,1939,Babe Horrell (6-0-4)
ucla,1938,William Spaulding (7-4-1)
ucla,1937,William Spaulding (2-6-1)
ucla,1936,William Spaulding (6-3-1)
ucla,1935,William Spaulding (8-2)
ucla,1934,William Spaulding (7-3)
ucla,1933,William Spaulding (6-4-1)
ucla,1932,William Spaulding (6-4)
ucla,1931,William Spaulding (3-4-1)
ucla,1930,William Spaulding (3-5)
ucla,1929,William Spaulding (4-4)
ucla,1928,William Spaulding (4-4-1)
southern-california,2017,Clay Helton (5-1)
southern-california,2016,Clay Helton (10-3)
southern-california,2015,"Clay Helton (5-4), Steve Sarkisian (3-2)"
southern-california,2014,Steve Sarkisian (9-4)
southern-california,2013,"Clay Helton (1-0), Lane Kiffin (3-2), Ed Orgeron (6-2)"
southern-california,2012,Lane Kiffin (7-6)
southern-california,2011,Lane Kiffin (10-2)
southern-california,2010,Lane Kiffin (8-5)
southern-california,2009,Pete Carroll (9-4)
southern-california,2008,Pete Carroll (12-1)
southern-california,2007,Pete Carroll (11-2)
southern-california,2006,Pete Carroll (11-2)
southern-california,2005,Pete Carroll (12-1)
southern-california,2004,Pete Carroll (13-0)
southern-california,2003,Pete Carroll (12-1)
southern-california,2002,Pete Carroll (11-2)
southern-california,2001,Pete Carroll (6-6)
southern-california,2000,Paul Hackett (5-7)
southern-california,1999,Paul Hackett (6-6)
southern-california,1998,Paul Hackett (8-5)
southern-california,1997,John Robinson (6-5)
southern-california,1996,John Robinson (6-6)
southern-california,1995,John Robinson (9-2-1)
southern-california,1994,John Robinson (8-3-1)
southern-california,1993,John Robinson (8-5)
southern-california,1992,Larry Smith (6-5-1)
southern-california,1991,Larry Smith (3-8)
southern-california,1990,Larry Smith (8-4-1)
southern-california,1989,Larry Smith (9-2-1)
southern-california,1988,Larry Smith (10-2)
southern-california,1987,Larry Smith (8-4)
southern-california,1986,Ted Tollner (7-5)
southern-california,1985,Ted Tollner (6-6)
southern-california,1984,Ted Tollner (9-3)
southern-california,1983,Ted Tollner (4-6-1)
southern-california,1982,John Robinson (8-3)
southern-california,1981,John Robinson (9-3)
southern-california,1980,John Robinson (8-2-1)
southern-california,1979,John Robinson (11-0-1)
southern-california,1978,John Robinson (12-1)
southern-california,1977,John Robinson (8-4)
southern-california,1976,John Robinson (11-1)
southern-california,1975,John McKay (8-4)
southern-california,1974,John McKay (10-1-1)
southern-california,1973,John McKay (9-2-1)
southern-california,1972,John McKay (12-0)
southern-california,1971,John McKay (6-4-1)
southern-california,1970,John McKay (6-4-1)
southern-california,1969,John McKay (10-0-1)
southern-california,1968,John McKay (9-1-1)
southern-california,1967,John McKay (10-1)
southern-california,1966,John McKay (7-4)
southern-california,1965,John McKay (7-2-1)
southern-california,1964,John McKay (7-3)
southern-california,1963,John McKay (7-3)
southern-california,1962,John McKay (11-0)
southern-california,1961,John McKay (4-5-1)
southern-california,1960,John McKay (4-6)
southern-california,1959,Don Clark (8-2)
southern-california,1958,Don Clark (4-5-1)
southern-california,1957,Don Clark (1-9)
southern-california,1956,Jess Hill (8-2)
southern-california,1955,Jess Hill (6-4)
southern-california,1954,Jess Hill (8-4)
southern-california,1953,Jess Hill (6-3-1)
southern-california,1952,Jess Hill (10-1)
southern-california,1951,Jess Hill (7-3)
southern-california,1950,Jeff Cravath (2-5-2)
southern-california,1949,Jeff Cravath (5-3-1)
southern-california,1948,Jeff Cravath (6-3-1)
southern-california,1947,Jeff Cravath (7-2-1)
southern-california,1946,Jeff Cravath (6-4)
southern-california,1945,Jeff Cravath (7-4)
southern-california,1944,Jeff Cravath (8-0-2)
southern-california,1943,Jeff Cravath (8-2)
southern-california,1942,Jeff Cravath (5-5-1)
southern-california,1941,Sam Barry (2-6-1)
southern-california,1940,Howard Jones (3-4-2)
southern-california,1939,Howard Jones (8-0-2)
southern-california,1938,Howard Jones (9-2)
southern-california,1937,Howard Jones (4-4-2)
southern-california,1936,Howard Jones (4-2-3)
southern-california,1935,Howard Jones (5-7)
southern-california,1934,Howard Jones (4-6-1)
southern-california,1933,Howard Jones (10-1-1)
southern-california,1932,Howard Jones (10-0)
southern-california,1931,Howard Jones (10-1)
southern-california,1930,Howard Jones (8-2)
southern-california,1929,Howard Jones (10-2)
southern-california,1928,Howard Jones (9-0-1)
southern-california,1927,Howard Jones (8-1-1)
southern-california,1926,Howard Jones (8-2)
southern-california,1925,Howard Jones (11-2)
southern-california,1924,Gus Henderson (9-2)
southern-california,1923,Gus Henderson (6-2)
southern-california,1922,Gus Henderson (10-1)
utah,2017,Kyle Whittingham (4-1)
utah,2016,Kyle Whittingham (9-4)
utah,2015,Kyle Whittingham (10-3)
utah,2014,Kyle Whittingham (9-4)
utah,2013,Kyle Whittingham (5-7)
utah,2012,Kyle Whittingham (5-7)
utah,2011,Kyle Whittingham (8-5)
utah,2010,Kyle Whittingham (10-3)
utah,2009,Kyle Whittingham (10-3)
utah,2008,Kyle Whittingham (13-0)
utah,2007,Kyle Whittingham (9-4)
utah,2006,Kyle Whittingham (8-5)
utah,2005,Kyle Whittingham (7-5)
utah,2004,"Kyle Whittingham (1-0), Urban Meyer (12-0)"
utah,2003,Urban Meyer (10-2)
utah,2002,Ron McBride (5-6)
utah,2001,Ron McBride (8-4)
utah,2000,Ron McBride (4-7)
utah,1999,Ron McBride (9-3)
utah,1998,Ron McBride (7-4)
utah,1997,Ron McBride (6-5)
utah,1996,Ron McBride (8-4)
utah,1995,Ron McBride (7-4)
utah,1994,Ron McBride (10-2)
utah,1993,Ron McBride (7-6)
utah,1992,Ron McBride (6-6)
utah,1991,Ron McBride (7-5)
utah,1990,Ron McBride (4-7)
utah,1989,Jim Fassel (4-8)
utah,1988,Jim Fassel (6-5)
utah,1987,Jim Fassel (5-7)
utah,1986,Jim Fassel (2-9)
utah,1985,Jim Fassel (8-4)
utah,1984,Chuck Stobart (6-5-1)
utah,1983,Chuck Stobart (5-6)
utah,1982,Chuck Stobart (5-6)
utah,1981,Wayne Howard (8-2-1)
utah,1980,Wayne Howard (5-5-1)
utah,1979,Wayne Howard (6-6)
utah,1978,Wayne Howard (8-3)
utah,1977,Wayne Howard (3-8)
utah,1976,Tom Lovat (3-8)
utah,1975,Tom Lovat (1-10)
utah,1974,Tom Lovat (1-10)
utah,1973,Bill Meek (7-5)
utah,1972,Bill Meek (6-5)
utah,1971,Bill Meek (3-8)
utah,1970,Bill Meek (6-4)
utah,1969,Bill Meek (8-2)
utah,1968,Bill Meek (3-7)
utah,1967,Mike Giddings (4-7)
utah,1966,Mike Giddings (5-5)
utah,1965,Ray Nagel (3-7)
utah,1964,Ray Nagel (9-2)
utah,1963,Ray Nagel (4-6)
utah,1962,Ray Nagel (4-5-1)
utah,1961,Ray Nagel (6-4)
utah,1960,Ray Nagel (7-3)
utah,1959,Ray Nagel (5-5)
utah,1958,Ray Nagel (4-7)
utah,1957,Jack Curtice (6-4)
utah,1956,Jack Curtice (5-5)
utah,1955,Jack Curtice (6-3)
utah,1954,Jack Curtice (4-7)
utah,1953,Jack Curtice (8-2)
utah,1952,Jack Curtice (6-3-1)
utah,1951,Jack Curtice (7-4)
utah,1950,Jack Curtice (3-4-3)
utah,1949,Ike Armstrong (2-7-1)
utah,1948,Ike Armstrong (8-1-1)
utah,1947,Ike Armstrong (8-1-1)
utah,1946,Ike Armstrong (8-3)
utah,1945,Ike Armstrong (4-4)
utah,1944,Ike Armstrong (5-2-1)
utah,1943,Ike Armstrong (0-7)
utah,1942,Ike Armstrong (6-3)
utah,1941,Ike Armstrong (6-0-2)
utah,1940,Ike Armstrong (7-2)
utah,1939,Ike Armstrong (6-1-2)
utah,1938,Ike Armstrong (7-1-2)
utah,1937,Ike Armstrong (5-3)
utah,1936,Ike Armstrong (6-3)
utah,1935,Ike Armstrong (4-3-1)
utah,1934,Ike Armstrong (5-3)
utah,1933,Ike Armstrong (5-3)
utah,1932,Ike Armstrong (6-1-1)
utah,1931,Ike Armstrong (7-2)
utah,1930,Ike Armstrong (8-0)
utah,1929,Ike Armstrong (7-0)
utah,1928,Ike Armstrong (5-0-2)
utah,1927,Ike Armstrong (3-3-1)
utah,1926,Ike Armstrong (7-0)
utah,1925,Ike Armstrong (6-2)
utah,1924,Thomas Fitzpatrick (3-4-1)
utah,1923,Thomas Fitzpatrick (4-3)
utah,1922,Thomas Fitzpatrick (7-1)
utah,1921,Thomas Fitzpatrick (3-2-1)
utah,1920,Thomas Fitzpatrick (1-5-1)
utah,1919,Thomas Fitzpatrick (5-2)
utah,1917,Nelson Norgren (2-4)
utah,1916,Nelson Norgren (3-2)
utah,1915,Nelson Norgren (5-2)
utah,1914,Nelson Norgren (3-3)
utah,1913,Fred Bennion (2-4-1)
utah,1912,Fred Bennion (5-1-1)
utah,1911,Fred Bennion (5-1-1)
utah,1910,Fred Bennion (4-2)
utah,1908,Joseph Maddock (3-2-1)
utah,1907,Joseph Maddock (4-2)
utah,1906,Joseph Maddock (4-1)
utah,1905,Joseph Maddock (6-2)
vanderbilt,2017,Derek Mason (3-3)
vanderbilt,2016,Derek Mason (6-7)
vanderbilt,2015,Derek Mason (4-8)
vanderbilt,2014,Derek Mason (3-9)
vanderbilt,2013,James Franklin (9-4)
vanderbilt,2012,James Franklin (9-4)
vanderbilt,2011,James Franklin (6-7)
vanderbilt,2010,Robbie Caldwell (2-10)
vanderbilt,2009,Bobby Johnson (2-10)
vanderbilt,2008,Bobby Johnson (7-6)
vanderbilt,2007,Bobby Johnson (5-7)
vanderbilt,2006,Bobby Johnson (4-8)
vanderbilt,2005,Bobby Johnson (5-6)
vanderbilt,2004,Bobby Johnson (2-9)
vanderbilt,2003,Bobby Johnson (2-10)
vanderbilt,2002,Bobby Johnson (2-10)
vanderbilt,2001,Woody Widenhofer (2-9)
vanderbilt,2000,Woody Widenhofer (3-8)
vanderbilt,1999,Woody Widenhofer (5-6)
vanderbilt,1998,Woody Widenhofer (2-9)
vanderbilt,1997,Woody Widenhofer (3-8)
vanderbilt,1996,Ron Dowhower (2-9)
vanderbilt,1995,Ron Dowhower (2-9)
vanderbilt,1994,Gerry DiNardo (5-6)
vanderbilt,1993,Gerry DiNardo (4-7)
vanderbilt,1992,Gerry DiNardo (4-7)
vanderbilt,1991,Gerry DiNardo (5-6)
vanderbilt,1990,Watson Brown (1-10)
vanderbilt,1989,Watson Brown (1-10)
vanderbilt,1988,Watson Brown (3-8)
vanderbilt,1987,Watson Brown (4-7)
vanderbilt,1986,Watson Brown (1-10)
vanderbilt,1985,George MacIntyre (3-7-1)
vanderbilt,1984,George MacIntyre (5-6)
vanderbilt,1983,George MacIntyre (2-9)
vanderbilt,1982,George MacIntyre (8-4)
vanderbilt,1981,George MacIntyre (4-7)
vanderbilt,1980,George MacIntyre (2-9)
vanderbilt,1979,George MacIntyre (1-10)
vanderbilt,1978,Fred Pancoast (2-9)
vanderbilt,1977,Fred Pancoast (2-9)
vanderbilt,1976,Fred Pancoast (2-9)
vanderbilt,1975,Fred Pancoast (7-4)
vanderbilt,1974,Steve Sloan (7-3-2)
vanderbilt,1973,Steve Sloan (5-6)
vanderbilt,1972,Bill Pace (3-8)
vanderbilt,1971,Bill Pace (4-6-1)
vanderbilt,1970,Bill Pace (4-7)
vanderbilt,1969,Bill Pace (4-6)
vanderbilt,1968,Bill Pace (5-4-1)
vanderbilt,1967,Bill Pace (2-7-1)
vanderbilt,1966,Jack Green (1-9)
vanderbilt,1965,Jack Green (2-7-1)
vanderbilt,1964,Jack Green (3-6-1)
vanderbilt,1963,Jack Green (1-7-2)
vanderbilt,1962,Arthur Guepe (1-9)
vanderbilt,1961,Arthur Guepe (2-8)
vanderbilt,1960,Arthur Guepe (3-7)
vanderbilt,1959,Arthur Guepe (5-3-2)
vanderbilt,1958,Arthur Guepe (5-2-3)
vanderbilt,1957,Arthur Guepe (5-3-2)
vanderbilt,1956,Arthur Guepe (5-5)
vanderbilt,1955,Arthur Guepe (8-3)
vanderbilt,1954,Arthur Guepe (2-7)
vanderbilt,1953,Arthur Guepe (3-7)
vanderbilt,1952,Bill Edwards (3-5-2)
vanderbilt,1951,Bill Edwards (6-5)
vanderbilt,1950,Bill Edwards (7-4)
vanderbilt,1949,Bill Edwards (5-5)
vanderbilt,1948,Red Sanders (8-2-1)
vanderbilt,1947,Red Sanders (6-4)
vanderbilt,1946,Red Sanders (5-4)
vanderbilt,1945,Doby Bartling (3-6)
vanderbilt,1942,Red Sanders (6-4)
vanderbilt,1941,Red Sanders (8-2)
vanderbilt,1940,Red Sanders (3-6-1)
vanderbilt,1939,Ray Morrison (2-7-1)
vanderbilt,1938,Ray Morrison (6-3)
vanderbilt,1937,Ray Morrison (7-2)
vanderbilt,1936,Ray Morrison (3-5-1)
vanderbilt,1935,Ray Morrison (7-3)
vanderbilt,1934,Dan McGugin (6-3)
vanderbilt,1933,Dan McGugin (4-3-3)
vanderbilt,1932,Dan McGugin (6-1-2)
vanderbilt,1931,Dan McGugin (5-4)
vanderbilt,1930,Dan McGugin (8-2)
vanderbilt,1929,Dan McGugin (7-2)
vanderbilt,1928,Dan McGugin (8-2)
vanderbilt,1927,Dan McGugin (8-1-2)
vanderbilt,1926,Dan McGugin (8-1)
vanderbilt,1925,Dan McGugin (6-3)
vanderbilt,1924,Dan McGugin (6-3-1)
vanderbilt,1923,Dan McGugin (5-2-1)
vanderbilt,1922,Dan McGugin (8-0-1)
vanderbilt,1921,Dan McGugin (7-0-1)
vanderbilt,1920,Dan McGugin (5-3-1)
vanderbilt,1919,Dan McGugin (5-1-2)
vanderbilt,1918,Ray Morrison (4-2)
vanderbilt,1917,Dan McGugin (5-3)
vanderbilt,1916,Dan McGugin (7-1-1)
vanderbilt,1915,Dan McGugin (9-1)
vanderbilt,1914,Dan McGugin (2-6)
vanderbilt,1913,Dan McGugin (5-3)
vanderbilt,1912,Dan McGugin (8-1-1)
vanderbilt,1911,Dan McGugin (8-1)
vanderbilt,1910,Dan McGugin (8-0-1)
vanderbilt,1909,Dan McGugin (7-3)
vanderbilt,1908,Dan McGugin (7-2-1)
vanderbilt,1907,Dan McGugin (5-1-1)
vanderbilt,1906,Dan McGugin (8-1)
vanderbilt,1905,Dan McGugin (7-1)
vanderbilt,1904,Dan McGugin (9-0)
vanderbilt,1903,J.H. Henry (6-1-1)
vanderbilt,1902,W.H. Watkins (8-1)
virginia,2017,Bronco Mendenhall (4-1)
virginia,2016,Bronco Mendenhall (2-10)
virginia,2015,Mike London (4-8)
virginia,2014,Mike London (5-7)
virginia,2013,Mike London (2-10)
virginia,2012,Mike London (4-8)
virginia,2011,Mike London (8-5)
virginia,2010,Mike London (4-8)
virginia,2009,Al Groh (3-9)
virginia,2008,Al Groh (5-7)
virginia,2007,Al Groh (9-4)
virginia,2006,Al Groh (5-7)
virginia,2005,Al Groh (7-5)
virginia,2004,Al Groh (8-4)
virginia,2003,Al Groh (8-5)
virginia,2002,Al Groh (9-5)
virginia,2001,Al Groh (5-7)
virginia,2000,George Welsh (6-6)
virginia,1999,George Welsh (7-5)
virginia,1998,George Welsh (9-3)
virginia,1997,George Welsh (7-4)
virginia,1996,George Welsh (7-5)
virginia,1995,George Welsh (9-4)
virginia,1994,George Welsh (9-3)
virginia,1993,George Welsh (7-5)
virginia,1992,George Welsh (7-4)
virginia,1991,George Welsh (8-3-1)
virginia,1990,George Welsh (8-4)
virginia,1989,George Welsh (10-3)
virginia,1988,George Welsh (7-4)
virginia,1987,George Welsh (8-4)
virginia,1986,George Welsh (3-8)
virginia,1985,George Welsh (6-5)
virginia,1984,George Welsh (8-2-2)
virginia,1983,George Welsh (6-5)
virginia,1982,George Welsh (2-9)
virginia,1981,Dick Bestwick (1-10)
virginia,1980,Dick Bestwick (4-7)
virginia,1979,Dick Bestwick (6-5)
virginia,1978,Dick Bestwick (2-9)
virginia,1977,Dick Bestwick (1-9-1)
virginia,1976,Dick Bestwick (2-9)
virginia,1975,Sonny Randle (1-10)
virginia,1974,Sonny Randle (4-7)
virginia,1973,Don Lawrence (4-7)
virginia,1972,Don Lawrence (4-7)
virginia,1971,Don Lawrence (3-8)
