team,year,coaches_text,name,wins,losses,total_games,order,correct_order
baylor,2008,Art Briles (4-8),Art Briles,4,8,12,1,
baylor,2007,Guy Morriss (3-9),Guy Morriss,3,9,12,1,
baylor,2006,Guy Morriss (4-8),Guy Morriss,4,8,12,1,
baylor,2005,Guy Morriss (5-6),Guy Morriss,5,6,11,1,
baylor,2004,Guy Morriss (3-8),Guy Morriss,3,8,11,1,
baylor,2003,Guy Morriss (3-9),Guy Morriss,3,9,12,1,
baylor,2002,Kevin Steele (3-9),Kevin Steele,3,9,12,1,
baylor,2001,Kevin Steele (3-8),Kevin Steele,3,8,11,1,
baylor,2000,Kevin Steele (2-9),Kevin Steele,2,9,11,1,
boston-college,2016,Steve Addazio (7-6),Steve Addazio,7,6,13,1,
boston-college,2015,Steve Addazio (3-9),Steve Addazio,3,9,12,1,
boston-college,2014,Steve Addazio (7-6),Steve Addazio,7,6,13,1,
boston-college,2013,Steve Addazio (7-6),Steve Addazio,7,6,13,1,
boston-college,2012,Frank Spaziani (2-10),Frank Spaziani,2,10,12,1,
boston-college,2011,Frank Spaziani (4-8),Frank Spaziani,4,8,12,1,
boston-college,2010,Frank Spaziani (7-6),Frank Spaziani,7,6,13,1,
boston-college,2009,Frank Spaziani (8-5),Frank Spaziani,8,5,13,1,
boston-college,2008,Jeff Jagodzinski (9-5),Jeff Jagodzinski,9,5,14,1,
boston-college,2007,Jeff Jagodzinski (11-3),Jeff Jagodzinski,11,3,14,1,
boston-college,2006,"Tom O'Brien (9-3), Frank Spaziani (1-0)",Frank Spaziani,1,0,1,2,
boston-college,2006,"Tom O'Brien (9-3), Frank Spaziani (1-0)",Tom O'Brien,9,3,12,1,
boston-college,2005,Tom O'Brien (9-3),Tom O'Brien,9,3,12,1,
boston-college,2004,Tom O'Brien (9-3),Tom O'Brien,9,3,12,1,
boston-college,2003,Tom O'Brien (8-5),Tom O'Brien,8,5,13,1,
boston-college,2002,Tom O'Brien (9-4),Tom O'Brien,9,4,13,1,
boston-college,2001,Tom O'Brien (8-4),Tom O'Brien,8,4,12,1,
boston-college,2000,Tom O'Brien (7-5),Tom O'Brien,7,5,12,1,
california,2016,Sonny Dykes (5-7),Sonny Dykes,5,7,12,1,
california,2015,Sonny Dykes (8-5),Sonny Dykes,8,5,13,1,
california,2014,Sonny Dykes (5-7),Sonny Dykes,5,7,12,1,
california,2013,Sonny Dykes (1-11),Sonny Dykes,1,11,12,1,
california,2012,Jeff Tedford (3-9),Jeff Tedford,3,9,12,1,
california,2011,Jeff Tedford (7-6),Jeff Tedford,7,6,13,1,
california,2010,Jeff Tedford (5-7),Jeff Tedford,5,7,12,1,
california,2009,Jeff Tedford (8-5),Jeff Tedford,8,5,13,1,
california,2008,Jeff Tedford (9-4),Jeff Tedford,9,4,13,1,
california,2007,Jeff Tedford (7-6),Jeff Tedford,7,6,13,1,
california,2006,Jeff Tedford (10-3),Jeff Tedford,10,3,13,1,
california,2005,Jeff Tedford (8-4),Jeff Tedford,8,4,12,1,
california,2004,Jeff Tedford (10-2),Jeff Tedford,10,2,12,1,
california,2003,Jeff Tedford (8-6),Jeff Tedford,8,6,14,1,
california,2002,Jeff Tedford (7-5),Jeff Tedford,7,5,12,1,
california,2001,Tom Holmoe (1-10),Tom Holmoe,1,10,11,1,
california,2000,Tom Holmoe (3-8),Tom Holmoe,3,8,11,1,
clemson,2016,Dabo Swinney (14-1),Dabo Swinney,14,1,15,1,
clemson,2015,Dabo Swinney (14-1),Dabo Swinney,14,1,15,1,
clemson,2014,Dabo Swinney (10-3),Dabo Swinney,10,3,13,1,
clemson,2013,Dabo Swinney (11-2),Dabo Swinney,11,2,13,1,
clemson,2012,Dabo Swinney (11-2),Dabo Swinney,11,2,13,1,
clemson,2011,Dabo Swinney (10-4),Dabo Swinney,10,4,14,1,
clemson,2010,Dabo Swinney (6-7),Dabo Swinney,6,7,13,1,
clemson,2009,Dabo Swinney (9-5),Dabo Swinney,9,5,14,1,
clemson,2008,"Tommy Bowden (3-3), Dabo Swinney (4-3)",Dabo Swinney,4,3,7,2,
clemson,2008,"Tommy Bowden (3-3), Dabo Swinney (4-3)",Tommy Bowden,3,3,6,1,
clemson,2007,Tommy Bowden (9-4),Tommy Bowden,9,4,13,1,
clemson,2006,Tommy Bowden (8-5),Tommy Bowden,8,5,13,1,
clemson,2005,Tommy Bowden (8-4),Tommy Bowden,8,4,12,1,
clemson,2004,Tommy Bowden (6-5),Tommy Bowden,6,5,11,1,
clemson,2003,Tommy Bowden (9-4),Tommy Bowden,9,4,13,1,
clemson,2002,Tommy Bowden (7-6),Tommy Bowden,7,6,13,1,
clemson,2001,Tommy Bowden (7-5),Tommy Bowden,7,5,12,1,
clemson,2000,Tommy Bowden (9-3),Tommy Bowden,9,3,12,1,
colorado,2016,Mike MacIntyre (10-4),Mike MacIntyre,10,4,14,1,
colorado,2015,Mike MacIntyre (4-9),Mike MacIntyre,4,9,13,1,
colorado,2014,Mike MacIntyre (2-10),Mike MacIntyre,2,10,12,1,
colorado,2013,Mike MacIntyre (4-8),Mike MacIntyre,4,8,12,1,
colorado,2012,Jon Embree (1-11),Jon Embree,1,11,12,1,
colorado,2011,Jon Embree (3-10),Jon Embree,3,10,13,1,
colorado,2010,"Dan Hawkins (3-6), Brian Cabral (2-1)",Brian Cabral,2,1,3,2,
colorado,2010,"Dan Hawkins (3-6), Brian Cabral (2-1)",Dan Hawkins,3,6,9,1,
colorado,2009,Dan Hawkins (3-9),Dan Hawkins,3,9,12,1,
colorado,2008,Dan Hawkins (5-7),Dan Hawkins,5,7,12,1,
colorado,2007,Dan Hawkins (6-7),Dan Hawkins,6,7,13,1,
colorado,2006,Dan Hawkins (2-10),Dan Hawkins,2,10,12,1,
colorado,2005,"Gary Barnett (7-5), Mike Hankwitz (0-1)",Mike Hankwitz,0,1,1,2,
colorado,2005,"Gary Barnett (7-5), Mike Hankwitz (0-1)",Gary Barnett,7,5,12,1,
colorado,2004,Gary Barnett (8-5),Gary Barnett,8,5,13,1,
colorado,2003,Gary Barnett (5-7),Gary Barnett,5,7,12,1,
colorado,2002,Gary Barnett (9-5),Gary Barnett,9,5,14,1,
colorado,2001,Gary Barnett (10-3),Gary Barnett,10,3,13,1,
colorado,2000,Gary Barnett (3-8),Gary Barnett,3,8,11,1,
duke,2016,David Cutcliffe (4-8),David Cutcliffe,4,8,12,1,
duke,2015,David Cutcliffe (8-5),David Cutcliffe,8,5,13,1,
duke,2014,David Cutcliffe (9-4),David Cutcliffe,9,4,13,1,
duke,2013,David Cutcliffe (10-4),David Cutcliffe,10,4,14,1,
duke,2012,David Cutcliffe (6-7),David Cutcliffe,6,7,13,1,
duke,2011,David Cutcliffe (3-9),David Cutcliffe,3,9,12,1,
duke,2010,David Cutcliffe (3-9),David Cutcliffe,3,9,12,1,
duke,2009,David Cutcliffe (5-7),David Cutcliffe,5,7,12,1,
duke,2008,David Cutcliffe (4-8),David Cutcliffe,4,8,12,1,
duke,2007,Ted Roof (1-11),Ted Roof,1,11,12,1,
duke,2006,Ted Roof (0-12),Ted Roof,0,12,12,1,
duke,2005,Ted Roof (1-10),Ted Roof,1,10,11,1,
duke,2004,Ted Roof (2-9),Ted Roof,2,9,11,1,
duke,2003,Carl Franks (4-8),Carl Franks,4,8,12,1,
duke,2002,Carl Franks (2-10),Carl Franks,2,10,12,1,
duke,2001,Carl Franks (0-11),Carl Franks,0,11,11,1,
duke,2000,Carl Franks (0-11),Carl Franks,0,11,11,1,
florida,2016,Jim McElwain (9-4),Jim McElwain,9,4,13,1,
florida,2015,Jim McElwain (10-4),Jim McElwain,10,4,14,1,
florida,2014,"D.J. Durkin (1-0), Will Muschamp (6-5)",Will Muschamp,6,5,11,2,1
florida,2014,"D.J. Durkin (1-0), Will Muschamp (6-5)",D.J. Durkin,1,0,1,1,2
florida,2013,Will Muschamp (4-8),Will Muschamp,4,8,12,1,
florida,2012,Will Muschamp (11-2),Will Muschamp,11,2,13,1,
florida,2011,Will Muschamp (7-6),Will Muschamp,7,6,13,1,
florida,2010,Urban Meyer (8-5),Urban Meyer,8,5,13,1,
florida,2009,Urban Meyer (13-1),Urban Meyer,13,1,14,1,
florida,2008,Urban Meyer (13-1),Urban Meyer,13,1,14,1,
florida,2007,Urban Meyer (9-4),Urban Meyer,9,4,13,1,
florida,2006,Urban Meyer (13-1),Urban Meyer,13,1,14,1,
florida,2005,Urban Meyer (9-3),Urban Meyer,9,3,12,1,
florida,2004,"Ron Zook (7-4), Charlie Strong (0-1)",Charlie Strong,0,1,1,2,
florida,2004,"Ron Zook (7-4), Charlie Strong (0-1)",Ron Zook,7,4,11,1,
florida,2003,Ron Zook (8-5),Ron Zook,8,5,13,1,
florida,2002,Ron Zook (8-5),Ron Zook,8,5,13,1,
florida,2001,Steve Spurrier (10-2),Steve Spurrier,10,2,12,1,
florida,2000,Steve Spurrier (10-3),Steve Spurrier,10,3,13,1,
florida-state,2016,Jimbo Fisher (10-3),Jimbo Fisher,10,3,13,1,
florida-state,2015,Jimbo Fisher (10-3),Jimbo Fisher,10,3,13,1,
florida-state,2014,Jimbo Fisher (13-1),Jimbo Fisher,13,1,14,1,
florida-state,2013,Jimbo Fisher (14-0),Jimbo Fisher,14,0,14,1,
florida-state,2012,Jimbo Fisher (12-2),Jimbo Fisher,12,2,14,1,
florida-state,2011,Jimbo Fisher (9-4),Jimbo Fisher,9,4,13,1,
florida-state,2010,Jimbo Fisher (10-4),Jimbo Fisher,10,4,14,1,
florida-state,2009,Bobby Bowden (7-6),Bobby Bowden,7,6,13,1,
florida-state,2008,Bobby Bowden (9-4),Bobby Bowden,9,4,13,1,
florida-state,2007,Bobby Bowden (7-6),Bobby Bowden,7,6,13,1,
florida-state,2006,Bobby Bowden (7-6),Bobby Bowden,7,6,13,1,
florida-state,2005,Bobby Bowden (8-5),Bobby Bowden,8,5,13,1,
florida-state,2004,Bobby Bowden (9-3),Bobby Bowden,9,3,12,1,
florida-state,2003,Bobby Bowden (10-3),Bobby Bowden,10,3,13,1,
florida-state,2002,Bobby Bowden (9-5),Bobby Bowden,9,5,14,1,
florida-state,2001,Bobby Bowden (8-4),Bobby Bowden,8,4,12,1,
florida-state,2000,Bobby Bowden (11-2),Bobby Bowden,11,2,13,1,
georgia,2016,Kirby Smart (8-5),Kirby Smart,8,5,13,1,
georgia,2015,"Bryan McClendon (1-0), Mark Richt (9-3)",Mark Richt,9,3,12,2,1
georgia,2015,"Bryan McClendon (1-0), Mark Richt (9-3)",Bryan McClendon,1,0,1,1,2
georgia,2014,Mark Richt (10-3),Mark Richt,10,3,13,1,
georgia,2013,Mark Richt (8-5),Mark Richt,8,5,13,1,
georgia,2012,Mark Richt (12-2),Mark Richt,12,2,14,1,
georgia,2011,Mark Richt (10-4),Mark Richt,10,4,14,1,
georgia,2010,Mark Richt (6-7),Mark Richt,6,7,13,1,
georgia,2009,Mark Richt (8-5),Mark Richt,8,5,13,1,
georgia,2008,Mark Richt (10-3),Mark Richt,10,3,13,1,
georgia,2007,Mark Richt (11-2),Mark Richt,11,2,13,1,
georgia,2006,Mark Richt (9-4),Mark Richt,9,4,13,1,
georgia,2005,Mark Richt (10-3),Mark Richt,10,3,13,1,
georgia,2004,Mark Richt (10-2),Mark Richt,10,2,12,1,
georgia,2003,Mark Richt (11-3),Mark Richt,11,3,14,1,
georgia,2002,Mark Richt (13-1),Mark Richt,13,1,14,1,
georgia,2001,Mark Richt (8-4),Mark Richt,8,4,12,1,
georgia,2000,Jim Donnan (8-4),Jim Donnan,8,4,12,1,
georgia-tech,2016,Paul Johnson (9-4),Paul Johnson,9,4,13,1,
georgia-tech,2015,Paul Johnson (3-9),Paul Johnson,3,9,12,1,
georgia-tech,2014,Paul Johnson (11-3),Paul Johnson,11,3,14,1,
georgia-tech,2013,Paul Johnson (7-6),Paul Johnson,7,6,13,1,
georgia-tech,2012,Paul Johnson (7-7),Paul Johnson,7,7,14,1,
georgia-tech,2011,Paul Johnson (8-5),Paul Johnson,8,5,13,1,
georgia-tech,2010,Paul Johnson (6-7),Paul Johnson,6,7,13,1,
georgia-tech,2009,Paul Johnson (11-3),Paul Johnson,11,3,14,1,
georgia-tech,2008,Paul Johnson (9-4),Paul Johnson,9,4,13,1,
georgia-tech,2007,"Chan Gailey (7-5), Jon Tenuta (0-1)",Jon Tenuta,0,1,1,2,
georgia-tech,2007,"Chan Gailey (7-5), Jon Tenuta (0-1)",Chan Gailey,7,5,12,1,
georgia-tech,2006,Chan Gailey (9-5),Chan Gailey,9,5,14,1,
georgia-tech,2005,Chan Gailey (7-5),Chan Gailey,7,5,12,1,
georgia-tech,2004,Chan Gailey (7-5),Chan Gailey,7,5,12,1,
georgia-tech,2003,Chan Gailey (7-6),Chan Gailey,7,6,13,1,
georgia-tech,2002,Chan Gailey (7-6),Chan Gailey,7,6,13,1,
georgia-tech,2001,"George O'Leary (7-5), Mac McWhorter (1-0)",Mac McWhorter,1,0,1,2,
georgia-tech,2001,"George O'Leary (7-5), Mac McWhorter (1-0)",George O'Leary,7,5,12,1,
georgia-tech,2000,George O'Leary (9-3),George O'Leary,9,3,12,1,
illinois,2016,Lovie Smith (3-9),Lovie Smith,3,9,12,1,
illinois,2015,Bill Cubit (5-7),Bill Cubit,5,7,12,1,
illinois,2014,Tim Beckman (6-7),Tim Beckman,6,7,13,1,
illinois,2013,Tim Beckman (4-8),Tim Beckman,4,8,12,1,
illinois,2012,Tim Beckman (2-10),Tim Beckman,2,10,12,1,
illinois,2011,"Ron Zook (6-6), Vic Koenning (1-0)",Vic Koenning,1,0,1,2,
illinois,2011,"Ron Zook (6-6), Vic Koenning (1-0)",Ron Zook,6,6,12,1,
illinois,2010,Ron Zook (7-6),Ron Zook,7,6,13,1,
illinois,2009,Ron Zook (3-9),Ron Zook,3,9,12,1,
illinois,2008,Ron Zook (5-7),Ron Zook,5,7,12,1,
illinois,2007,Ron Zook (9-4),Ron Zook,9,4,13,1,
illinois,2006,Ron Zook (2-10),Ron Zook,2,10,12,1,
illinois,2005,Ron Zook (2-9),Ron Zook,2,9,11,1,
illinois,2004,Ron Turner (3-8),Ron Turner,3,8,11,1,
illinois,2003,Ron Turner (1-11),Ron Turner,1,11,12,1,
illinois,2002,Ron Turner (5-7),Ron Turner,5,7,12,1,
illinois,2001,Ron Turner (10-2),Ron Turner,10,2,12,1,
illinois,2000,Ron Turner (5-6),Ron Turner,5,6,11,1,
indiana,2016,"Kevin Wilson (6-6), Tom Allen (0-1)",Tom Allen,0,1,1,2,
indiana,2016,"Kevin Wilson (6-6), Tom Allen (0-1)",Kevin Wilson,6,6,12,1,
indiana,2015,Kevin Wilson (6-7),Kevin Wilson,6,7,13,1,
indiana,2014,Kevin Wilson (4-8),Kevin Wilson,4,8,12,1,
indiana,2013,Kevin Wilson (5-7),Kevin Wilson,5,7,12,1,
indiana,2012,Kevin Wilson (4-8),Kevin Wilson,4,8,12,1,
indiana,2011,Kevin Wilson (1-11),Kevin Wilson,1,11,12,1,
indiana,2010,Bill Lynch (5-7),Bill Lynch,5,7,12,1,
indiana,2009,Bill Lynch (4-8),Bill Lynch,4,8,12,1,
indiana,2008,Bill Lynch (3-9),Bill Lynch,3,9,12,1,
indiana,2007,Bill Lynch (7-6),Bill Lynch,7,6,13,1,
indiana,2006,Terry Hoeppner (5-7),Terry Hoeppner,5,7,12,1,
indiana,2005,Terry Hoeppner (4-7),Terry Hoeppner,4,7,11,1,
indiana,2004,Gerry DiNardo (3-8),Gerry DiNardo,3,8,11,1,
indiana,2003,Gerry DiNardo (2-10),Gerry DiNardo,2,10,12,1,
indiana,2002,Gerry DiNardo (3-9),Gerry DiNardo,3,9,12,1,
indiana,2001,Cam Cameron (5-6),Cam Cameron,5,6,11,1,
indiana,2000,Cam Cameron (3-8),Cam Cameron,3,8,11,1,
iowa,2016,Kirk Ferentz (8-5),Kirk Ferentz,8,5,13,1,
iowa,2015,Kirk Ferentz (12-2),Kirk Ferentz,12,2,14,1,
iowa,2014,Kirk Ferentz (7-6),Kirk Ferentz,7,6,13,1,
iowa,2013,Kirk Ferentz (8-5),Kirk Ferentz,8,5,13,1,
iowa,2012,Kirk Ferentz (4-8),Kirk Ferentz,4,8,12,1,
iowa,2011,Kirk Ferentz (7-6),Kirk Ferentz,7,6,13,1,
iowa,2010,Kirk Ferentz (8-5),Kirk Ferentz,8,5,13,1,
iowa,2009,Kirk Ferentz (11-2),Kirk Ferentz,11,2,13,1,
iowa,2008,Kirk Ferentz (9-4),Kirk Ferentz,9,4,13,1,
iowa,2007,Kirk Ferentz (6-6),Kirk Ferentz,6,6,12,1,
iowa,2006,Kirk Ferentz (6-7),Kirk Ferentz,6,7,13,1,
iowa,2005,Kirk Ferentz (7-5),Kirk Ferentz,7,5,12,1,
iowa,2004,Kirk Ferentz (10-2),Kirk Ferentz,10,2,12,1,
iowa,2003,Kirk Ferentz (10-3),Kirk Ferentz,10,3,13,1,
iowa,2002,Kirk Ferentz (11-2),Kirk Ferentz,11,2,13,1,
iowa,2001,Kirk Ferentz (7-5),Kirk Ferentz,7,5,12,1,
iowa,2000,Kirk Ferentz (3-9),Kirk Ferentz,3,9,12,1,
iowa-state,2016,Matt Campbell (3-9),Matt Campbell,3,9,12,1,
iowa-state,2015,Paul Rhoads (3-9),Paul Rhoads,3,9,12,1,
iowa-state,2014,Paul Rhoads (2-10),Paul Rhoads,2,10,12,1,
iowa-state,2013,Paul Rhoads (3-9),Paul Rhoads,3,9,12,1,
iowa-state,2012,Paul Rhoads (6-7),Paul Rhoads,6,7,13,1,
iowa-state,2011,Paul Rhoads (6-7),Paul Rhoads,6,7,13,1,
iowa-state,2010,Paul Rhoads (5-7),Paul Rhoads,5,7,12,1,
iowa-state,2009,Paul Rhoads (7-6),Paul Rhoads,7,6,13,1,
iowa-state,2008,Gene Chizik (2-10),Gene Chizik,2,10,12,1,
iowa-state,2007,Gene Chizik (3-9),Gene Chizik,3,9,12,1,
iowa-state,2006,Dan McCarney (4-8),Dan McCarney,4,8,12,1,
iowa-state,2005,Dan McCarney (7-5),Dan McCarney,7,5,12,1,
iowa-state,2004,Dan McCarney (7-5),Dan McCarney,7,5,12,1,
iowa-state,2003,Dan McCarney (2-10),Dan McCarney,2,10,12,1,
iowa-state,2002,Dan McCarney (7-7),Dan McCarney,7,7,14,1,
iowa-state,2001,Dan McCarney (7-5),Dan McCarney,7,5,12,1,
iowa-state,2000,Dan McCarney (9-3),Dan McCarney,9,3,12,1,
kansas,2016,David Beaty (2-10),David Beaty,2,10,12,1,
kansas,2015,David Beaty (0-12),David Beaty,0,12,12,1,
kansas,2014,"Charlie Weis (2-2), Clint Bowen (1-7)",Clint Bowen,1,7,8,2,
kansas,2014,"Charlie Weis (2-2), Clint Bowen (1-7)",Charlie Weis,2,2,4,1,
kansas,2013,Charlie Weis (3-9),Charlie Weis,3,9,12,1,
kansas,2012,Charlie Weis (1-11),Charlie Weis,1,11,12,1,
kansas,2011,Turner Gill (2-10),Turner Gill,2,10,12,1,
kansas,2010,Turner Gill (3-9),Turner Gill,3,9,12,1,
kansas,2009,Mark Mangino (5-7),Mark Mangino,5,7,12,1,
kansas,2008,Mark Mangino (8-5),Mark Mangino,8,5,13,1,
kansas,2007,Mark Mangino (12-1),Mark Mangino,12,1,13,1,
kansas,2006,Mark Mangino (6-6),Mark Mangino,6,6,12,1,
kansas,2005,Mark Mangino (7-5),Mark Mangino,7,5,12,1,
kansas,2004,Mark Mangino (4-7),Mark Mangino,4,7,11,1,
kansas,2003,Mark Mangino (6-7),Mark Mangino,6,7,13,1,
kansas,2002,Mark Mangino (2-10),Mark Mangino,2,10,12,1,
kansas,2001,"Terry Allen (2-6), Tom Hayes (1-2)",Tom Hayes,1,2,3,2,
kansas,2001,"Terry Allen (2-6), Tom Hayes (1-2)",Terry Allen,2,6,8,1,
kansas,2000,Terry Allen (4-7),Terry Allen,4,7,11,1,
kansas-state,2016,Bill Snyder (9-4),Bill Snyder,9,4,13,1,
kansas-state,2015,Bill Snyder (6-7),Bill Snyder,6,7,13,1,
kansas-state,2014,Bill Snyder (9-4),Bill Snyder,9,4,13,1,
kansas-state,2013,Bill Snyder (8-5),Bill Snyder,8,5,13,1,
kansas-state,2012,Bill Snyder (11-2),Bill Snyder,11,2,13,1,
kansas-state,2011,Bill Snyder (10-3),Bill Snyder,10,3,13,1,
kansas-state,2010,Bill Snyder (7-6),Bill Snyder,7,6,13,1,
kansas-state,2009,Bill Snyder (6-6),Bill Snyder,6,6,12,1,
kansas-state,2008,Ron Prince (5-7),Ron Prince,5,7,12,1,
kansas-state,2007,Ron Prince (5-7),Ron Prince,5,7,12,1,
kansas-state,2006,Ron Prince (7-6),Ron Prince,7,6,13,1,
kansas-state,2005,Bill Snyder (5-6),Bill Snyder,5,6,11,1,
kansas-state,2004,Bill Snyder (4-7),Bill Snyder,4,7,11,1,
kansas-state,2003,Bill Snyder (11-4),Bill Snyder,11,4,15,1,
kansas-state,2002,Bill Snyder (11-2),Bill Snyder,11,2,13,1,
kansas-state,2001,Bill Snyder (6-6),Bill Snyder,6,6,12,1,
kansas-state,2000,Bill Snyder (11-3),Bill Snyder,11,3,14,1,
kentucky,2016,Mark Stoops (7-6),Mark Stoops,7,6,13,1,
kentucky,2015,Mark Stoops (5-7),Mark Stoops,5,7,12,1,
kentucky,2014,Mark Stoops (5-7),Mark Stoops,5,7,12,1,
kentucky,2013,Mark Stoops (2-10),Mark Stoops,2,10,12,1,
kentucky,2012,Joker Phillips (2-10),Joker Phillips,2,10,12,1,
kentucky,2011,Joker Phillips (5-7),Joker Phillips,5,7,12,1,
kentucky,2010,Joker Phillips (6-7),Joker Phillips,6,7,13,1,
kentucky,2009,Rich Brooks (7-6),Rich Brooks,7,6,13,1,
kentucky,2008,Rich Brooks (7-6),Rich Brooks,7,6,13,1,
kentucky,2007,Rich Brooks (8-5),Rich Brooks,8,5,13,1,
kentucky,2006,Rich Brooks (8-5),Rich Brooks,8,5,13,1,
kentucky,2005,Rich Brooks (3-8),Rich Brooks,3,8,11,1,
kentucky,2004,Rich Brooks (2-9),Rich Brooks,2,9,11,1,
kentucky,2003,Rich Brooks (4-8),Rich Brooks,4,8,12,1,
kentucky,2002,Guy Morriss (7-5),Guy Morriss,7,5,12,1,
kentucky,2001,Guy Morriss (2-9),Guy Morriss,2,9,11,1,
kentucky,2000,Hal Mumme (2-9),Hal Mumme,2,9,11,1,
louisville,2016,Bobby Petrino (9-4),Bobby Petrino,9,4,13,1,
louisville,2015,Bobby Petrino (8-5),Bobby Petrino,8,5,13,1,
louisville,2014,Bobby Petrino (9-4),Bobby Petrino,9,4,13,1,
louisville,2013,Charlie Strong (12-1),Charlie Strong,12,1,13,1,
louisville,2012,Charlie Strong (11-2),Charlie Strong,11,2,13,1,
louisville,2011,Charlie Strong (7-6),Charlie Strong,7,6,13,1,
louisville,2010,Charlie Strong (7-6),Charlie Strong,7,6,13,1,
louisville,2009,Steve Kragthorpe (4-8),Steve Kragthorpe,4,8,12,1,
louisville,2008,Steve Kragthorpe (5-7),Steve Kragthorpe,5,7,12,1,
louisville,2007,Steve Kragthorpe (6-6),Steve Kragthorpe,6,6,12,1,
louisville,2006,Bobby Petrino (12-1),Bobby Petrino,12,1,13,1,
louisville,2005,Bobby Petrino (9-3),Bobby Petrino,9,3,12,1,
louisville,2004,Bobby Petrino (11-1),Bobby Petrino,11,1,12,1,
louisville,2003,Bobby Petrino (9-4),Bobby Petrino,9,4,13,1,
louisville,2002,John Smith (7-6),John Smith,7,6,13,1,
louisville,2001,John Smith (11-2),John Smith,11,2,13,1,
louisville,2000,John Smith (9-3),John Smith,9,3,12,1,
louisiana-state,2016,"Ed Orgeron (6-2), Les Miles (2-2)",Les Miles,2,2,4,2,1
louisiana-state,2016,"Ed Orgeron (6-2), Les Miles (2-2)",Ed Orgeron,6,2,8,1,2
louisiana-state,2015,Les Miles (9-3),Les Miles,9,3,12,1,
louisiana-state,2014,Les Miles (8-5),Les Miles,8,5,13,1,
louisiana-state,2013,Les Miles (10-3),Les Miles,10,3,13,1,
louisiana-state,2012,Les Miles (10-3),Les Miles,10,3,13,1,
louisiana-state,2011,Les Miles (13-1),Les Miles,13,1,14,1,
louisiana-state,2010,Les Miles (11-2),Les Miles,11,2,13,1,
louisiana-state,2009,Les Miles (9-4),Les Miles,9,4,13,1,
louisiana-state,2008,Les Miles (8-5),Les Miles,8,5,13,1,
louisiana-state,2007,Les Miles (12-2),Les Miles,12,2,14,1,
louisiana-state,2006,Les Miles (11-2),Les Miles,11,2,13,1,
louisiana-state,2005,Les Miles (11-2),Les Miles,11,2,13,1,
louisiana-state,2004,Nick Saban (9-3),Nick Saban,9,3,12,1,
louisiana-state,2003,Nick Saban (13-1),Nick Saban,13,1,14,1,
louisiana-state,2002,Nick Saban (8-5),Nick Saban,8,5,13,1,
louisiana-state,2001,Nick Saban (10-3),Nick Saban,10,3,13,1,
louisiana-state,2000,Nick Saban (8-4),Nick Saban,8,4,12,1,
maryland,2016,D.J. Durkin (6-7),D.J. Durkin,6,7,13,1,
maryland,2015,"Randy Edsall (2-4), Mike Locksley (1-5)",Mike Locksley,1,5,6,2,
maryland,2015,"Randy Edsall (2-4), Mike Locksley (1-5)",Randy Edsall,2,4,6,1,
maryland,2014,Randy Edsall (7-6),Randy Edsall,7,6,13,1,
maryland,2013,Randy Edsall (7-6),Randy Edsall,7,6,13,1,
maryland,2012,Randy Edsall (4-8),Randy Edsall,4,8,12,1,
maryland,2011,Randy Edsall (2-10),Randy Edsall,2,10,12,1,
maryland,2010,Ralph Friedgen (9-4),Ralph Friedgen,9,4,13,1,
maryland,2009,Ralph Friedgen (2-10),Ralph Friedgen,2,10,12,1,
maryland,2008,Ralph Friedgen (8-5),Ralph Friedgen,8,5,13,1,
maryland,2007,Ralph Friedgen (6-7),Ralph Friedgen,6,7,13,1,
maryland,2006,Ralph Friedgen (9-4),Ralph Friedgen,9,4,13,1,
maryland,2005,Ralph Friedgen (5-6),Ralph Friedgen,5,6,11,1,
maryland,2004,Ralph Friedgen (5-6),Ralph Friedgen,5,6,11,1,
maryland,2003,Ralph Friedgen (10-3),Ralph Friedgen,10,3,13,1,
maryland,2002,Ralph Friedgen (11-3),Ralph Friedgen,11,3,14,1,
maryland,2001,Ralph Friedgen (10-2),Ralph Friedgen,10,2,12,1,
maryland,2000,Ron Vanderlinden (5-6),Ron Vanderlinden,5,6,11,1,
miami-fl,2016,Mark Richt (9-4),Mark Richt,9,4,13,1,
miami-fl,2015,"Al Golden (4-3), Larry Scott (4-2)",Larry Scott,4,2,6,2,
miami-fl,2015,"Al Golden (4-3), Larry Scott (4-2)",Al Golden,4,3,7,1,
miami-fl,2014,Al Golden (6-7),Al Golden,6,7,13,1,
miami-fl,2013,Al Golden (9-4),Al Golden,9,4,13,1,
miami-fl,2012,Al Golden (7-5),Al Golden,7,5,12,1,
miami-fl,2011,Al Golden (6-6),Al Golden,6,6,12,1,
miami-fl,2010,"Randy Shannon (7-5), Jeff Stoutland (0-1)",Jeff Stoutland,0,1,1,2,
miami-fl,2010,"Randy Shannon (7-5), Jeff Stoutland (0-1)",Randy Shannon,7,5,12,1,
miami-fl,2009,Randy Shannon (9-4),Randy Shannon,9,4,13,1,
miami-fl,2008,Randy Shannon (7-6),Randy Shannon,7,6,13,1,
miami-fl,2007,Randy Shannon (5-7),Randy Shannon,5,7,12,1,
miami-fl,2006,Larry Coker (7-6),Larry Coker,7,6,13,1,
miami-fl,2005,Larry Coker (9-3),Larry Coker,9,3,12,1,
miami-fl,2004,Larry Coker (9-3),Larry Coker,9,3,12,1,
miami-fl,2003,Larry Coker (11-2),Larry Coker,11,2,13,1,
