slug,coach,franchise,seasons,games,wins,losses,min_year,max_year,left_censor
brown|14|16|PHI,B. Brown,PHI,3,246,47,199,2014,2016,False
skiles|01|02|PHO,S. Skiles,PHO,2,133,76,57,2001,2002,True
johnson|02|04|PHO,F. Johnson,PHO,3,134,63,71,2002,2004,False
d'antoni|04|08|PHO,M. D'Antoni,PHO,5,389,253,136,2004,2008,False
porter|09|09|PHO,T. Porter,PHO,1,51,28,23,2009,2009,False
gentry|09|13|PHO,A. Gentry,PHO,5,302,158,144,2009,2013,False
hunter|13|13|PHO,L. Hunter,PHO,1,41,12,29,2013,2013,False
hornacek|14|16|PHO,J. Hornacek,PHO,3,213,101,112,2014,2016,False
watson|16|16|PHO,E. Watson,PHO,1,33,9,24,2016,2016,False
dunleavy|01|01|POR,M. Dunleavy,POR,1,82,50,32,2001,2001,True
cheeks|02|05|POR,M. Cheeks,POR,4,301,162,139,2002,2005,False
pritchard|05|05|POR,K. Pritchard,POR,1,27,5,22,2005,2005,False
mcmillan|06|12|POR,N. McMillan,POR,7,535,266,269,2006,2012,False
canales|12|12|POR,K. Canales,POR,1,23,8,15,2012,2012,False
stotts|13|16|POR,T. Stotts,POR,4,328,182,146,2013,2016,False
adelman|01|06|SAC,R. Adelman,SAC,6,492,324,168,2001,2006,True
musselman|07|07|SAC,E. Musselman,SAC,1,82,33,49,2007,2007,False
theus|08|09|SAC,R. Theus,SAC,2,106,44,62,2008,2009,False
natt|09|09|SAC,K. Natt,SAC,1,58,11,47,2009,2009,False
westphal|10|12|SAC,P. Westphal,SAC,3,171,51,120,2010,2012,False
smart|12|13|SAC,K. Smart,SAC,2,141,48,93,2012,2013,False
malone|14|15|SAC,M. Malone,SAC,2,106,39,67,2014,2015,False
corbin|15|15|SAC,T. Corbin,SAC,1,28,7,21,2015,2015,False
karl|15|16|SAC,G. Karl,SAC,2,112,44,68,2015,2016,False
popovich|01|16|SAS,G. Popovich,SAS,16,1296,926,370,2001,2016,True
westphal|01|01|SEAOKC,P. Westphal,SEAOKC,1,15,6,9,2001,2001,True
mcmillan|01|05|SEAOKC,N. McMillan,SEAOKC,5,395,212,183,2001,2005,False
weiss|06|06|SEAOKC,B. Weiss,SEAOKC,1,30,13,17,2006,2006,False
hill|06|07|SEAOKC,B. Hill,SEAOKC,2,134,53,81,2006,2007,False
carlesimo|08|09|SEAOKC,P. Carlesimo,SEAOKC,2,95,21,74,2008,2009,False
brooks|09|15|SEAOKC,S. Brooks,SEAOKC,7,545,338,207,2009,2015,False
donovan|16|16|SEAOKC,B. Donovan,SEAOKC,1,82,55,27,2016,2016,False
wilkens|01|03|TOR,L. Wilkens,TOR,3,246,113,133,2001,2003,True
o'neill|04|04|TOR,K. O'Neill,TOR,1,82,33,49,2004,2004,False
mitchell|05|09|TOR,S. Mitchell,TOR,5,345,156,189,2005,2009,False
triano|09|11|TOR,J. Triano,TOR,3,229,87,142,2009,2011,False
casey|12|16|TOR,D. Casey,TOR,5,394,210,184,2012,2016,False
sloan|01|11|UTA,J. Sloan,UTA,11,874,490,384,2001,2011,True
corbin|11|14|UTA,T. Corbin,UTA,4,258,112,146,2011,2014,False
snyder|15|16|UTA,Q. Snyder,UTA,2,164,78,86,2015,2016,False
lowe|01|03|VANMEM,S. Lowe,VANMEM,3,172,46,126,2001,2003,True
brown|03|05|VANMEM,H. Brown,VANMEM,3,168,83,85,2003,2005,False
hollins|05|05|VANMEM,L. Hollins,VANMEM,1,4,0,4,2005,2005,False
fratello|05|07|VANMEM,M. Fratello,VANMEM,3,178,95,83,2005,2007,False
barone|07|07|VANMEM,T. Barone,VANMEM,1,52,16,36,2007,2007,False
iavaroni|08|09|VANMEM,M. Iavaroni,VANMEM,2,123,33,90,2008,2009,False
davis|09|09|VANMEM,J. Davis,VANMEM,1,2,0,2,2009,2009,False
hollins|09|13|VANMEM,L. Hollins,VANMEM,5,351,196,155,2009,2013,False
joerger|14|16|VANMEM,D. Joerger,VANMEM,3,246,147,99,2014,2016,False
hamilton|01|01|WAS,L. Hamilton,WAS,1,82,19,63,2001,2001,True
collins|02|03|WAS,D. Collins,WAS,2,164,74,90,2002,2003,False
jordan|04|09|WAS,E. Jordan,WAS,6,421,197,224,2004,2009,False
tapscott|09|09|WAS,E. Tapscott,WAS,1,71,18,53,2009,2009,False
saunders|10|12|WAS,F. Saunders,WAS,3,181,51,130,2010,2012,False
wittman|12|16|WAS,R. Wittman,WAS,5,377,178,199,2012,2016,False
