franchise,team,year,coaches_text
SAC,SAC,1954,L. Harrison (44-28)
SAC,SAC,1953,L. Harrison (44-26)
SAC,SAC,1952,L. Harrison (41-25)
SAC,SAC,1951,L. Harrison (41-27)
SAC,SAC,1950,L. Harrison (51-17)
SAC,SAC,1949,L. Harrison (45-15)
SAS,SAS,2018,G. Popovich (7-4)
SAS,SAS,2017,G. Popovich (61-21)
SAS,SAS,2016,G. Popovich (67-15)
SAS,SAS,2015,G. Popovich (55-27)
SAS,SAS,2014,G. Popovich (62-20)
SAS,SAS,2013,G. Popovich (58-24)
SAS,SAS,2012,G. Popovich (50-16)
SAS,SAS,2011,G. Popovich (61-21)
SAS,SAS,2010,G. Popovich (50-32)
SAS,SAS,2009,G. Popovich (54-28)
SAS,SAS,2008,G. Popovich (56-26)
SAS,SAS,2007,G. Popovich (58-24)
SAS,SAS,2006,G. Popovich (63-19)
SAS,SAS,2005,G. Popovich (59-23)
SAS,SAS,2004,G. Popovich (57-25)
SAS,SAS,2003,G. Popovich (60-22)
SAS,SAS,2002,G. Popovich (58-24)
SAS,SAS,2001,G. Popovich (58-24)
SAS,SAS,2000,G. Popovich (53-29)
SAS,SAS,1999,G. Popovich (37-13)
SAS,SAS,1998,G. Popovich (56-26)
SAS,SAS,1997,"B. Hill (3-15), G. Popovich (17-47)"
SAS,SAS,1996,B. Hill (59-23)
SAS,SAS,1995,B. Hill (62-20)
SAS,SAS,1994,J. Lucas (55-27)
SAS,SAS,1993,"J. Tarkanian (9-11), R. Hughes (1-0), J. Lucas (39-22)"
SAS,SAS,1992,"L. Brown (21-17), B. Bass (26-18)"
SAS,SAS,1991,L. Brown (55-27)
SAS,SAS,1990,L. Brown (56-26)
SAS,SAS,1989,L. Brown (21-61)
SAS,SAS,1988,B. Weiss (31-51)
SAS,SAS,1987,B. Weiss (28-54)
SAS,SAS,1986,C. Fitzsimmons (35-47)
SAS,SAS,1985,C. Fitzsimmons (41-41)
SAS,SAS,1984,"M. McHone (11-20), B. Bass (26-25)"
SAS,SAS,1983,S. Albeck (53-29)
SAS,SAS,1982,S. Albeck (48-34)
SAS,SAS,1981,S. Albeck (52-30)
SAS,SAS,1980,"D. Moe (33-33), B. Bass (8-8)"
SAS,SAS,1979,D. Moe (48-34)
SAS,SAS,1978,D. Moe (52-30)
SAS,SAS,1977,D. Moe (44-38)
SAS,SAS,1976,B. Bass (50-34)
SAS,SAS,1975,"T. Nissalke (18-10), B. Bass (33-23)"
SAS,SAS,1974,T. Nissalke (45-39)
SAS,SAS,1973,"B. McCarthy (24-48), D. Brown (4-8)"
SAS,SAS,1972,T. Nissalke (42-42)
SAS,SAS,1971,"M. Williams (5-14), B. Blakeley (25-40)"
SAS,SAS,1970,"C. Hagan (22-21), M. Williams (23-18)"
SAS,SAS,1969,C. Hagan (41-37)
SAS,SAS,1968,C. Hagan (46-32)
TOR,TOR,2018,D. Casey (7-4)
TOR,TOR,2017,D. Casey (51-31)
TOR,TOR,2016,D. Casey (56-26)
TOR,TOR,2015,D. Casey (49-33)
TOR,TOR,2014,D. Casey (48-34)
TOR,TOR,2013,D. Casey (34-48)
TOR,TOR,2012,D. Casey (23-43)
TOR,TOR,2011,J. Triano (22-60)
TOR,TOR,2010,J. Triano (40-42)
TOR,TOR,2009,"S. Mitchell (8-9), J. Triano (25-40)"
TOR,TOR,2008,S. Mitchell (41-41)
TOR,TOR,2007,S. Mitchell (47-35)
TOR,TOR,2006,S. Mitchell (27-55)
TOR,TOR,2005,S. Mitchell (33-49)
TOR,TOR,2004,K. O'Neill (33-49)
TOR,TOR,2003,L. Wilkens (24-58)
TOR,TOR,2002,L. Wilkens (42-40)
TOR,TOR,2001,L. Wilkens (47-35)
TOR,TOR,2000,B. Carter (45-37)
TOR,TOR,1999,B. Carter (23-27)
TOR,TOR,1998,"D. Walker (11-38), B. Carter (5-28)"
TOR,TOR,1997,D. Walker (30-52)
TOR,TOR,1996,B. Malone (21-61)
UTA,UTA,2018,Q. Snyder (5-6)
UTA,UTA,2017,Q. Snyder (51-31)
UTA,UTA,2016,Q. Snyder (40-42)
UTA,UTA,2015,Q. Snyder (38-44)
UTA,UTA,2014,T. Corbin (25-57)
UTA,UTA,2013,T. Corbin (43-39)
UTA,UTA,2012,T. Corbin (36-30)
UTA,UTA,2011,"J. Sloan (31-23), T. Corbin (8-20)"
UTA,UTA,2010,J. Sloan (53-29)
UTA,UTA,2009,J. Sloan (48-34)
UTA,UTA,2008,J. Sloan (54-28)
UTA,UTA,2007,J. Sloan (51-31)
UTA,UTA,2006,J. Sloan (41-41)
UTA,UTA,2005,J. Sloan (26-56)
UTA,UTA,2004,J. Sloan (42-40)
UTA,UTA,2003,J. Sloan (47-35)
UTA,UTA,2002,J. Sloan (44-38)
UTA,UTA,2001,J. Sloan (53-29)
UTA,UTA,2000,J. Sloan (55-27)
UTA,UTA,1999,J. Sloan (37-13)
UTA,UTA,1998,J. Sloan (62-20)
UTA,UTA,1997,J. Sloan (64-18)
UTA,UTA,1996,J. Sloan (55-27)
UTA,UTA,1995,J. Sloan (60-22)
UTA,UTA,1994,J. Sloan (53-29)
UTA,UTA,1993,J. Sloan (47-35)
UTA,UTA,1992,J. Sloan (55-27)
UTA,UTA,1991,J. Sloan (54-28)
UTA,UTA,1990,J. Sloan (55-27)
UTA,UTA,1989,"F. Layden (11-6), J. Sloan (40-25)"
UTA,UTA,1988,F. Layden (47-35)
UTA,UTA,1987,F. Layden (44-38)
UTA,UTA,1986,F. Layden (42-40)
UTA,UTA,1985,F. Layden (41-41)
UTA,UTA,1984,F. Layden (45-37)
UTA,UTA,1983,F. Layden (30-52)
UTA,UTA,1982,"T. Nissalke (8-12), F. Layden (17-45)"
UTA,UTA,1981,T. Nissalke (28-54)
UTA,UTA,1980,T. Nissalke (24-58)
UTA,UTA,1979,E. Baylor (26-56)
UTA,UTA,1978,E. Baylor (39-43)
UTA,UTA,1977,"B. Van Breda Kolff (14-12), E. Baylor (21-35)"
UTA,UTA,1976,B. Van Breda Kolff (38-44)
UTA,UTA,1975,"S. Robertson (1-14), E. Baylor (0-1), B. Van Breda Kolff (22-44)"
MIA,MIA,2018,E. Spoelstra (5-6)
MIA,MIA,2017,E. Spoelstra (41-41)
MIA,MIA,2016,E. Spoelstra (48-34)
MIA,MIA,2015,E. Spoelstra (37-45)
MIA,MIA,2014,E. Spoelstra (54-28)
MIA,MIA,2013,E. Spoelstra (66-16)
MIA,MIA,2012,E. Spoelstra (46-20)
MIA,MIA,2011,E. Spoelstra (58-24)
MIA,MIA,2010,E. Spoelstra (47-35)
MIA,MIA,2009,E. Spoelstra (43-39)
MIA,MIA,2008,P. Riley (15-67)
MIA,MIA,2007,P. Riley (44-38)
MIA,MIA,2006,"S. Van Gundy (11-10), P. Riley (41-20)"
MIA,MIA,2005,S. Van Gundy (59-23)
MIA,MIA,2004,S. Van Gundy (42-40)
MIA,MIA,2003,P. Riley (25-57)
MIA,MIA,2002,P. Riley (36-46)
MIA,MIA,2001,P. Riley (50-32)
MIA,MIA,2000,P. Riley (52-30)
MIA,MIA,1999,P. Riley (33-17)
MIA,MIA,1998,P. Riley (55-27)
MIA,MIA,1997,P. Riley (61-21)
MIA,MIA,1996,P. Riley (42-40)
MIA,MIA,1995,"K. Loughery (17-29), A. Gentry (15-21)"
MIA,MIA,1994,K. Loughery (42-40)
MIA,MIA,1993,K. Loughery (36-46)
MIA,MIA,1992,K. Loughery (38-44)
MIA,MIA,1991,R. Rothstein (24-58)
MIA,MIA,1990,R. Rothstein (18-64)
MIA,MIA,1989,R. Rothstein (15-67)
VANMEM,MEM,2018,D. Fizdale (7-4)
VANMEM,MEM,2017,D. Fizdale (43-39)
VANMEM,MEM,2016,D. Joerger (42-40)
VANMEM,MEM,2015,D. Joerger (55-27)
VANMEM,MEM,2014,D. Joerger (50-32)
VANMEM,MEM,2013,L. Hollins (56-26)
VANMEM,MEM,2012,L. Hollins (41-25)
VANMEM,MEM,2011,L. Hollins (46-36)
VANMEM,MEM,2010,L. Hollins (40-42)
VANMEM,MEM,2009,"M. Iavaroni (11-30), J. Davis (0-2), L. Hollins (13-26)"
VANMEM,MEM,2008,M. Iavaroni (22-60)
VANMEM,MEM,2007,"M. Fratello (6-24), T. Barone (16-36)"
VANMEM,MEM,2006,M. Fratello (49-33)
VANMEM,MEM,2005,"H. Brown (5-7), L. Hollins (0-4), M. Fratello (40-26)"
VANMEM,MEM,2004,H. Brown (50-32)
VANMEM,MEM,2003,"S. Lowe (0-8), H. Brown (28-46)"
VANMEM,MEM,2002,S. Lowe (23-59)
VANMEM,VAN,2001,S. Lowe (23-59)
VANMEM,VAN,2000,"B. Hill (4-18), L. Hollins (18-42)"
VANMEM,VAN,1999,B. Hill (8-42)
VANMEM,VAN,1998,B. Hill (19-63)
VANMEM,VAN,1997,"B. Winters (8-35), S. Jackson (6-33)"
VANMEM,VAN,1996,B. Winters (15-67)
BOS,BOS,2018,B. Stevens (10-2)
BOS,BOS,2017,B. Stevens (53-29)
BOS,BOS,2016,B. Stevens (48-34)
BOS,BOS,2015,B. Stevens (40-42)
BOS,BOS,2014,B. Stevens (25-57)
BOS,BOS,2013,D. Rivers (41-40)
BOS,BOS,2012,D. Rivers (39-27)
BOS,BOS,2011,D. Rivers (56-26)
BOS,BOS,2010,D. Rivers (50-32)
BOS,BOS,2009,D. Rivers (62-20)
BOS,BOS,2008,D. Rivers (66-16)
BOS,BOS,2007,D. Rivers (24-58)
BOS,BOS,2006,D. Rivers (33-49)
BOS,BOS,2005,D. Rivers (45-37)
BOS,BOS,2004,"J. O'Brien (22-24), J. Carroll (14-22)"
BOS,BOS,2003,J. O'Brien (44-38)
BOS,BOS,2002,J. O'Brien (49-33)
BOS,BOS,2001,"R. Pitino (12-22), J. O'Brien (24-24)"
BOS,BOS,2000,R. Pitino (35-47)
BOS,BOS,1999,R. Pitino (19-31)
BOS,BOS,1998,R. Pitino (36-46)
BOS,BOS,1997,M. Carr (15-67)
BOS,BOS,1996,M. Carr (33-49)
BOS,BOS,1995,C. Ford (35-47)
BOS,BOS,1994,C. Ford (32-50)
BOS,BOS,1993,C. Ford (48-34)
BOS,BOS,1992,C. Ford (51-31)
BOS,BOS,1991,C. Ford (56-26)
BOS,BOS,1990,J. Rodgers (52-30)
BOS,BOS,1989,J. Rodgers (42-40)
BOS,BOS,1988,K. Jones (57-25)
BOS,BOS,1987,K. Jones (59-23)
BOS,BOS,1986,K. Jones (67-15)
BOS,BOS,1985,K. Jones (63-19)
BOS,BOS,1984,K. Jones (62-20)
BOS,BOS,1983,B. Fitch (56-26)
BOS,BOS,1982,B. Fitch (63-19)
BOS,BOS,1981,B. Fitch (62-20)
BOS,BOS,1980,B. Fitch (61-21)
BOS,BOS,1979,"T. Sanders (2-12), D. Cowens (27-41)"
BOS,BOS,1978,"T. Heinsohn (11-23), T. Sanders (21-27)"
BOS,BOS,1977,T. Heinsohn (44-38)
BOS,BOS,1976,T. Heinsohn (54-28)
BOS,BOS,1975,T. Heinsohn (60-22)
BOS,BOS,1974,T. Heinsohn (56-26)
BOS,BOS,1973,T. Heinsohn (68-14)
BOS,BOS,1972,T. Heinsohn (56-26)
BOS,BOS,1971,T. Heinsohn (44-38)
BOS,BOS,1970,T. Heinsohn (34-48)
BOS,BOS,1969,B. Russell (48-34)
BOS,BOS,1968,B. Russell (54-28)
BOS,BOS,1967,B. Russell (60-21)
BOS,BOS,1966,R. Auerbach (54-26)
BOS,BOS,1965,R. Auerbach (62-18)
BOS,BOS,1964,R. Auerbach (59-21)
BOS,BOS,1963,R. Auerbach (58-22)
BOS,BOS,1962,R. Auerbach (60-20)
BOS,BOS,1961,R. Auerbach (57-22)
BOS,BOS,1960,R. Auerbach (59-16)
BOS,BOS,1959,R. Auerbach (52-20)
BOS,BOS,1958,R. Auerbach (49-23)
BOS,BOS,1957,R. Auerbach (44-28)
BOS,BOS,1956,R. Auerbach (39-33)
BOS,BOS,1955,R. Auerbach (36-36)
BOS,BOS,1954,R. Auerbach (42-30)
BOS,BOS,1953,R. Auerbach (46-25)
BOS,BOS,1952,R. Auerbach (39-27)
BOS,BOS,1951,R. Auerbach (39-30)
BOS,BOS,1950,A. Julian (22-46)
BOS,BOS,1949,A. Julian (25-35)
BOS,BOS,1948,J. Russell (20-28)
BOS,BOS,1947,J. Russell (22-38)
NJNBRK,BRK,2018,K. Atkinson (4-7)
NJNBRK,BRK,2017,K. Atkinson (20-62)
NJNBRK,BRK,2016,"L. Hollins (10-27), T. Brown (11-34)"
NJNBRK,BRK,2015,L. Hollins (38-44)
NJNBRK,BRK,2014,J. Kidd (44-38)
NJNBRK,BRK,2013,"A. Johnson (14-14), P. Carlesimo (35-19)"
NJNBRK,NJN,2012,A. Johnson (22-44)
NJNBRK,NJN,2011,A. Johnson (24-58)
NJNBRK,NJN,2010,"L. Frank (0-16), T. Barrise (0-2), K. Vandeweghe (12-52)"
NJNBRK,NJN,2009,L. Frank (34-48)
NJNBRK,NJN,2008,L. Frank (34-48)
NJNBRK,NJN,2007,L. Frank (41-41)
NJNBRK,NJN,2006,L. Frank (49-33)
NJNBRK,NJN,2005,L. Frank (42-40)
NJNBRK,NJN,2004,"B. Scott (22-20), L. Frank (25-15)"
NJNBRK,NJN,2003,B. Scott (49-33)
NJNBRK,NJN,2002,B. Scott (52-30)
NJNBRK,NJN,2001,B. Scott (26-56)
NJNBRK,NJN,2000,D. Casey (31-51)
NJNBRK,NJN,1999,"J. Calipari (3-17), D. Casey (13-17)"
NJNBRK,NJN,1998,J. Calipari (43-39)
NJNBRK,NJN,1997,J. Calipari (26-56)
NJNBRK,NJN,1996,B. Beard (30-52)
NJNBRK,NJN,1995,B. Beard (30-52)
NJNBRK,NJN,1994,C. Daly (45-37)
NJNBRK,NJN,1993,C. Daly (43-39)
NJNBRK,NJN,1992,B. Fitch (40-42)
NJNBRK,NJN,1991,B. Fitch (26-56)
NJNBRK,NJN,1990,B. Fitch (17-65)
NJNBRK,NJN,1989,W. Reed (26-56)
NJNBRK,NJN,1988,"D. Wohl (2-13), B. MacKinnon (10-29), W. Reed (7-21)"
NJNBRK,NJN,1987,D. Wohl (24-58)
NJNBRK,NJN,1986,D. Wohl (39-43)
NJNBRK,NJN,1985,S. Albeck (42-40)
NJNBRK,NJN,1984,S. Albeck (45-37)
NJNBRK,NJN,1983,"L. Brown (47-29), B. Blair (2-4)"
NJNBRK,NJN,1982,L. Brown (44-38)
NJNBRK,NJN,1981,"K. Loughery (12-23), B. MacKinnon (12-35)"
NJNBRK,NJN,1980,K. Loughery (34-48)
NJNBRK,NJN,1979,K. Loughery (37-45)
NJNBRK,NJN,1978,K. Loughery (24-58)
NJNBRK,NJN,1977,K. Loughery (22-60)
NJNBRK,NJN,1976,K. Loughery (55-29)
NJNBRK,NJN,1975,K. Loughery (58-26)
NJNBRK,NJN,1974,K. Loughery (55-29)
NJNBRK,NJN,1973,L. Carnesecca (30-54)
NJNBRK,NJN,1972,L. Carnesecca (44-40)
NJNBRK,NJN,1971,L. Carnesecca (40-44)
NJNBRK,NJN,1970,Y. Larese (39-45)
NJNBRK,NJN,1969,M. Zaslofsky (17-61)
NJNBRK,NJN,1968,M. Zaslofsky (36-42)
CHI,CHI,2018,F. Hoiberg (2-7)
CHI,CHI,2017,F. Hoiberg (41-41)
CHI,CHI,2016,F. Hoiberg (42-40)
CHI,CHI,2015,T. Thibodeau (50-32)
CHI,CHI,2014,T. Thibodeau (48-34)
CHI,CHI,2013,T. Thibodeau (45-37)
CHI,CHI,2012,T. Thibodeau (50-16)
CHI,CHI,2011,T. Thibodeau (62-20)
CHI,CHI,2010,V. Del Negro (41-41)
CHI,CHI,2009,V. Del Negro (41-41)
CHI,CHI,2008,"S. Skiles (9-16), P. Myers (0-1), J. Boylan (24-32)"
CHI,CHI,2007,S. Skiles (49-33)
CHI,CHI,2006,S. Skiles (41-41)
CHI,CHI,2005,S. Skiles (47-35)
CHI,CHI,2004,"B. Cartwright (4-10), P. Myers (0-2), S. Skiles (19-47)"
CHI,CHI,2003,B. Cartwright (30-52)
CHI,CHI,2002,"T. Floyd (4-21), B. Berry (0-2), B. Cartwright (17-38)"
CHI,CHI,2001,T. Floyd (15-67)
CHI,CHI,2000,T. Floyd (17-65)
CHI,CHI,1999,T. Floyd (13-37)
CHI,CHI,1998,P. Jackson (62-20)
CHI,CHI,1997,P. Jackson (69-13)
CHI,CHI,1996,P. Jackson (72-10)
CHI,CHI,1995,P. Jackson (47-35)
CHI,CHI,1994,P. Jackson (55-27)
CHI,CHI,1993,P. Jackson (57-25)
CHI,CHI,1992,P. Jackson (67-15)
CHI,CHI,1991,P. Jackson (61-21)
CHI,CHI,1990,P. Jackson (55-27)
CHI,CHI,1989,D. Collins (47-35)
CHI,CHI,1988,D. Collins (50-32)
CHI,CHI,1987,D. Collins (40-42)
CHI,CHI,1986,S. Albeck (30-52)
CHI,CHI,1985,K. Loughery (38-44)
CHI,CHI,1984,K. Loughery (27-55)
CHI,CHI,1983,P. Westhead (28-54)
CHI,CHI,1982,"J. Sloan (19-32), P. Johnson (0-1), R. Thorn (15-15)"
CHI,CHI,1981,J. Sloan (45-37)
CHI,CHI,1980,J. Sloan (30-52)
CHI,CHI,1979,"L. Costello (20-36), S. Robertson (11-15)"
CHI,CHI,1978,E. Badger (40-42)
CHI,CHI,1977,E. Badger (44-38)
CHI,CHI,1976,D. Motta (24-58)
CHI,CHI,1975,D. Motta (47-35)
CHI,CHI,1974,D. Motta (54-28)
CHI,CHI,1973,D. Motta (51-31)
CHI,CHI,1972,D. Motta (57-25)
CHI,CHI,1971,D. Motta (51-31)
CHI,CHI,1970,D. Motta (39-43)
CHI,CHI,1969,D. Motta (33-49)
CHI,CHI,1968,R. Kerr (29-53)
CHI,CHI,1967,R. Kerr (33-48)
CHARBH,CHO,2018,S. Clifford (5-6)
CHARBH,CHO,2017,S. Clifford (36-46)
CHARBH,CHO,2016,S. Clifford (48-34)
CHARBH,CHO,2015,S. Clifford (33-49)
CHARBH,CHA,2014,S. Clifford (43-39)
CHARBH,CHA,2013,M. Dunlap (21-61)
CHARBH,CHA,2012,P. Silas (7-59)
CHARBH,CHA,2011,"L. Brown (9-19), P. Silas (25-29)"
CHARBH,CHA,2010,L. Brown (44-38)
CHARBH,CHA,2009,L. Brown (35-47)
CHARBH,CHA,2008,S. Vincent (32-50)
CHARBH,CHA,2007,B. Bickerstaff (33-49)
CHARBH,CHA,2006,B. Bickerstaff (26-56)
CHARBH,CHA,2005,B. Bickerstaff (18-64)
NORLHP,CHH,2002,P. Silas (44-38)
NORLHP,CHH,2001,P. Silas (46-36)
NORLHP,CHH,2000,P. Silas (49-33)
NORLHP,CHH,1999,"D. Cowens (4-11), P. Silas (22-13)"
NORLHP,CHH,1998,D. Cowens (51-31)
NORLHP,CHH,1997,D. Cowens (54-28)
NORLHP,CHH,1996,A. Bristow (41-41)
NORLHP,CHH,1995,A. Bristow (50-32)
NORLHP,CHH,1994,A. Bristow (41-41)
NORLHP,CHH,1993,A. Bristow (44-38)
NORLHP,CHH,1992,A. Bristow (31-51)
NORLHP,CHH,1991,G. Littles (26-56)
NORLHP,CHH,1990,"D. Harter (8-32), G. Littles (11-31)"
NORLHP,CHH,1989,D. Harter (20-62)
CLE,CLE,2018,T. Lue (5-7)
CLE,CLE,2017,T. Lue (51-31)
CLE,CLE,2016,"D. Blatt (30-11), T. Lue (27-14)"
CLE,CLE,2015,D. Blatt (53-29)
CLE,CLE,2014,M. Brown (33-49)
CLE,CLE,2013,B. Scott (24-58)
CLE,CLE,2012,B. Scott (21-45)
CLE,CLE,2011,B. Scott (19-63)
CLE,CLE,2010,M. Brown (61-21)
CLE,CLE,2009,M. Brown (66-16)
CLE,CLE,2008,M. Brown (45-37)
CLE,CLE,2007,M. Brown (50-32)
CLE,CLE,2006,M. Brown (50-32)
CLE,CLE,2005,"P. Silas (34-30), B. Malone (8-10)"
CLE,CLE,2004,P. Silas (35-47)
CLE,CLE,2003,"J. Lucas (8-34), K. Smart (9-31)"
CLE,CLE,2002,J. Lucas (29-53)
CLE,CLE,2001,R. Wittman (30-52)
CLE,CLE,2000,R. Wittman (32-50)
CLE,CLE,1999,M. Fratello (22-28)
CLE,CLE,1998,M. Fratello (47-35)
CLE,CLE,1997,M. Fratello (42-40)
CLE,CLE,1996,M. Fratello (47-35)
CLE,CLE,1995,M. Fratello (43-39)
CLE,CLE,1994,M. Fratello (47-35)
CLE,CLE,1993,L. Wilkens (54-28)
CLE,CLE,1992,L. Wilkens (57-25)
CLE,CLE,1991,L. Wilkens (33-49)
CLE,CLE,1990,L. Wilkens (42-40)
CLE,CLE,1989,L. Wilkens (57-25)
CLE,CLE,1988,L. Wilkens (42-40)
CLE,CLE,1987,L. Wilkens (31-51)
CLE,CLE,1986,"G. Karl (25-42), G. Littles (4-11)"
CLE,CLE,1985,G. Karl (36-46)
CLE,CLE,1984,T. Nissalke (28-54)
CLE,CLE,1983,T. Nissalke (23-59)
CLE,CLE,1982,"D. Delaney (4-11), B. Kloppenburg (0-3), C. Daly (9-32), B. Musselman (2-21)"
CLE,CLE,1981,"B. Musselman (25-46), D. Delaney (3-8)"
CLE,CLE,1980,S. Albeck (37-45)
CLE,CLE,1979,B. Fitch (30-52)
CLE,CLE,1978,B. Fitch (43-39)
CLE,CLE,1977,B. Fitch (43-39)
CLE,CLE,1976,B. Fitch (49-33)
CLE,CLE,1975,B. Fitch (40-42)
CLE,CLE,1974,B. Fitch (29-53)
CLE,CLE,1973,B. Fitch (32-50)
CLE,CLE,1972,B. Fitch (23-59)
CLE,CLE,1971,B. Fitch (15-67)
DAL,DAL,2018,R. Carlisle (2-10)
DAL,DAL,2017,R. Carlisle (33-49)
DAL,DAL,2016,R. Carlisle (42-40)
DAL,DAL,2015,R. Carlisle (50-32)
DAL,DAL,2014,R. Carlisle (49-33)
DAL,DAL,2013,R. Carlisle (41-41)
DAL,DAL,2012,R. Carlisle (36-30)
DAL,DAL,2011,R. Carlisle (57-25)
DAL,DAL,2010,R. Carlisle (55-27)
DAL,DAL,2009,R. Carlisle (50-32)
DAL,DAL,2008,A. Johnson (51-31)
DAL,DAL,2007,A. Johnson (67-15)
DAL,DAL,2006,A. Johnson (60-22)
DAL,DAL,2005,"D. Nelson (42-22), A. Johnson (16-2)"
DAL,DAL,2004,D. Nelson (52-30)
DAL,DAL,2003,D. Nelson (60-22)
DAL,DAL,2002,D. Nelson (57-25)
DAL,DAL,2001,D. Nelson (53-29)
DAL,DAL,2000,D. Nelson (40-42)
DAL,DAL,1999,D. Nelson (19-31)
DAL,DAL,1998,"J. Cleamons (4-12), D. Nelson (16-50)"
DAL,DAL,1997,J. Cleamons (24-58)
DAL,DAL,1996,D. Motta (26-56)
DAL,DAL,1995,D. Motta (36-46)
DAL,DAL,1994,Q. Buckner (13-69)
DAL,DAL,1993,"R. Adubato (2-27), G. Heard (9-44)"
DAL,DAL,1992,R. Adubato (22-60)
DAL,DAL,1991,R. Adubato (28-54)
DAL,DAL,1990,"J. MacLeod (5-6), R. Adubato (42-29)"
DAL,DAL,1989,J. MacLeod (38-44)
DAL,DAL,1988,J. MacLeod (53-29)
DAL,DAL,1987,D. Motta (55-27)
DAL,DAL,1986,D. Motta (44-38)
DAL,DAL,1985,D. Motta (44-38)
DAL,DAL,1984,D. Motta (43-39)
DAL,DAL,1983,D. Motta (38-44)
DAL,DAL,1982,D. Motta (28-54)
DAL,DAL,1981,D. Motta (15-67)
DEN,DEN,2018,M. Malone (7-5)
DEN,DEN,2017,M. Malone (40-42)
DEN,DEN,2016,M. Malone (33-49)
DEN,DEN,2015,"B. Shaw (20-39), M. Hunt (10-13)"
DEN,DEN,2014,B. Shaw (36-46)
DEN,DEN,2013,G. Karl (57-25)
DEN,DEN,2012,G. Karl (38-28)
DEN,DEN,2011,G. Karl (50-32)
DEN,DEN,2010,G. Karl (53-29)
DEN,DEN,2009,G. Karl (54-28)
DEN,DEN,2008,G. Karl (50-32)
DEN,DEN,2007,G. Karl (45-37)
DEN,DEN,2006,G. Karl (44-38)
DEN,DEN,2005,"J. Bzdelik (13-15), M. Cooper (4-10), G. Karl (32-8)"
DEN,DEN,2004,J. Bzdelik (43-39)
DEN,DEN,2003,J. Bzdelik (17-65)
DEN,DEN,2002,"D. Issel (9-17), M. Evans (18-38)"
DEN,DEN,2001,D. Issel (40-42)
DEN,DEN,2000,D. Issel (35-47)
DEN,DEN,1999,M. D'Antoni (14-36)
DEN,DEN,1998,B. Hanzlik (11-71)
DEN,DEN,1997,"B. Bickerstaff (4-9), D. Motta (17-52)"
DEN,DEN,1996,B. Bickerstaff (35-47)
DEN,DEN,1995,"D. Issel (18-16), G. Littles (3-13), B. Bickerstaff (20-12)"
DEN,DEN,1994,D. Issel (42-40)
DEN,DEN,1993,D. Issel (36-46)
DEN,DEN,1992,P. Westhead (24-58)
DEN,DEN,1991,P. Westhead (20-62)
DEN,DEN,1990,D. Moe (43-39)
DEN,DEN,1989,D. Moe (44-38)
DEN,DEN,1988,D. Moe (54-28)
DEN,DEN,1987,D. Moe (37-45)
DEN,DEN,1986,D. Moe (47-35)
DEN,DEN,1985,D. Moe (52-30)
DEN,DEN,1984,D. Moe (38-44)
DEN,DEN,1983,D. Moe (45-37)
DEN,DEN,1982,D. Moe (46-36)
DEN,DEN,1981,"D. Walsh (11-20), D. Moe (26-25)"
DEN,DEN,1980,D. Walsh (30-52)
DEN,DEN,1979,"L. Brown (28-25), D. Walsh (19-10)"
DEN,DEN,1978,L. Brown (48-34)
DEN,DEN,1977,L. Brown (50-32)
DEN,DEN,1976,L. Brown (60-24)
DEN,DEN,1975,L. Brown (65-19)
DEN,DEN,1974,A. Hannum (37-47)
DEN,DEN,1973,A. Hannum (47-37)
DEN,DEN,1972,A. Hannum (34-50)
DEN,DEN,1971,"J. Belmont (3-10), S. Albeck (27-44)"
DEN,DEN,1970,"J. McLendon (9-19), J. Belmont (42-14)"
DEN,DEN,1969,B. Bass (44-34)
DEN,DEN,1968,B. Bass (45-33)
DET,DET,2018,S. Van Gundy (8-3)
DET,DET,2017,S. Van Gundy (37-45)
DET,DET,2016,S. Van Gundy (44-38)
DET,DET,2015,S. Van Gundy (32-50)
DET,DET,2014,"M. Cheeks (21-29), J. Loyer (8-24)"
DET,DET,2013,L. Frank (29-53)
DET,DET,2012,L. Frank (25-41)
DET,DET,2011,J. Kuester (30-52)
DET,DET,2010,J. Kuester (27-55)
DET,DET,2009,M. Curry (39-43)
DET,DET,2008,F. Saunders (59-23)
DET,DET,2007,F. Saunders (53-29)
DET,DET,2006,F. Saunders (64-18)
DET,DET,2005,L. Brown (54-28)
DET,DET,2004,L. Brown (54-28)
DET,DET,2003,R. Carlisle (50-32)
DET,DET,2002,R. Carlisle (50-32)
DET,DET,2001,G. Irvine (32-50)
DET,DET,2000,"A. Gentry (28-30), G. Irvine (14-10)"
DET,DET,1999,A. Gentry (29-21)
DET,DET,1998,"D. Collins (21-24), A. Gentry (16-21)"
DET,DET,1997,D. Collins (54-28)
DET,DET,1996,D. Collins (46-36)
DET,DET,1995,D. Chaney (28-54)
DET,DET,1994,D. Chaney (20-62)
DET,DET,1993,R. Rothstein (40-42)
DET,DET,1992,C. Daly (48-34)
DET,DET,1991,C. Daly (50-32)
DET,DET,1990,C. Daly (59-23)
DET,DET,1989,C. Daly (63-19)
DET,DET,1988,C. Daly (54-28)
DET,DET,1987,C. Daly (52-30)
DET,DET,1986,C. Daly (46-36)
DET,DET,1985,C. Daly (46-36)
DET,DET,1984,C. Daly (49-33)
DET,DET,1983,S. Robertson (37-45)
DET,DET,1982,S. Robertson (39-43)
DET,DET,1981,S. Robertson (21-61)
